DistrictNumber,DistrictType,districtName,year,percentLunch
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2006,0.46311475409836067
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2006,0.32044198895027626
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2006,0.4847775175644028
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2006,0.31768388106416273
2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,2006,0.41358024691358025
2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,2006,0.34901625320787
2897,01,REDWOOD AREA SCHOOL DISTRICT,2006,0.33433734939759036
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2006,0.4973637961335677
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2006,NA
2902,01,RTR PUBLIC SCHOOLS,2006,NA
2903,01,ORTONVILLE PUBLIC SCHOOLS,2006,NA
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2006,NA
2905,01,TRI-CITY UNITED SCHOOL DISTRICT,2006,NA
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCH,2006,NA
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2006,NA
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2006,NA
4000,07,CITY ACADEMY,2006,0.7666666666666667
4001,07,BLUFFVIEW MONTESSORI,2006,0.20725388601036268
4003,07,"NEW HEIGHTS SCHOOL, INC.",2006,0.3515625
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2006,0.9724770642201835
4005,07,METRO DEAF SCHOOL,2006,0.34328358208955223
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2006,0.24107142857142858
4008,07,PACT CHARTER SCHOOL,2006,0.2
4011,07,ATHLOS LEADERSHIP ACADEMY,2006,0.8309178743961353
4015,07,COMMUNITY OF PEACE ACADEMY,2006,0.8271186440677966
4016,07,WORLD LEARNER CHARTER SCHOOL,2006,0.007142857142857143
4017,07,MINNESOTA TRANSITIONS CHARTER SCH,2006,0.7244611059044048
4018,07,ACHIEVE LANGUAGE ACADEMY,2006,0.7706666666666667
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2006,0.49159120310478654
4025,07,CYBER VILLAGE ACADEMY,2006,0.17054263565891473
4026,07,E.C.H.O. CHARTER SCHOOL,2006,0.49710982658959535
4027,07,HIGHER GROUND ACADEMY,2006,0.9564164648910412
4029,07,ST. PAUL CITY SCHOOL,2006,0.8367952522255193
4031,07,JENNINGS COMMUNITY SCHOOL,2006,0.5833333333333334
4032,07,HARVEST PREPARATORY SCHOOL,2006,0.727710843373494
4035,07,LIFE PREP,2006,0.75
4036,07,FACE TO FACE ACADEMY,2006,0.5689655172413793
4038,07,SOJOURNER TRUTH ACADEMY,2006,0.9126637554585153
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2006,0.7991266375545851
4043,07,MATH AND SCIENCE ACADEMY,2006,0.0033003300330033004
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2006,0.22012578616352202
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2006,0.5212765957446809
4053,07,NORTH LAKES ACADEMY,2006,0.21243523316062177
4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,2006,0.15942028985507245
4055,07,NERSTRAND CHARTER SCHOOL,2006,0.08496732026143791
4056,07,ROSA PARKS CHARTER HIGH SCHOOL,2006,0.5641025641025641
4057,07,EL COLEGIO CHARTER SCHOOL,2006,0.6282051282051282
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,2006,0.49079754601226994
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2006,0.36220472440944884
4064,07,RIVERWAY LEARNING COMMUNITY CHTR,2006,0.5925925925925926
4066,07,KATO PUBLIC CHARTER SCHOOL,2006,0.5370370370370371
4067,07,AURORA CHARTER SCHOOL,2006,0.9124423963133641
4068,07,EXCELL ACADEMY CHARTER,2006,0.7258687258687259
4070,07,HOPE COMMUNITY ACADEMY,2006,0.8773388773388774
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,2006,0.9308943089430894
4074,07,AFSA HIGH SCHOOL,2006,0.26737967914438504
4075,07,AVALON SCHOOL,2006,0.1888111888111888
4077,07,TWIN CITIES INTERNATIONAL ELEM SCH,2006,1
4078,07,MINNESOTA INTERNATIONAL MIDDLE CHTR,2006,1
4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,2006,0.9239130434782609
4080,07,PILLAGER AREA CHARTER SCHOOL,2006,0.7857142857142857
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2006,0.5416666666666666
4082,07,BLUESKY CHARTER SCHOOL,2006,0.16666666666666666
4083,07,RIDGEWAY COMMUNITY SCHOOL,2006,0.37333333333333335
4084,07,NORTH SHORE COMMUNITY SCHOOL,2006,0.391304347826087
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2006,0.3853658536585366
4087,07,SAGE ACADEMY CHARTER SCHOOL,2006,0.25287356321839083
4088,07,URBAN ACADEMY CHARTER SCHOOL,2006,0.9692307692307692
4089,07,NEW CITY SCHOOL,2006,0.6330275229357798
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2006,0.08035714285714286
4091,07,ARCADIA CHARTER SCHOOL,2006,0.04807692307692308
4092,07,WATERSHED HIGH SCHOOL,2006,0.11290322580645161
4093,07,NEW CENTURY ACADEMY,2006,0.2967741935483871
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2006,0.0898876404494382
4097,07,"PARTNERSHIP ACADEMY, INC.",2006,0.9895833333333334
4098,07,NOVA CLASSICAL ACADEMY,2006,0.10902255639097744
4100,07,GREAT EXPECTATIONS,2006,0
4102,07,MINNESOTA INTERNSHIP CENTER,2006,0.9407744874715261
4103,07,HMONG COLLEGE PREP ACADEMY,2006,0.9914893617021276
4104,07,PALADIN CAREER AND TECH HIGH SCHOOL,2006,0.22784810126582278
4105,07,GREAT RIVER SCHOOL,2006,0.16129032258064516
4106,07,TREKNORTH HIGH SCHOOL,2006,0.5196850393700787
4107,07,VOYAGEURS EXPEDITIONARY,2006,0.5797101449275363
4110,07,PIM ARTS HIGH SCHOOL,2006,0.1656441717791411
4111,07,AUGSBURG FAIRVIEW ACADEMY,2006,0.8636363636363636
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2006,0.0273972602739726
4113,07,SPERO ACADEMY,2006,0.1891891891891892
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEM,2006,0.1056338028169014
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2006,0.1085972850678733
4119,07,ACADEMIC ARTS HIGH SCHOOL,2006,0.28
4120,07,ST. CROIX PREPARATORY ACADEMY,2006,0
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2006,1
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2006,0.038461538461538464
4124,07,BEACON ACADEMY,2006,0.13372093023255813
4126,07,PRAIRIE SEEDS ACADEMY,2006,0.9459459459459459
4127,07,TEAM ACADEMY,2006,0.3611111111111111
4131,07,METRO SCHOOLS CHARTER,2006,1
4132,07,TWIN CITIES ACADEMY,2006,NA
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2006,0.952054794520548
4137,07,SWAN RIVER MONTESSORI CHARTER SCH,2006,0.08256880733944955
4138,07,MILROY AREA CHARTER SCHOOL,2006,0.5555555555555556
4139,07,LOVEWORKS ACADEMY FOR ARTS,2006,0.5540540540540541
4140,07,YINGHUA ACADEMY,2006,NA
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2006,0.4879518072289157
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCH,2006,0.9623655913978495
4144,07,GREEN ISLE COMMUNITY SCHOOL,2006,0.18032786885245902
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2006,0.5625
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2006,0.35802469135802467
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2006,0.28
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2006,0.18518518518518517
4152,07,TWIN CITIES GERMAN IMMERSION CHTR,2006,0.11904761904761904
4153,07,DUGSI ACADEMY,2006,0.9415584415584416
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2006,0.9230769230769231
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2006,NA
4160,07,SPECTRUM HIGH SCHOOL,2006,NA
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2006,NA
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2006,NA
4163,07,LEARNING FOR LEADERSHIP CHARTER,2006,NA
4164,07,LAURA JEFFREY ACADEMY CHARTER,2006,NA
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2006,NA
4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,2006,NA
4168,07,GLACIAL HILLS ELEMENTARY,2006,NA
4169,07,STONEBRIDGE WORLD SCHOOL,2006,NA
4170,07,HIAWATHA ACADEMIES,2006,NA
4171,07,NOBLE ACADEMY,2006,NA
4172,07,CLARKFIELD CHARTER SCHOOL,2006,NA
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2006,NA
4178,07,LINCOLN INTERNATIONAL SCHOOL,2006,NA
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2006,NA
4183,07,LIONSGATE ACADEMY,2006,NA
4184,07,ASPEN ACADEMY,2006,NA
4185,07,DAVINCI ACADEMY,2006,NA
4186,07,GLOBAL ACADEMY,2006,NA
4187,07,NATURAL SCIENCE ACADEMY,2006,NA
4188,07,COLOGNE ACADEMY,2006,NA
4189,07,BRIGHT WATER ELEMENTARY,2006,NA
4190,07,RIVERS EDGE ACADEMY,2006,NA
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2006,NA
4192,07,BEST ACADEMY,2006,NA
4193,07,COLLEGE PREPARATORY ELEMENTARY,2006,NA
4194,07,CANNON RIVER STEM SCHOOL,2006,NA
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2006,NA
4198,07,DISCOVERY WOODS,2006,NA
4199,07,PARNASSUS PREPARATORY CHARTER SCH,2006,NA
4200,07,STEP ACADEMY CHARTER SCHOOL,2006,NA
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2006,NA
4204,07,ROCHESTER STEM ACADEMY,2006,NA
4205,07,HENNEPIN ELEMENTARY SCHOOL,2006,NA
4207,07,VERMILION COUNTRY SCHOOL,2006,NA
4208,07,NASHA SHKOLA CHARTER SCHOOL,2006,NA
4209,07,MASTERY SCHOOL,2006,NA
4210,07,UPPER MISSISSIPPI ACADEMY,2006,NA
4212,07,WEST SIDE SUMMIT CHARTER SCHOOL,2006,NA
4213,07,PRODEO ACADEMY,2006,NA
4215,07,SEJONG ACADEMY OF MINNESOTA,2006,NA
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2006,NA
4218,07,VENTURE ACADEMY,2006,NA
4219,07,NORTHEAST COLLEGE PREP,2006,NA
4220,07,AGAMIM CLASSICAL ACADEMY,2006,NA
4221,07,DISCOVERY CHARTER SCHOOL,2006,NA
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEM,2006,NA
4224,07,STAR OF THE NORTH ACADEMY CHARTER S,2006,NA
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2006,NA
4226,07,BDOTE LEARNING CENTER,2006,NA
4227,07,ART AND SCIENCE ACADEMY,2006,NA
4228,07,WOODBURY LEADERSHIP ACADEMY,2006,NA
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE,2006,NA
4230,07,MINNESOTA EXCELLENCE IN LEARNING AC,2006,NA
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2006,NA
4232,07,SUCCESS ACADEMY,2006,NA
4233,07,LEVEL UP ACADEMY,2006,NA
4237,07,CAREER PATHWAYS,2006,NA
4238,07,ROCHESTER BEACON ACADEMY,2006,NA
4239,07,TESFA INTERNATIONAL SCHOOL,2006,NA
4240,07,NEW CENTURY SCHOOL,2006,NA
4243,07,NORTH METRO FLEX ACADEMY,2006,NA
4244,07,FIT ACADEMY,2006,NA
4246,07,BIG PICTURE TWIN CITIES,2006,NA
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2006,NA
4254,07,MARINE AREA COMMUNITY SCHOOL,2006,NA
6004,61,FRESHWATER ED. DIST.,2006,0.6180555555555556
6012,61,ZUMBRO EDUCATION DISTRICT,2006,0.5384615384615384
6013,61,HIAWATHA VALLEY ED. DISTRICT,2006,0.35714285714285715
6014,61,RUNESTONE AREA ED. DISTRICT,2006,0.4807692307692308
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2006,0.2627118644067797
6026,61,WEST CENTRAL EDUCATION DISTRICT,2006,0.40816326530612246
6027,61,MN VALLEY EDUCATION DISTRICT,2006,0.6170212765957447
6049,61,RIVER BEND EDUCATION DISTRICT,2006,0.45454545454545453
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2006,0.5
6074,50,CENTRAL MINNESOTA JT. POWERS DIST.,2006,0.19090909090909092
6076,50,NORTHLAND LEARNING CENTER,2006,0.5864661654135338
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2006,NA
6083,52,SOUTHERN MN EDUCATION CONSORTIUM,2006,NA
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECI,2006,NA
6094,52,CANNON VALLEY SPECIAL EDUCATION COO,2006,NA
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUC,2006,NA
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2006,NA
6383,61,BENTON-STEARNS ED. DISTRICT,2006,0.4074074074074074
6979,61,MID STATE EDUCATION DISTRICT,2006,0.6363636363636364
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2007,0.3704545454545455
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2007,0.6571538652062636
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2007,0.592948717948718
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2007,0.5985915492957746
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2007,0.3433583959899749
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2007,0.23196497528100943
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2007,0.11434331797235023
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2007,0.5979202772963604
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2007,0.4550943396226415
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2007,0.21673710904480134
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2007,0.2983800350262697
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2007,0.3439940498326515
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2007,0.4317738791423002
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2007,0.9571428571428572
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2007,0.46540880503144655
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2007,0.5069832402234636
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2007,0.8256227758007118
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2007,0.8059236165237724
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2007,0.28870625662778365
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2007,0.2344180915609487
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2007,0.18110236220472442
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2007,0.3008304696449026
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2007,0.32666666666666666
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2007,0.4804804804804805
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2007,0.31960461285008235
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2007,0.16361003861003862
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2007,0.36894586894586895
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2007,0.3093645484949833
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2007,0.33495145631067963
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2007,0.3696369636963696
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2007,0.3045212765957447
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2007,0.1045045045045045
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2007,0.34097421203438394
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2007,0.20330739299610895
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2007,0.08721751412429378
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2007,0.1409090909090909
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2007,0.1434550104626831
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2007,0.4118918918918919
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2007,0.7270087124878993
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2007,0.5176933158584535
0118,01,NORTHLAND COMMUNITY SCHOOLS,2007,0.6172344689378757
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2007,0.36222692036645526
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2007,0.24820143884892087
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2007,0.3011542497376705
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2007,0.27490542244640603
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2007,0.1601343784994401
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2007,0.29404047976011993
0160,70,MINNESOTA STATE ACADEMIES,2007,0.8118279569892473
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2007,0.5154738878143134
0166,01,COOK COUNTY PUBLIC SCHOOLS,2007,0.2864493996569468
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2007,0.4466230936819172
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2007,0.34210526315789475
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2007,0.39123006833712987
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2007,0.4176516942474389
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2007,0.31148604802076574
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2007,0.24319646119819213
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2007,0.12953712953712954
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2007,0.0721275824574121
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2007,0.14230019493177387
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2007,0.12144693485896368
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2007,0.3066964285714286
0199,01,INVER GROVE HEIGHTS SCHOOLS,2007,0.24300559552358114
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2007,0.17941059338908802
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2007,0.2460136674259681
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2007,0.1183225162256615
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2007,0.2511427120365668
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2007,0.32496513249651326
0227,01,CHATFIELD PUBLIC SCHOOLS,2007,0.1850613154960981
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2007,0.35149863760217986
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2007,0.2905027932960894
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2007,0.38391502276176026
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2007,0.3928164196123147
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2007,0.3333333333333333
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2007,0.15950920245398773
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2007,0.18354430379746836
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2007,0.16995073891625614
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2007,0.21390751853159196
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2007,0.25650557620817843
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2007,0.6238532110091743
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2007,0.2214484679665738
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2007,0.2918035955924995
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2007,0.11636513157894737
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2007,0.066711140760507
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2007,0.053791315618924175
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2007,0.13990103463787673
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2007,0.05394990366088632
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2007,0.303963133640553
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2007,0.532285368802902
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2007,0.3738117141980987
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2007,0.15746658919233003
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2007,0.26241642788920727
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2007,0.1104350471554609
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2007,0.6550707547169812
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2007,0.2
0288,06,SOUTHWEST METRO INTERMEDIATE 288,2007,NA
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2007,0.15622317596566523
0297,01,SPRING GROVE SCHOOL DISTRICT,2007,0.31563421828908556
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2007,0.2524875621890547
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2007,0.15309672929714682
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2007,0.6340579710144928
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2007,0.49906191369606
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2007,0.43178973717146435
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2007,0.39267015706806285
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2007,0.4473257698541329
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2007,0.5697796432318992
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2007,0.35009069707178025
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2007,0.48148148148148145
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2007,0.315625
0332,01,MORA PUBLIC SCHOOL DISTRICT,2007,0.3740053050397878
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2007,0.47368421052631576
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2007,0.26332288401253917
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2007,0.4644481685420158
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2007,0.5025906735751295
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2007,0.3546423135464231
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2007,0.42120343839541546
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2007,0.5238095238095238
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2007,0.32220039292730845
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2007,0.279023746701847
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2007,0.385146804835924
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2007,0.24438902743142144
0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,2007,0.6666666666666666
0398,52,MIDWEST SPECIAL EDUCATION COOP.,2007,NaN
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2007,0.5308641975308642
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2007,0.29411764705882354
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2007,0.5789473684210527
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2007,0.29743354720439963
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2007,0.3370044052863436
0415,01,LYND PUBLIC SCHOOL DISTRICT,2007,0.7068965517241379
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2007,0.24139095205941932
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2007,0.2755741127348643
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2007,0.6609375
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2007,0.6423948220064725
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2007,0.43342776203966005
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2007,0.565
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2007,0.39660056657223797
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2007,0.3742621015348288
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2007,0.2907761529808774
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2007,0.2772234273318872
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2007,0.46621621621621623
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2007,0.211361014994233
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2007,0.6235446313065977
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2007,0.3756405202995664
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2007,0.4312015503875969
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2007,0.34859675036927623
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2007,0.44327176781002636
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2007,0.2725060827250608
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2007,0.4806551151198671
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2007,0.2541899441340782
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2007,0.5294117647058824
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2007,0.3722397476340694
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2007,0.22205438066465258
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2007,0.3488372093023256
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2007,0.2833333333333333
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2007,0.29617486338797816
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2007,0.3893939393939394
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2007,0.40414507772020725
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2007,0.5061147695202258
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2007,0.11145320197044335
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2007,0.12488769092542677
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2007,0.2038073908174692
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2007,0.2800524279116215
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2007,0.35887850467289717
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2007,0.24187306501547987
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2007,0.4065040650406504
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2007,0.3769633507853403
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST.,2007,0.41965973534971646
