DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,HMLK12,EC12Enr,Free-EC12,Red-EC12,LEPIdentifiedEC12,LEPServedEC12,SPE-EC12,HML-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
15-16,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,EC,,,,,,,,5,3,,,,5,,, ,EC-12,
15-16,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,KG,26,7,2,,,1,,26,7,2,,,1,,, ,EC-12,
15-16,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,01,25,6,2,,,3,,25,6,2,,,3,,, ,EC-12,
15-16,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,02,23,11,5,,,1,,23,11,5,,,1,,, ,EC-12,
15-16,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,03,20,7,,,,4,,20,7,,,,4,,, ,EC-12,
15-16,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,04,30,9,1,,,4,,30,9,1,,,4,,, ,EC-12,
15-16,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,05,15,8,1,,,2,,15,8,1,,,2,,, ,EC-12,
15-16,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,06,27,14,1,,,6,,27,14,1,,,6,,, ,EC-12,
15-16,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,07,25,15,3,,,7,,25,15,3,,,7,,, ,EC-12,
15-16,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,08,36,14,4,,,6,,36,14,4,,,6,,, ,EC-12,
15-16,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,09,35,8,3,,,10,,35,8,3,,,10,,, ,EC-12,
15-16,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,10,22,6,2,,,6,,22,6,2,,,6,,, ,EC-12,
15-16,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,11,20,6,,,,5,,20,6,,,,5,,, ,EC-12,
15-16,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,12,28,5,2,,,9,,28,5,2,,,9,,, ,EC-12,
15-16,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,All Grades,332,116,26,,,64,,337,119,26,,,69,,, ,EC-12,
15-16,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,EC,,,,,,,,40,7,1,,,40,,, ,EC-12,
15-16,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,KG,63,14,4,6,5,7,,63,14,4,6,5,7,,, ,EC-12,
15-16,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,01,72,21,3,7,7,10,,72,21,3,7,7,10,,, ,EC-12,
15-16,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,02,63,10,5,4,4,7,,63,10,5,4,4,7,,, ,EC-12,
15-16,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,03,92,17,4,5,5,10,,92,17,4,5,5,10,,, ,EC-12,
15-16,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,04,68,11,4,1,,8,1,68,11,4,1,,8,1,, ,EC-12,
15-16,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,05,74,13,5,2,1,14,,74,13,5,2,1,14,,, ,EC-12,
15-16,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,06,68,9,3,2,2,6,,68,9,3,2,2,6,,, ,EC-12,
15-16,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,07,72,11,1,,,8,1,72,11,1,,,8,1,, ,EC-12,
15-16,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,08,75,14,7,2,2,12,,75,14,7,2,2,12,,, ,EC-12,
15-16,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,09,78,9,1,1,,9,,78,9,1,1,,9,,, ,EC-12,
15-16,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,10,98,12,8,,,14,,98,12,8,,,14,,, ,EC-12,
15-16,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,11,77,12,,1,,6,,77,12,,1,,6,,, ,EC-12,
15-16,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,12,89,11,5,1,1,5,1,89,11,5,1,1,5,1,, ,EC-12,
15-16,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,All Grades,989,164,50,32,27,116,3,1029,171,51,32,27,156,3,, ,EC-12,
15-16,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,EC,,,,,,,,66,15,,,,66,,, ,EC-12,
15-16,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,KG,288,15,12,1,1,22,,288,15,12,1,1,22,,, ,EC-12,
15-16,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,01,274,21,8,5,5,27,,274,21,8,5,5,27,,, ,EC-12,
15-16,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,02,286,23,7,6,6,34,,286,23,7,6,6,34,,, ,EC-12,
15-16,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,03,293,26,13,6,6,46,,293,26,13,6,6,46,,, ,EC-12,
15-16,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,04,309,22,15,3,3,48,,309,22,15,3,3,48,,, ,EC-12,
15-16,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,05,290,27,13,5,5,52,,290,27,13,5,5,52,,, ,EC-12,
15-16,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,06,287,23,7,4,3,42,,287,23,7,4,3,42,,, ,EC-12,
15-16,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,07,294,18,16,1,1,28,,294,18,16,1,1,28,,, ,EC-12,
15-16,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,08,310,23,11,3,2,24,,310,23,11,3,2,24,,, ,EC-12,
15-16,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,09,333,28,12,1,1,22,,333,28,12,1,1,22,,, ,EC-12,
15-16,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,10,278,13,12,2,2,24,1,278,13,12,2,2,24,1,, ,EC-12,
15-16,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,11,284,28,5,1,1,37,,284,28,5,1,1,37,,, ,EC-12,
15-16,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,12,333,37,10,1,1,56,,333,37,10,1,1,56,,, ,EC-12,
15-16,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,All Grades,3859,304,141,39,37,462,1,3925,319,141,39,37,528,1,, ,EC-12,
15-16,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,EC,,,,,,,,45,7,1,,,45,,, ,EC-12,
15-16,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,KG,122,15,13,,,28,,122,15,13,,,28,,, ,EC-12,
15-16,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,01,132,17,15,3,,17,1,132,17,15,3,,17,1,, ,EC-12,
15-16,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,02,109,16,15,3,,21,,109,16,15,3,,21,,, ,EC-12,
15-16,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,03,112,13,9,1,,17,1,112,13,9,1,,17,1,, ,EC-12,
15-16,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,04,112,15,8,2,2,11,,112,15,8,2,2,11,,, ,EC-12,
15-16,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,05,124,15,11,,,15,,124,15,11,,,15,,, ,EC-12,
15-16,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,06,114,18,7,,,16,1,114,18,7,,,16,1,, ,EC-12,
15-16,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,07,108,12,7,2,2,12,1,108,12,7,2,2,12,1,, ,EC-12,
15-16,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,08,135,14,12,2,2,11,,135,14,12,2,2,11,,, ,EC-12,
15-16,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,09,112,19,5,,,21,,112,19,5,,,21,,, ,EC-12,
15-16,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,10,130,8,7,,,21,,130,8,7,,,21,,, ,EC-12,
15-16,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,11,116,13,6,,,14,1,116,13,6,,,14,1,, ,EC-12,
15-16,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,12,105,14,4,,,12,1,105,14,4,,,12,1,, ,EC-12,
15-16,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,All Grades,1531,189,119,13,6,216,6,1576,196,120,13,6,261,6,, ,EC-12,
15-16,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,EC,,,,,,,,172,16,,,,172,,, ,EC-12,
15-16,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,KG,685,120,29,88,81,53,4,685,120,29,88,81,53,4,, ,EC-12,
15-16,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,01,621,107,16,53,50,57,,621,107,16,53,50,57,,, ,EC-12,
15-16,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,02,716,135,28,81,77,65,,716,135,28,81,77,65,,, ,EC-12,
15-16,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,03,687,128,32,64,59,78,1,687,128,32,64,59,78,1,, ,EC-12,
15-16,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,04,670,124,28,44,41,97,1,670,124,28,44,41,97,1,, ,EC-12,
15-16,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,05,681,129,29,29,28,100,1,681,129,29,29,28,100,1,, ,EC-12,
15-16,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,06,728,107,26,22,19,79,,728,107,26,22,19,79,,, ,EC-12,
15-16,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,07,693,111,21,18,17,91,2,693,111,21,18,17,91,2,, ,EC-12,
15-16,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,08,704,116,27,29,20,69,1,704,116,27,29,20,69,1,, ,EC-12,
15-16,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,09,803,112,27,29,28,77,1,803,112,27,29,28,77,1,, ,EC-12,
15-16,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,10,783,97,35,15,15,73,1,783,97,35,15,15,73,1,, ,EC-12,
15-16,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,11,805,109,20,13,13,81,,805,109,20,13,13,81,,, ,EC-12,
15-16,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,12,785,109,23,15,11,101,2,785,109,23,15,11,101,2,, ,EC-12,
15-16,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,All Grades,9361,1504,341,500,459,1021,14,9533,1520,341,500,459,1193,14,, ,EC-12,
15-16,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,EC,,,,,,,,18,13,,,,18,,, ,EC-12,
15-16,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,KG,58,33,2,,,8,2,58,33,2,,,8,2,, ,EC-12,
15-16,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,01,47,23,4,,,11,4,47,23,4,,,11,4,, ,EC-12,
15-16,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,02,50,28,4,,,9,2,50,28,4,,,9,2,, ,EC-12,
15-16,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,03,65,34,4,,,12,5,65,34,4,,,12,5,, ,EC-12,
15-16,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,04,42,24,2,,,10,3,42,24,2,,,10,3,, ,EC-12,
15-16,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,05,54,25,6,,,11,2,54,25,6,,,11,2,, ,EC-12,
15-16,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,06,57,26,3,,,16,1,57,26,3,,,16,1,, ,EC-12,
15-16,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,07,66,25,9,1,1,13,2,66,25,9,1,1,13,2,, ,EC-12,
15-16,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,08,52,15,5,,,11,2,52,15,5,,,11,2,, ,EC-12,
15-16,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,09,60,19,5,,,8,,60,19,5,,,8,,, ,EC-12,
15-16,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,10,57,19,3,,,10,2,57,19,3,,,10,2,, ,EC-12,
15-16,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,11,42,11,4,,,10,,42,11,4,,,10,,, ,EC-12,
15-16,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,12,53,11,5,,,8,1,53,11,5,,,8,1,, ,EC-12,
15-16,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,All Grades,703,293,56,1,1,137,26,721,306,56,1,1,155,26,, ,EC-12,
15-16,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,EC,,,,,,,,25,19,,,,25,,, ,EC-12,
15-16,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,KG,113,88,4,,,16,2,113,88,4,,,16,2,, ,EC-12,
15-16,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,01,107,85,6,,,24,1,107,85,6,,,24,1,, ,EC-12,
15-16,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,02,102,79,4,,,18,1,102,79,4,,,18,1,, ,EC-12,
15-16,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,03,118,86,2,,,12,1,118,86,2,,,12,1,, ,EC-12,
15-16,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,04,96,79,3,,,13,1,96,79,3,,,13,1,, ,EC-12,
15-16,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,05,96,76,3,,,21,1,96,76,3,,,21,1,, ,EC-12,
15-16,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,06,92,75,2,,,20,1,92,75,2,,,20,1,, ,EC-12,
15-16,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,07,80,67,2,,,14,1,80,67,2,,,14,1,, ,EC-12,
15-16,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,08,84,68,3,,,21,1,84,68,3,,,21,1,, ,EC-12,
15-16,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,09,91,73,5,,,28,3,91,73,5,,,28,3,, ,EC-12,
15-16,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,10,94,78,2,,,26,6,94,78,2,,,26,6,, ,EC-12,
15-16,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,11,76,60,6,,,14,4,76,60,6,,,14,4,, ,EC-12,
15-16,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,12,71,58,5,,,14,3,71,58,5,,,14,3,, ,EC-12,
15-16,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,All Grades,1220,972,47,,,241,26,1245,991,47,,,266,26,, ,EC-12,
15-16,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,EC,,,,,,,,23,3,5,,,23,,, ,EC-12,
15-16,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,KG,88,27,11,1,,11,,88,27,11,1,,11,,, ,EC-12,
15-16,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,01,77,23,13,,,6,,77,23,13,,,6,,, ,EC-12,
15-16,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,02,91,30,11,,,12,,91,30,11,,,12,,, ,EC-12,
15-16,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,03,84,29,9,,,12,,84,29,9,,,12,,, ,EC-12,
15-16,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,04,79,23,11,,,4,,79,23,11,,,4,,, ,EC-12,
15-16,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,05,81,20,13,,,15,,81,20,13,,,15,,, ,EC-12,
15-16,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,06,88,35,11,,,19,,88,35,11,,,19,,, ,EC-12,
15-16,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,07,68,17,14,,,15,,68,17,14,,,15,,, ,EC-12,
15-16,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,08,83,22,10,,,13,,83,22,10,,,13,,, ,EC-12,
15-16,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,09,77,26,13,,,13,,77,26,13,,,13,,, ,EC-12,
15-16,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,10,63,13,6,,,11,,63,13,6,,,11,,, ,EC-12,
15-16,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,11,69,21,6,,,12,,69,21,6,,,12,,, ,EC-12,
15-16,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,12,57,14,7,,,12,,57,14,7,,,12,,, ,EC-12,
15-16,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,All Grades,1005,300,135,1,,155,,1028,303,140,1,,178,,, ,EC-12,
15-16,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,EC,,,,,,,,7,3,3,,,7,,, ,EC-12,
15-16,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,KG,23,15,1,,,4,,23,15,1,,,4,,, ,EC-12,
15-16,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,01,21,12,6,,,4,1,21,12,6,,,4,1,, ,EC-12,
15-16,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,02,29,20,2,,,4,1,29,20,2,,,4,1,, ,EC-12,
15-16,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,03,27,19,2,,,8,,27,19,2,,,8,,, ,EC-12,
15-16,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,04,32,20,6,,,6,2,32,20,6,,,6,2,, ,EC-12,
15-16,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,05,29,19,1,,,11,2,29,19,1,,,11,2,, ,EC-12,
15-16,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,06,24,16,4,,,8,,24,16,4,,,8,,, ,EC-12,
15-16,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,07,12,5,2,,,3,,12,5,2,,,3,,, ,EC-12,
15-16,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,08,23,15,2,,,7,3,23,15,2,,,7,3,, ,EC-12,
15-16,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,09,22,15,,,,6,,22,15,,,,6,,, ,EC-12,
15-16,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,10,27,16,1,1,1,9,,27,16,1,1,1,9,,, ,EC-12,
15-16,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,11,24,10,2,,,5,,24,10,2,,,5,,, ,EC-12,
15-16,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,12,36,20,2,,,8,,36,20,2,,,8,,, ,EC-12,
15-16,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,All Grades,329,202,31,1,1,83,9,336,205,34,1,1,90,9,, ,EC-12,
15-16,12,Chippewa                                     ,0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT  ,000, ,06,06W,EC,,,,,,,,30,13,3,,,30,,, ,EC-12,
15-16,12,Chippewa                                     ,0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT  ,000, ,06,06W,KG,110,55,8,13,13,22,2,110,55,8,13,13,22,2,, ,EC-12,
