DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,grade,K12Enr,FreeK12,RedK12,LEPK12,SPEK12,EC12Enr,Free-EC12,Red-EC12,LEP-EC12,SPE-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
06-07,46,Martin                                       ,2536,01,GRANADA HUNTLEY-EAST CHAIN #2536   ,000, ,09,09 ,All Grades,278,69,55,,38,278,69,55,,38,  , ,  
06-07,58,Pine                                         ,2580,01,EAST CENTRAL SCHOOL DISTRICT       ,000, ,07,07E,EC,,,,,,8,,,,8,  , ,  
06-07,58,Pine                                         ,2580,01,EAST CENTRAL SCHOOL DISTRICT       ,000, ,07,07E,KG,60,29,5,,3,60,29,5,,3,  , ,  
06-07,58,Pine                                         ,2580,01,EAST CENTRAL SCHOOL DISTRICT       ,000, ,07,07E,01,70,27,11,,8,70,27,11,,8,  , ,  
06-07,58,Pine                                         ,2580,01,EAST CENTRAL SCHOOL DISTRICT       ,000, ,07,07E,02,50,25,6,,3,50,25,6,,3,  , ,  
06-07,58,Pine                                         ,2580,01,EAST CENTRAL SCHOOL DISTRICT       ,000, ,07,07E,03,55,19,6,,5,55,19,6,,5,  , ,  
06-07,58,Pine                                         ,2580,01,EAST CENTRAL SCHOOL DISTRICT       ,000, ,07,07E,04,57,23,8,,8,57,23,8,,8,  , ,  
06-07,58,Pine                                         ,2580,01,EAST CENTRAL SCHOOL DISTRICT       ,000, ,07,07E,05,58,24,5,,7,58,24,5,,7,  , ,  
06-07,58,Pine                                         ,2580,01,EAST CENTRAL SCHOOL DISTRICT       ,000, ,07,07E,06,59,24,2,,7,59,24,2,,7,  , ,  
06-07,58,Pine                                         ,2580,01,EAST CENTRAL SCHOOL DISTRICT       ,000, ,07,07E,07,72,31,6,,18,72,31,6,,18,  , ,  
06-07,58,Pine                                         ,2580,01,EAST CENTRAL SCHOOL DISTRICT       ,000, ,07,07E,08,70,25,8,,16,70,25,8,,16,  , ,  
06-07,58,Pine                                         ,2580,01,EAST CENTRAL SCHOOL DISTRICT       ,000, ,07,07E,09,77,28,5,,12,77,28,5,,12,  , ,  
06-07,58,Pine                                         ,2580,01,EAST CENTRAL SCHOOL DISTRICT       ,000, ,07,07E,10,63,26,10,,10,63,26,10,,10,  , ,  
06-07,58,Pine                                         ,2580,01,EAST CENTRAL SCHOOL DISTRICT       ,000, ,07,07E,11,76,30,8,,21,76,30,8,,21,  , ,  
06-07,58,Pine                                         ,2580,01,EAST CENTRAL SCHOOL DISTRICT       ,000, ,07,07E,12,77,24,3,,15,77,24,3,,15,  , ,  
06-07,58,Pine                                         ,2580,01,EAST CENTRAL SCHOOL DISTRICT       ,000, ,07,07E,All Grades,844,335,83,,133,852,335,83,,141,  , ,  
06-07,60,Polk                                         ,2609,01,WIN-E-MAC SCHOOL DISTRICT          ,000, ,01,01 ,KG,31,7,4,,,31,7,4,,,  , ,  
06-07,60,Polk                                         ,2609,01,WIN-E-MAC SCHOOL DISTRICT          ,000, ,01,01 ,01,37,11,5,,3,37,11,5,,3,  , ,  
06-07,60,Polk                                         ,2609,01,WIN-E-MAC SCHOOL DISTRICT          ,000, ,01,01 ,02,34,4,3,,3,34,4,3,,3,  , ,  
06-07,60,Polk                                         ,2609,01,WIN-E-MAC SCHOOL DISTRICT          ,000, ,01,01 ,03,37,5,10,,6,37,5,10,,6,  , ,  
06-07,60,Polk                                         ,2609,01,WIN-E-MAC SCHOOL DISTRICT          ,000, ,01,01 ,04,40,10,3,,6,40,10,3,,6,  , ,  
06-07,60,Polk                                         ,2609,01,WIN-E-MAC SCHOOL DISTRICT          ,000, ,01,01 ,05,44,11,3,,4,44,11,3,,4,  , ,  
06-07,60,Polk                                         ,2609,01,WIN-E-MAC SCHOOL DISTRICT          ,000, ,01,01 ,06,25,3,2,,4,25,3,2,,4,  , ,  
06-07,60,Polk                                         ,2609,01,WIN-E-MAC SCHOOL DISTRICT          ,000, ,01,01 ,07,44,10,6,,7,44,10,6,,7,  , ,  
06-07,60,Polk                                         ,2609,01,WIN-E-MAC SCHOOL DISTRICT          ,000, ,01,01 ,08,38,10,3,,6,38,10,3,,6,  , ,  
06-07,60,Polk                                         ,2609,01,WIN-E-MAC SCHOOL DISTRICT          ,000, ,01,01 ,09,37,14,2,1,5,37,14,2,1,5,  , ,  
06-07,60,Polk                                         ,2609,01,WIN-E-MAC SCHOOL DISTRICT          ,000, ,01,01 ,10,57,16,5,,4,57,16,5,,4,  , ,  
06-07,60,Polk                                         ,2609,01,WIN-E-MAC SCHOOL DISTRICT          ,000, ,01,01 ,11,43,8,8,,7,43,8,8,,7,  , ,  
06-07,60,Polk                                         ,2609,01,WIN-E-MAC SCHOOL DISTRICT          ,000, ,01,01 ,12,37,11,2,,8,37,11,2,,8,  , ,  
06-07,60,Polk                                         ,2609,01,WIN-E-MAC SCHOOL DISTRICT          ,000, ,01,01 ,All Grades,504,120,56,1,63,504,120,56,1,63,  , ,  
06-07,68,Roseau                                       ,2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,000, ,01,01 ,EC,,,,,,2,,,,2,  , ,  
06-07,68,Roseau                                       ,2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,000, ,01,01 ,KG,39,9,8,,4,39,9,8,,4,  , ,  
06-07,68,Roseau                                       ,2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,000, ,01,01 ,01,28,7,6,,4,28,7,6,,4,  , ,  
06-07,68,Roseau                                       ,2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,000, ,01,01 ,02,38,7,14,,6,38,7,14,,6,  , ,  
06-07,68,Roseau                                       ,2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,000, ,01,01 ,03,40,12,6,,6,40,12,6,,6,  , ,  
06-07,68,Roseau                                       ,2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,000, ,01,01 ,04,41,5,13,,8,41,5,13,,8,  , ,  
06-07,68,Roseau                                       ,2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,000, ,01,01 ,05,37,5,7,,3,37,5,7,,3,  , ,  
06-07,68,Roseau                                       ,2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,000, ,01,01 ,06,38,11,5,,7,38,11,5,,7,  , ,  
06-07,68,Roseau                                       ,2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,000, ,01,01 ,07,29,4,9,,1,29,4,9,,1,  , ,  
06-07,68,Roseau                                       ,2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,000, ,01,01 ,08,37,10,3,,6,37,10,3,,6,  , ,  
06-07,68,Roseau                                       ,2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,000, ,01,01 ,09,46,7,11,,8,46,7,11,,8,  , ,  
06-07,68,Roseau                                       ,2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,000, ,01,01 ,10,31,5,10,,3,31,5,10,,3,  , ,  
06-07,68,Roseau                                       ,2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,000, ,01,01 ,11,38,7,8,,7,38,7,8,,7,  , ,  
06-07,68,Roseau                                       ,2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,000, ,01,01 ,12,32,4,2,,6,32,4,2,,6,  , ,  
06-07,68,Roseau                                       ,2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,000, ,01,01 ,All Grades,474,93,102,,69,476,93,102,,71,  , ,  
06-07,86,Wright                                       ,2687,01,HOWARD LAKE-WAVERLY-WINSTED        ,000, ,07,07W,EC,,,,,,18,4,,,18,  , ,  
06-07,86,Wright                                       ,2687,01,HOWARD LAKE-WAVERLY-WINSTED        ,000, ,07,07W,KG,74,9,6,3,6,74,9,6,3,6,  , ,  
06-07,86,Wright                                       ,2687,01,HOWARD LAKE-WAVERLY-WINSTED        ,000, ,07,07W,01,72,13,8,3,9,72,13,8,3,9,  , ,  
06-07,86,Wright                                       ,2687,01,HOWARD LAKE-WAVERLY-WINSTED        ,000, ,07,07W,02,59,10,8,2,8,59,10,8,2,8,  , ,  
06-07,86,Wright                                       ,2687,01,HOWARD LAKE-WAVERLY-WINSTED        ,000, ,07,07W,03,59,13,11,2,10,59,13,11,2,10,  , ,  
06-07,86,Wright                                       ,2687,01,HOWARD LAKE-WAVERLY-WINSTED        ,000, ,07,07W,04,72,13,8,,9,72,13,8,,9,  , ,  
06-07,86,Wright                                       ,2687,01,HOWARD LAKE-WAVERLY-WINSTED        ,000, ,07,07W,05,61,13,9,2,10,61,13,9,2,10,  , ,  
06-07,86,Wright                                       ,2687,01,HOWARD LAKE-WAVERLY-WINSTED        ,000, ,07,07W,06,75,15,7,2,9,75,15,7,2,9,  , ,  
06-07,86,Wright                                       ,2687,01,HOWARD LAKE-WAVERLY-WINSTED        ,000, ,07,07W,07,81,10,9,1,7,81,10,9,1,7,  , ,  
06-07,86,Wright                                       ,2687,01,HOWARD LAKE-WAVERLY-WINSTED        ,000, ,07,07W,08,106,17,12,2,16,106,17,12,2,16,  , ,  
06-07,86,Wright                                       ,2687,01,HOWARD LAKE-WAVERLY-WINSTED        ,000, ,07,07W,09,74,6,11,,6,74,6,11,,6,  , ,  
06-07,86,Wright                                       ,2687,01,HOWARD LAKE-WAVERLY-WINSTED        ,000, ,07,07W,10,83,5,13,,10,83,5,13,,10,  , ,  
06-07,86,Wright                                       ,2687,01,HOWARD LAKE-WAVERLY-WINSTED        ,000, ,07,07W,11,96,9,6,2,7,96,9,6,2,7,  , ,  
06-07,86,Wright                                       ,2687,01,HOWARD LAKE-WAVERLY-WINSTED        ,000, ,07,07W,12,89,5,10,3,4,89,5,10,3,4,  , ,  
06-07,86,Wright                                       ,2687,01,HOWARD LAKE-WAVERLY-WINSTED        ,000, ,07,07W,All Grades,1001,138,118,22,111,1019,142,118,22,129,  , ,  
06-07,59,Pipestone                                    ,2689,01,PIPESTONE AREA SCHOOL DISTRICT     ,000, ,06,08 ,EC,,,,,,22,,,,22,  , ,  
06-07,59,Pipestone                                    ,2689,01,PIPESTONE AREA SCHOOL DISTRICT     ,000, ,06,08 ,KG,98,24,15,6,18,98,24,15,6,18,  , ,  
06-07,59,Pipestone                                    ,2689,01,PIPESTONE AREA SCHOOL DISTRICT     ,000, ,06,08 ,01,69,20,7,6,8,69,20,7,6,8,  , ,  
06-07,59,Pipestone                                    ,2689,01,PIPESTONE AREA SCHOOL DISTRICT     ,000, ,06,08 ,02,79,25,15,3,5,79,25,15,3,5,  , ,  
06-07,59,Pipestone                                    ,2689,01,PIPESTONE AREA SCHOOL DISTRICT     ,000, ,06,08 ,03,80,17,11,3,9,80,17,11,3,9,  , ,  
06-07,59,Pipestone                                    ,2689,01,PIPESTONE AREA SCHOOL DISTRICT     ,000, ,06,08 ,04,88,27,11,5,9,88,27,11,5,9,  , ,  
06-07,59,Pipestone                                    ,2689,01,PIPESTONE AREA SCHOOL DISTRICT     ,000, ,06,08 ,05,87,17,15,2,11,87,17,15,2,11,  , ,  
06-07,59,Pipestone                                    ,2689,01,PIPESTONE AREA SCHOOL DISTRICT     ,000, ,06,08 ,06,80,29,6,1,9,80,29,6,1,9,  , ,  
06-07,59,Pipestone                                    ,2689,01,PIPESTONE AREA SCHOOL DISTRICT     ,000, ,06,08 ,07,102,27,10,1,14,102,27,10,1,14,  , ,  
06-07,59,Pipestone                                    ,2689,01,PIPESTONE AREA SCHOOL DISTRICT     ,000, ,06,08 ,08,92,21,11,1,12,92,21,11,1,12,  , ,  
06-07,59,Pipestone                                    ,2689,01,PIPESTONE AREA SCHOOL DISTRICT     ,000, ,06,08 ,09,109,29,25,1,12,109,29,25,1,12,  , ,  
06-07,59,Pipestone                                    ,2689,01,PIPESTONE AREA SCHOOL DISTRICT     ,000, ,06,08 ,10,86,12,12,,10,86,12,12,,10,  , ,  
06-07,59,Pipestone                                    ,2689,01,PIPESTONE AREA SCHOOL DISTRICT     ,000, ,06,08 ,11,94,22,8,3,7,94,22,8,3,7,  , ,  
06-07,59,Pipestone                                    ,2689,01,PIPESTONE AREA SCHOOL DISTRICT     ,000, ,06,08 ,12,102,17,13,,10,102,17,13,,10,  , ,  
06-07,59,Pipestone                                    ,2689,01,PIPESTONE AREA SCHOOL DISTRICT     ,000, ,06,08 ,All Grades,1166,287,159,32,134,1188,287,159,32,156,  , ,  
06-07,69,St. Louis                                    ,2711,01,MESABI EAST SCHOOL DISTRICT        ,000, ,03,03 ,EC,,,,,,10,5,,,10,  , ,  
06-07,69,St. Louis                                    ,2711,01,MESABI EAST SCHOOL DISTRICT        ,000, ,03,03 ,KG,67,23,6,,11,67,23,6,,11,  , ,  
06-07,69,St. Louis                                    ,2711,01,MESABI EAST SCHOOL DISTRICT        ,000, ,03,03 ,01,71,29,11,,14,71,29,11,,14,  , ,  
06-07,69,St. Louis                                    ,2711,01,MESABI EAST SCHOOL DISTRICT        ,000, ,03,03 ,02,72,25,4,,9,72,25,4,,9,  , ,  
06-07,69,St. Louis                                    ,2711,01,MESABI EAST SCHOOL DISTRICT        ,000, ,03,03 ,03,68,19,11,,21,68,19,11,,21,  , ,  
06-07,69,St. Louis                                    ,2711,01,MESABI EAST SCHOOL DISTRICT        ,000, ,03,03 ,04,67,24,11,,13,67,24,11,,13,  , ,  
06-07,69,St. Louis                                    ,2711,01,MESABI EAST SCHOOL DISTRICT        ,000, ,03,03 ,05,63,19,10,,12,63,19,10,,12,  , ,  
06-07,69,St. Louis                                    ,2711,01,MESABI EAST SCHOOL DISTRICT        ,000, ,03,03 ,06,70,22,12,,15,70,22,12,,15,  , ,  
06-07,69,St. Louis                                    ,2711,01,MESABI EAST SCHOOL DISTRICT        ,000, ,03,03 ,07,72,9,6,,7,72,9,6,,7,  , ,  
06-07,69,St. Louis                                    ,2711,01,MESABI EAST SCHOOL DISTRICT        ,000, ,03,03 ,08,67,19,11,,15,67,19,11,,15,  , ,  
06-07,69,St. Louis                                    ,2711,01,MESABI EAST SCHOOL DISTRICT        ,000, ,03,03 ,09,76,16,6,,12,76,16,6,,12,  , ,  
06-07,69,St. Louis                                    ,2711,01,MESABI EAST SCHOOL DISTRICT        ,000, ,03,03 ,10,59,17,5,,13,59,17,5,,13,  , ,  
06-07,69,St. Louis                                    ,2711,01,MESABI EAST SCHOOL DISTRICT        ,000, ,03,03 ,11,67,12,4,,8,67,12,4,,8,  , ,  
06-07,69,St. Louis                                    ,2711,01,MESABI EAST SCHOOL DISTRICT        ,000, ,03,03 ,12,66,13,1,,11,66,13,1,,11,  , ,  
06-07,69,St. Louis                                    ,2711,01,MESABI EAST SCHOOL DISTRICT        ,000, ,03,03 ,All Grades,885,247,98,,161,895,252,98,,171,  , ,  
06-07,46,Martin                                       ,2752,01,FAIRMONT AREA SCHOOL DISTRICT      ,000, ,09,09 ,KG,121,49,7,5,17,121,49,7,5,17,  , ,  
06-07,46,Martin                                       ,2752,01,FAIRMONT AREA SCHOOL DISTRICT      ,000, ,09,09 ,01,144,69,17,13,19,144,69,17,13,19,  , ,  
06-07,46,Martin                                       ,2752,01,FAIRMONT AREA SCHOOL DISTRICT      ,000, ,09,09 ,02,118,45,14,11,23,118,45,14,11,23,  , ,  
06-07,46,Martin                                       ,2752,01,FAIRMONT AREA SCHOOL DISTRICT      ,000, ,09,09 ,03,137,49,18,9,22,137,49,18,9,22,  , ,  
06-07,46,Martin                                       ,2752,01,FAIRMONT AREA SCHOOL DISTRICT      ,000, ,09,09 ,04,114,37,16,10,12,114,37,16,10,12,  , ,  
06-07,46,Martin                                       ,2752,01,FAIRMONT AREA SCHOOL DISTRICT      ,000, ,09,09 ,05,118,39,15,10,23,118,39,15,10,23,  , ,  
06-07,46,Martin                                       ,2752,01,FAIRMONT AREA SCHOOL DISTRICT      ,000, ,09,09 ,06,122,34,18,7,15,122,34,18,7,15,  , ,  
06-07,46,Martin                                       ,2752,01,FAIRMONT AREA SCHOOL DISTRICT      ,000, ,09,09 ,07,157,30,16,6,16,157,30,16,6,16,  , ,  
06-07,46,Martin                                       ,2752,01,FAIRMONT AREA SCHOOL DISTRICT      ,000, ,09,09 ,08,156,36,19,6,17,156,36,19,6,17,  , ,  
06-07,46,Martin                                       ,2752,01,FAIRMONT AREA SCHOOL DISTRICT      ,000, ,09,09 ,09,154,34,18,4,21,154,34,18,4,21,  , ,  
06-07,46,Martin                                       ,2752,01,FAIRMONT AREA SCHOOL DISTRICT      ,000, ,09,09 ,10,144,26,13,,16,144,26,13,,16,  , ,  
06-07,46,Martin                                       ,2752,01,FAIRMONT AREA SCHOOL DISTRICT      ,000, ,09,09 ,11,128,20,7,1,21,128,20,7,1,21,  , ,  
06-07,46,Martin                                       ,2752,01,FAIRMONT AREA SCHOOL DISTRICT      ,000, ,09,09 ,12,154,21,14,,26,154,21,14,,26,  , ,  
06-07,46,Martin                                       ,2752,01,FAIRMONT AREA SCHOOL DISTRICT      ,000, ,09,09 ,All Grades,1767,489,192,82,248,1767,489,192,82,248,  , ,  
06-07,77,Todd                                         ,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,000, ,05,05 ,KG,84,41,8,26,9,84,41,8,26,9,  , ,  
06-07,77,Todd                                         ,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,000, ,05,05 ,01,85,42,8,19,15,85,42,8,19,15,  , ,  
06-07,77,Todd                                         ,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,000, ,05,05 ,02,84,41,13,18,8,84,41,13,18,8,  , ,  
06-07,77,Todd                                         ,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,000, ,05,05 ,03,68,31,15,13,6,68,31,15,13,6,  , ,  
06-07,77,Todd                                         ,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,000, ,05,05 ,04,97,44,6,22,13,97,44,6,22,13,  , ,  
06-07,77,Todd                                         ,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,000, ,05,05 ,05,88,34,8,13,7,88,34,8,13,7,  , ,  
06-07,77,Todd                                         ,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,000, ,05,05 ,06,88,45,6,17,12,88,45,6,17,12,  , ,  
06-07,77,Todd                                         ,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,000, ,05,05 ,07,97,36,13,15,16,97,36,13,15,16,  , ,  
06-07,77,Todd                                         ,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,000, ,05,05 ,08,103,40,15,17,11,103,40,15,17,11,  , ,  
06-07,77,Todd                                         ,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,000, ,05,05 ,09,110,47,13,16,8,110,47,13,16,8,  , ,  
06-07,77,Todd                                         ,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,000, ,05,05 ,10,107,36,12,9,12,107,36,12,9,12,  , ,  
06-07,77,Todd                                         ,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,000, ,05,05 ,11,123,41,11,13,20,123,41,11,13,20,  , ,  
06-07,77,Todd                                         ,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,000, ,05,05 ,12,108,27,15,2,10,108,27,15,2,10,  , ,  
06-07,77,Todd                                         ,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,000, ,05,05 ,All Grades,1242,505,143,200,147,1242,505,143,200,147,  , ,  
06-07,64,Redwood                                      ,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     ,000, ,06,08 ,EC,,,,,,22,,,,22,  , ,  
06-07,64,Redwood                                      ,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     ,000, ,06,08 ,KG,32,9,3,,5,32,9,3,,5,  , ,  
06-07,64,Redwood                                      ,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     ,000, ,06,08 ,01,34,10,3,,9,34,10,3,,9,  , ,  
06-07,64,Redwood                                      ,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     ,000, ,06,08 ,02,35,11,5,,7,35,11,5,,7,  , ,  
06-07,64,Redwood                                      ,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     ,000, ,06,08 ,03,31,11,2,1,5,31,11,2,1,5,  , ,  
06-07,64,Redwood                                      ,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     ,000, ,06,08 ,04,28,9,7,,10,28,9,7,,10,  , ,  
06-07,64,Redwood                                      ,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     ,000, ,06,08 ,05,28,11,8,,5,28,11,8,,5,  , ,  
06-07,64,Redwood                                      ,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     ,000, ,06,08 ,06,28,8,4,,8,28,8,4,,8,  , ,  
06-07,64,Redwood                                      ,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     ,000, ,06,08 ,07,27,6,7,,3,27,6,7,,3,  , ,  
06-07,64,Redwood                                      ,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     ,000, ,06,08 ,08,36,12,5,,7,36,12,5,,7,  , ,  
06-07,64,Redwood                                      ,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     ,000, ,06,08 ,09,35,10,3,,4,35,10,3,,4,  , ,  
06-07,64,Redwood                                      ,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     ,000, ,06,08 ,10,42,12,6,,5,42,12,6,,5,  , ,  
06-07,64,Redwood                                      ,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     ,000, ,06,08 ,11,34,6,2,,4,34,6,2,,4,  , ,  
06-07,64,Redwood                                      ,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     ,000, ,06,08 ,12,30,4,6,,5,30,4,6,,5,  , ,  
06-07,64,Redwood                                      ,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     ,000, ,06,08 ,All Grades,420,119,61,1,77,442,119,61,1,99,  , ,  
06-07,77,Todd                                         ,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,000, ,05,05 ,KG,23,7,5,,5,23,7,5,,5,  , ,  
06-07,77,Todd                                         ,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,000, ,05,05 ,01,22,9,3,,7,22,9,3,,7,  , ,  
06-07,77,Todd                                         ,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,000, ,05,05 ,02,23,8,4,,4,23,8,4,,4,  , ,  
06-07,77,Todd                                         ,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,000, ,05,05 ,03,19,8,3,,1,19,8,3,,1,  , ,  
06-07,77,Todd                                         ,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,000, ,05,05 ,04,30,10,5,,4,30,10,5,,4,  , ,  
06-07,77,Todd                                         ,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,000, ,05,05 ,05,22,9,5,,4,22,9,5,,4,  , ,  
06-07,77,Todd                                         ,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,000, ,05,05 ,06,13,5,4,,3,13,5,4,,3,  , ,  
06-07,77,Todd                                         ,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,000, ,05,05 ,07,37,12,5,,4,37,12,5,,4,  , ,  
06-07,77,Todd                                         ,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,000, ,05,05 ,08,26,10,4,,1,26,10,4,,1,  , ,  
06-07,77,Todd                                         ,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,000, ,05,05 ,09,30,15,5,,3,30,15,5,,3,  , ,  
06-07,77,Todd                                         ,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,000, ,05,05 ,10,28,8,2,,4,28,8,2,,4,  , ,  
06-07,77,Todd                                         ,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,000, ,05,05 ,11,22,11,1,,3,22,11,1,,3,  , ,  
06-07,77,Todd                                         ,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,000, ,05,05 ,12,29,10,4,,4,29,10,4,,4,  , ,  
06-07,77,Todd                                         ,2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,000, ,05,05 ,All Grades,324,122,50,,47,324,122,50,,47,  , ,  
06-07,79,Wabasha                                      ,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   ,000, ,10,10 ,EC,,,,,,6,2,,,6,  , ,  
06-07,79,Wabasha                                      ,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   ,000, ,10,10 ,KG,73,12,2,,5,73,12,2,,5,  , ,  
06-07,79,Wabasha                                      ,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   ,000, ,10,10 ,01,72,9,7,,11,72,9,7,,11,  , ,  
06-07,79,Wabasha                                      ,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   ,000, ,10,10 ,02,71,16,10,1,12,71,16,10,1,12,  , ,  
06-07,79,Wabasha                                      ,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   ,000, ,10,10 ,03,88,15,9,1,9,88,15,9,1,9,  , ,  
06-07,79,Wabasha                                      ,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   ,000, ,10,10 ,04,75,11,1,,8,75,11,1,,8,  , ,  
06-07,79,Wabasha                                      ,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   ,000, ,10,10 ,05,85,15,4,,7,85,15,4,,7,  , ,  
06-07,79,Wabasha                                      ,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   ,000, ,10,10 ,06,77,8,4,,12,77,8,4,,12,  , ,  
06-07,79,Wabasha                                      ,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   ,000, ,10,10 ,07,99,13,5,,7,99,13,5,,7,  , ,  
06-07,79,Wabasha                                      ,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   ,000, ,10,10 ,08,109,15,8,,11,109,15,8,,11,  , ,  
06-07,79,Wabasha                                      ,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   ,000, ,10,10 ,09,88,20,4,,7,88,20,4,,7,  , ,  
06-07,79,Wabasha                                      ,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   ,000, ,10,10 ,10,83,9,6,1,5,83,9,6,1,5,  , ,  
06-07,79,Wabasha                                      ,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   ,000, ,10,10 ,11,100,8,3,,10,100,8,3,,10,  , ,  
06-07,79,Wabasha                                      ,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   ,000, ,10,10 ,12,109,9,2,,16,109,9,2,,16,  , ,  
06-07,79,Wabasha                                      ,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   ,000, ,10,10 ,All Grades,1129,160,65,3,120,1135,162,65,3,126,  , ,  
06-07,81,Waseca                                       ,2835,01,JANESVILLE-WALDORF-PEMBERTON       ,000, ,09,09 ,EC,,,,,,17,3,2,,17,  , ,  
06-07,81,Waseca                                       ,2835,01,JANESVILLE-WALDORF-PEMBERTON       ,000, ,09,09 ,KG,36,6,3,,8,36,6,3,,8,  , ,  
06-07,81,Waseca                                       ,2835,01,JANESVILLE-WALDORF-PEMBERTON       ,000, ,09,09 ,01,52,9,8,,9,52,9,8,,9,  , ,  
06-07,81,Waseca                                       ,2835,01,JANESVILLE-WALDORF-PEMBERTON       ,000, ,09,09 ,02,47,8,11,,16,47,8,11,,16,  , ,  
06-07,81,Waseca                                       ,2835,01,JANESVILLE-WALDORF-PEMBERTON       ,000, ,09,09 ,03,41,6,3,,6,41,6,3,,6,  , ,  
