dat_yer,dst_num,dst_tye,dst_nam,dst_cou,sch_num,sch_nam,sch_cou,enr_k12,fre_k12,rpc_k12,lep_k12,spe_k12,enr_pk12,fre_pk12,rpc_pk12,lep_pk12,spe_pk12,eco_dev
04-05,0015,01,ST. FRANCIS,02,782,ST. FRANCIS EL.,02,704,96,50,27,66,704,96,50,27,66,11
04-05,0015,01,ST. FRANCIS,02,784,CEDAR CREEK COMMUNITY SCHOOL,02,1126,123,72,20,90,1126,123,72,20,90,11
04-05,0015,01,ST. FRANCIS,02,848,EAST BETHEL COMMUNITY SCHOOL,02,773,79,49,21,51,773,79,49,21,51,11
04-05,0015,01,ST. FRANCIS,02,850,CROSSROADS SCHOOL & VOC CENTER,02,81,65,2,5,61,81,65,2,5,61,11
04-05,0016,01,SPRING LAKE PARK,02,045,SPRING LAKE PARK SR.,02,1275,210,68,45,125,1275,210,68,45,125,11
04-05,0016,01,SPRING LAKE PARK,02,046,EARLY EDUCATION,02,0,0,0,0,0,32,3,0,0,32,11
04-05,0016,01,SPRING LAKE PARK,02,092,WESTWOOD MID.,02,958,217,68,51,122,958,217,68,51,122,11
04-05,0016,01,SPRING LAKE PARK,02,772,KENNETH HALL EL.,02,335,74,23,0,43,335,74,23,0,43,11
04-05,0016,01,SPRING LAKE PARK,02,773,WESTWOOD EL.,02,544,104,35,24,50,544,104,35,24,50,11
04-05,0016,01,SPRING LAKE PARK,02,774,WOODCREST EL.,02,564,149,29,45,65,564,149,29,45,65,11
04-05,0016,01,SPRING LAKE PARK,02,775,PARK TERRACE EL.,02,413,90,30,41,43,413,90,30,41,43,11
04-05,0016,01,SPRING LAKE PARK,02,777,SPRING LAKE PARK ALTERNATIVE,02,176,31,11,0,37,176,31,11,0,37,11
04-05,0016,01,SPRING LAKE PARK,02,779,LEARNING ALTERNATIVE MID.,02,23,7,3,0,3,23,7,3,0,3,11
04-05,0016,01,SPRING LAKE PARK,02,780,DISTANCE LEARNING INDEP STUDY,02,25,0,0,0,1,25,0,0,0,1,11
04-05,0016,01,SPRING LAKE PARK,02,781,ADULT DIPLOMA,02,13,0,0,0,0,13,0,0,0,0,11
04-05,0022,01,DETROIT LAKES,03,003,DETROIT LAKES SR.,03,866,166,65,2,107,866,166,65,2,107,04
04-05,0022,01,DETROIT LAKES,03,004,DETROIT LAKES MID.,03,623,157,75,0,107,623,157,75,0,107,04
04-05,0022,01,DETROIT LAKES,03,006,DETROIT LAKES ALTERN. PROGRAM,03,10,1,0,0,0,10,1,0,0,0,04
04-05,0022,01,DETROIT LAKES,03,010,ROSSMAN EL.,03,509,128,51,2,86,511,129,51,2,88,04
04-05,0022,01,DETROIT LAKES,03,020,CALLAWAY EL.,03,89,44,10,0,14,89,44,10,0,14,04
04-05,0022,01,DETROIT LAKES,03,042,DETROIT LAKES ALC,03,61,25,7,0,8,61,25,7,0,8,04
04-05,0022,01,DETROIT LAKES,03,060,ROOSEVELT EL.,03,489,133,63,0,94,536,145,71,0,141,04
04-05,0023,01,FRAZEE-VERGAS,03,010,FRAZEE EL.,03,546,174,87,8,97,568,184,89,8,119,04
04-05,0023,01,FRAZEE-VERGAS,03,020,FRAZEE SEC.,03,567,118,93,1,81,567,118,93,1,81,04
04-05,0025,01,PINE POINT,03,070,PINE POINT EL.,03,69,64,3,0,14,69,64,3,0,14,04
04-05,0031,01,BEMIDJI,04,015,BEMIDJI MID.,04,959,329,85,4,148,959,329,85,4,148,02
04-05,0031,01,BEMIDJI,04,016,NORTHERN EL.,04,471,109,54,0,68,494,120,55,0,91,02
04-05,0031,01,BEMIDJI,04,020,BEMIDJI SR.,04,1435,356,100,4,202,1435,356,100,4,202,02
04-05,0031,01,BEMIDJI,04,022,BEMIDJI SR. LUMBERJACK ALC,04,81,54,10,1,5,81,54,10,1,5,02
04-05,0031,01,BEMIDJI,04,040,J.W. SMITH EL.,04,323,173,34,2,53,338,183,36,2,68,02
04-05,0031,01,BEMIDJI,04,050,CENTRAL EL.,04,179,101,16,0,32,191,111,16,0,44,02
04-05,0031,01,BEMIDJI,04,060,LINCOLN EL.,04,487,197,39,1,54,503,203,39,1,70,02
04-05,0031,01,BEMIDJI,04,070,BEMIDJI BYLAW,04,18,10,0,0,18,18,10,0,0,18,02
04-05,0031,01,BEMIDJI,04,080,SOLWAY EL.,04,165,72,29,0,30,173,74,30,0,38,02
04-05,0031,01,BEMIDJI,04,100,HORACE MAY EL.,04,406,110,49,3,47,414,114,49,3,55,02
04-05,0031,01,BEMIDJI,04,109,BEMIDJI VIRTUAL ACADEMY,27,71,8,2,0,1,71,8,2,0,1,02
04-05,0031,01,BEMIDJI,04,120,RIVERSIDE SPECIAL,04,29,29,0,0,15,29,29,0,0,15,02
04-05,0031,01,BEMIDJI,04,160,NORTHWEST SPECIAL,04,69,69,0,0,35,69,69,0,0,35,02
04-05,0031,01,BEMIDJI,04,170,BEMIDJI AEC,04,82,26,1,0,13,82,26,1,0,13,02
04-05,0031,01,BEMIDJI,04,171,BEMIDJI MID. ALP,04,64,51,4,0,4,64,51,4,0,4,02
04-05,0032,01,BLACKDUCK,04,010,BLACKDUCK EL.,04,338,127,53,3,64,344,131,54,3,70,02
04-05,0032,01,BLACKDUCK,04,020,BLACKDUCK SEC.,04,423,144,63,1,67,423,144,63,1,67,02
04-05,0036,01,KELLIHER,04,010,KELLIHER EL.,04,101,72,14,0,14,103,74,14,0,16,02
04-05,0036,01,KELLIHER,04,020,KELLIHER SEC.,04,167,103,21,0,29,167,103,21,0,29,02
04-05,0038,01,RED LAKE,04,010,RED LAKE EL.,04,452,383,34,313,55,452,383,34,313,55,02
04-05,0038,01,RED LAKE,04,011,RED LAKE EARLY CHILDHOOD CNTR,04,128,103,12,49,14,144,114,12,49,30,02
04-05,0038,01,RED LAKE,04,020,PONEMAH EL.,04,171,152,13,87,38,174,155,13,87,41,02
04-05,0038,01,RED LAKE,04,030,RED LAKE SR.,04,329,260,34,0,73,329,260,34,0,73,02
04-05,0038,01,RED LAKE,04,035,RED LAKE ALTERNATIVE LEARNING,04,80,0,1,0,3,80,0,1,0,3,02
04-05,0038,01,RED LAKE,04,040,RED LAKE MID.,04,258,211,17,75,42,258,211,17,75,42,02
04-05,0038,01,RED LAKE,04,050,RED LAKE TARGETED SERVICES,04,34,32,1,3,2,34,32,1,3,2,02
04-05,0038,01,RED LAKE,04,060,RED LAKE SCHOOL WITHIN SCHOOL,04,24,18,0,0,2,24,18,0,0,2,02
04-05,0038,01,RED LAKE,04,070,REDBY GROUP HOME,04,5,1,0,0,3,5,1,0,0,3,02
04-05,0047,01,SAUK RAPIDS,05,001,SAUK RAPIDS-RICE SENIOR HIGH,05,1213,148,96,1,147,1213,148,96,1,147,07W
04-05,0047,01,SAUK RAPIDS,05,003,HILLSIDE EL.,05,648,116,69,4,82,648,116,69,4,82,07W
04-05,0047,01,SAUK RAPIDS,05,006,RICE EL.,05,307,41,37,0,46,317,43,37,0,56,07W
04-05,0047,01,SAUK RAPIDS,05,007,PLEASANT VIEW EL.,05,603,110,57,10,68,641,119,58,10,106,07W
04-05,0047,01,SAUK RAPIDS,05,009,SAUK RAPIDS-RICE MIDDLE SCHOOL,05,835,123,89,3,118,835,123,89,3,118,07W
04-05,0051,01,FOLEY,05,010,FOLEY EL.,05,458,68,37,3,65,471,71,37,3,78,07W
04-05,0051,01,FOLEY,05,020,FOLEY SR.,05,585,68,63,1,70,585,68,63,1,70,07W
04-05,0051,01,FOLEY,05,030,FOLEY INTERMEDIATE EL.,05,621,85,91,1,91,621,85,91,1,91,07W
04-05,0062,01,ORTONVILLE,06,010,KNOLL EL.,06,209,68,40,3,29,218,74,43,3,38,06W
04-05,0062,01,ORTONVILLE,06,020,ORTONVILLE SEC.,06,348,60,51,0,43,348,60,51,0,43,06W
04-05,0075,01,ST. CLAIR,07,010,ST. CLAIR EL.,07,334,29,57,0,59,341,30,59,0,66,09
04-05,0075,01,ST. CLAIR,07,020,ST. CLAIR SEC.,07,325,18,31,0,28,325,18,31,0,28,09
04-05,0077,01,MANKATO,07,010,KENNEDY EL.,07,438,184,42,36,78,438,184,42,36,78,09
04-05,0077,01,MANKATO,07,020,HOOVER EL.,52,446,75,30,21,53,446,75,30,21,53,09
04-05,0077,01,MANKATO,07,030,JEFFERSON EL.,07,221,31,15,0,32,221,31,15,0,32,09
04-05,0077,01,MANKATO,07,040,MONROE EL.,52,438,53,44,0,49,438,53,44,0,49,09
04-05,0077,01,MANKATO,07,050,ROOSEVELT EL.,07,325,67,41,10,55,325,67,41,10,55,09
04-05,0077,01,MANKATO,07,060,BRIDGES COMMUNITY EL.,07,88,12,7,0,11,88,12,7,0,11,09
04-05,0077,01,MANKATO,07,080,WASHINGTON EL.,07,358,131,26,33,72,358,131,26,33,72,09
04-05,0077,01,MANKATO,07,090,FRANKLIN EL.,07,585,176,70,36,88,585,176,70,36,88,09
04-05,0077,01,MANKATO,07,130,MANKATO WEST SR.,07,1171,129,60,18,129,1171,129,60,18,129,09
04-05,0077,01,MANKATO,07,150,EAGLE LAKE EL.,07,284,43,27,0,38,284,43,27,0,38,09
04-05,0077,01,MANKATO,07,160,MANKATO EAST SR.,07,1006,228,116,43,103,1006,228,116,43,103,09
04-05,0077,01,MANKATO,07,170,SPECIAL EDUCATION,52,15,8,1,0,15,177,16,3,0,177,09
04-05,0077,01,MANKATO,07,190,DAKOTA MEADOWS JR.,52,582,66,34,3,74,582,66,34,3,74,09
04-05,0077,01,MANKATO,07,200,MANKATO EAST JR.,07,479,126,52,33,74,479,126,52,33,74,09
04-05,0077,01,MANKATO,07,210,GARFIELD EL.,52,263,39,26,3,29,263,39,26,3,29,09
04-05,0077,01,MANKATO,07,220,CENTRAL HIGH SCHOOL ALC,07,73,27,12,2,18,73,27,12,2,18,09
04-05,0077,01,MANKATO,07,230,LIFE LINES ADULT CONN.,07,50,10,7,4,0,50,10,7,4,0,09
04-05,0077,01,MANKATO,07,250,CENTRAL MID. SCHOOL ALP,07,26,18,3,2,2,26,18,3,2,2,09
04-05,0081,01,COMFREY,08,010,COMFREY EL.,08,74,23,14,0,9,74,23,14,0,9,09
04-05,0081,01,COMFREY,08,020,COMFREY SEC.,08,83,15,13,0,14,83,15,13,0,14,09
04-05,0084,01,SLEEPY EYE,08,010,SLEEPY EYE EL.,08,335,131,34,111,38,342,132,34,111,45,09
04-05,0084,01,SLEEPY EYE,08,020,SLEEPY EYE SEC.,08,314,90,24,64,24,314,90,24,64,24,09
04-05,0085,01,SPRINGFIELD,08,001,SPRINGFIELD SEC.,08,340,27,43,0,23,340,27,43,0,23,09
04-05,0085,01,SPRINGFIELD,08,002,SPRINGFIELD EL.,08,317,53,44,4,26,323,53,44,4,32,09
04-05,0088,01,NEW ULM,08,020,JEFFERSON EL.,08,557,99,36,10,64,595,105,38,10,102,09
04-05,0088,01,NEW ULM,08,030,WASHINGTON EL.,08,449,57,34,2,71,449,57,34,2,71,09
04-05,0088,01,NEW ULM,08,040,NEW ULM JR.,08,359,44,23,0,44,359,44,23,0,44,09
04-05,0088,01,NEW ULM,08,050,NEW ULM SR.,08,872,83,44,2,93,872,83,44,2,93,09
04-05,0088,01,NEW ULM,08,070,MN RIVER VALLEY JUVENILE DETENTION,08,6,0,0,0,3,6,0,0,0,3,09
04-05,0091,01,BARNUM,09,001,BARNUM EL.,09,334,75,39,0,38,337,75,39,0,41,03
04-05,0091,01,BARNUM,09,002,BARNUM SEC.,09,313,73,35,0,48,313,73,35,0,48,03
04-05,0093,01,CARLTON,09,001,CARLTON SEC.,09,343,62,32,0,40,343,62,32,0,40,03
04-05,0093,01,CARLTON,09,002,SOUTH TERRACE EL.,09,291,72,29,0,38,296,72,29,0,43,03
04-05,0094,01,CLOQUET,09,101,CHURCHILL EL.,09,495,100,44,0,47,495,100,44,0,47,03
04-05,0094,01,CLOQUET,09,103,CLOQUET AREA ALT. ED. PROGRAMS,09,67,25,9,0,19,67,25,9,0,19,03
04-05,0094,01,CLOQUET,09,105,WASHINGTON EL.,09,484,123,41,0,56,484,123,41,0,56,03
04-05,0094,01,CLOQUET,09,106,EARLY CHILDHOOD,09,0,0,0,0,0,40,10,0,0,40,03
04-05,0094,01,CLOQUET,09,107,SHARED TIME,09,4,0,0,0,3,4,0,0,0,3,03
04-05,0094,01,CLOQUET,09,201,CLOQUET MID.,09,531,125,57,0,63,531,125,57,0,63,03
04-05,0094,01,CLOQUET,09,202,CLOQUET SR.,09,708,115,64,0,60,708,115,64,0,60,03
04-05,0095,01,CROMWELL-WRIGHT,09,010,CROMWELL-WRIGHT EL.,09,165,43,26,0,18,167,43,26,0,20,03
04-05,0095,01,CROMWELL-WRIGHT,09,020,CROMWELL-WRIGHT SEC.,09,151,38,15,0,18,151,38,15,0,18,03
04-05,0097,01,MOOSE LAKE,09,010,MOOSE LAKE SEC.,09,368,61,50,0,57,368,61,50,0,57,03
04-05,0097,01,MOOSE LAKE,09,020,MOOSE LAKE EL.,09,401,93,40,0,51,401,93,40,0,51,03
04-05,0097,01,MOOSE LAKE,09,150,MOOSE LAKE FAMILY CENTER,09,0,0,0,0,0,10,2,0,0,10,03
04-05,0099,01,ESKO,09,001,LINCOLN SEC.,09,555,21,14,0,60,555,21,14,0,60,03
04-05,0099,01,ESKO,09,030,WINTERQUIST EL.,09,582,50,24,1,58,592,51,24,1,68,03
04-05,0100,01,WRENSHALL,09,001,WRENSHALL EL.,09,157,37,17,0,16,157,37,17,0,16,03
04-05,0100,01,WRENSHALL,09,002,WRENSHALL SEC.,09,217,29,24,0,24,217,29,24,0,24,03
04-05,0108,01,NORWOOD,10,020,CENTRAL SR.,10,357,22,9,5,50,357,22,9,5,50,11
04-05,0108,01,NORWOOD,10,030,CENTRAL MID.,10,232,32,10,5,24,232,32,10,5,24,11
04-05,0108,01,NORWOOD,10,040,CENTRAL EL.,10,391,77,28,23,41,412,79,28,23,62,11
04-05,0110,01,WACONIA,10,110,SOUTHVIEW EL.,10,518,21,11,2,57,539,21,11,2,78,11
04-05,0110,01,WACONIA,10,120,BAYVIEW EL.,10,453,11,18,2,48,470,11,18,2,65,11
04-05,0110,01,WACONIA,10,220,CLEARWATER MID.,10,783,47,27,9,95,783,47,27,9,95,11
04-05,0110,01,WACONIA,10,310,WACONIA SR.,10,795,35,27,8,87,795,35,27,8,87,11
04-05,0111,01,WATERTOWN-MAYER,10,840,WATERTOWN-MAYER EL.,10,490,57,32,8,55,522,59,32,8,87,11
04-05,0111,01,WATERTOWN-MAYER,10,841,WATERTOWN-MAYER MID.,10,479,56,38,11,54,479,56,38,11,54,11
04-05,0111,01,WATERTOWN-MAYER,10,842,WATERTOWN MAYER HIGH SCHOOL,10,526,44,30,7,43,526,44,30,7,43,11
04-05,0112,01,CHASKA,10,060,CHASKA HIGH SCHOOL,10,1753,108,60,60,140,1753,108,60,60,140,11
04-05,0112,01,CHASKA,10,061,CHASKA MIDDLE SCHOOL EAST,10,953,87,47,29,108,953,87,47,29,108,11
04-05,0112,01,CHASKA,10,062,CHASKA MIDDLE SCHOOL WEST,10,894,94,35,55,109,894,94,35,55,109,11
04-05,0112,01,CHASKA,10,063,PIONEER RIDGE FRESHMEN CENTER,10,652,60,22,42,58,652,60,22,42,58,11
04-05,0112,01,CHASKA,10,505,CHASKA ELEMENTARY,10,513,80,29,27,51,513,80,29,27,51,11
04-05,0112,01,CHASKA,10,506,CHANHASSEN ELEMENTARY,10,564,70,12,65,50,564,70,12,65,50,11
04-05,0112,01,CHASKA,10,507,EAST UNION ELEMENTARY,10,207,12,7,2,30,207,12,7,2,30,11
04-05,0112,01,CHASKA,10,508,UNIQUE LEARNERS,10,0,0,0,0,0,92,9,0,0,92,11
04-05,0112,01,CHASKA,10,509,EARLY CHILDHOOD CENTER,10,640,39,6,63,37,640,39,6,63,37,11
04-05,0112,01,CHASKA,10,510,BLUFF CREEK ELEMENTARY,10,626,69,28,81,58,626,69,28,81,58,11
04-05,0112,01,CHASKA,10,511,CLOVER RIDGE ELEMENTARY,10,691,64,25,47,71,691,64,25,47,71,11
04-05,0112,01,CHASKA,10,513,JONATHAN ELEMENTARY,10,620,49,19,25,46,620,49,19,25,46,11
04-05,0113,01,WALKER-HACKENSACK-AKELEY,11,010,W.H.A. EL.,11,374,150,42,0,58,383,155,43,0,67,05
04-05,0113,01,WALKER-HACKENSACK-AKELEY,11,015,W.H.A. MID.,11,256,81,32,0,49,256,81,32,0,49,05
04-05,0113,01,WALKER-HACKENSACK-AKELEY,11,020,WALKER-HACKENSACK-AKELEY SEC.,11,308,67,24,0,48,308,67,24,0,48,05
04-05,0113,01,WALKER-HACKENSACK-AKELEY,11,025,W H A ALTERNATIVE PROGRAM,11,18,10,2,0,1,18,10,2,0,1,05
04-05,0113,01,WALKER-HACKENSACK-AKELEY,11,030,W H A MIDLEVEL ALTERNATIVE PRG.,11,8,2,0,0,1,8,2,0,0,1,05
04-05,0115,01,CASS LAKE-BENA SCHOOLS,11,010,CASS LAKE-BENA EL.,11,398,277,38,0,67,410,285,39,0,79,05
04-05,0115,01,CASS LAKE-BENA SCHOOLS,11,020,CASS LAKE-BENA MIDDLE SCHOOL,11,354,227,31,0,79,354,227,31,0,79,05
04-05,0115,01,CASS LAKE-BENA SCHOOLS,11,030,CASS LAKE-BENA SEC.,11,218,99,28,0,40,218,99,28,0,40,05
04-05,0115,01,CASS LAKE-BENA SCHOOLS,11,031,CASS LAKE-BENA ALC,11,107,71,2,0,22,107,71,2,0,22,05
04-05,0116,01,PILLAGER,11,010,PILLAGER EL.,11,344,111,65,0,65,352,113,66,0,73,05
04-05,0116,01,PILLAGER,11,020,PILLAGER SEC.,11,390,119,62,0,73,390,119,62,0,73,05
04-05,0118,01,NORTHLAND COMMUNITY SCHOOLS,11,010,REMER EL.,11,155,68,24,0,32,160,70,26,0,37,05
04-05,0118,01,NORTHLAND COMMUNITY SCHOOLS,11,020,NORTHLAND SEC.,11,277,102,44,0,72,277,102,44,0,72,05
04-05,0118,01,NORTHLAND COMMUNITY SCHOOLS,11,030,LONGVILLE EL.,11,72,33,11,0,19,72,33,11,0,19,05
04-05,0129,01,MONTEVIDEO,12,010,RAMSEY EL.,12,307,84,42,21,38,307,84,42,21,38,06W
04-05,0129,01,MONTEVIDEO,12,020,SANFORD EL.,12,217,62,39,5,30,231,63,39,5,44,06W
04-05,0129,01,MONTEVIDEO,12,030,MONTEVIDEO MID.,12,462,119,60,13,80,462,119,60,13,80,06W
04-05,0129,01,MONTEVIDEO,12,040,MONTEVIDEO SR.,12,484,79,48,10,50,484,79,48,10,50,06W
04-05,0138,01,NORTH BRANCH,13,010,NORTH BRANCH PRIMARY EL.,13,767,106,62,20,59,767,106,62,20,59,07E
04-05,0138,01,NORTH BRANCH,13,020,NORTH BRANCH MID.,13,1165,165,88,28,123,1165,165,88,28,123,07E
04-05,0138,01,NORTH BRANCH,13,030,NORTH BRANCH SR.,13,1140,130,54,26,166,1140,130,54,26,166,07E
04-05,0138,01,NORTH BRANCH,13,040,NORTH BRANCH MAIN ST. EL.,13,719,92,57,11,73,771,105,59,11,125,07E
04-05,0138,01,NORTH BRANCH,13,050,NORTH BRANCH LAB SCHOOL ALC,13,61,22,11,0,7,61,22,11,0,7,07E
04-05,0138,01,NORTH BRANCH,13,070,DISTANCE LEARNING PROGRAM,13,17,5,0,0,0,17,5,0,0,0,07E
04-05,0138,01,NORTH BRANCH,13,080,EBD PROGRAM,13,10,3,1,0,10,10,3,1,0,10,07E
04-05,0139,01,RUSH CITY,13,010,C.E. JACOBSON EL.,13,479,98,25,0,41,487,98,25,0,49,07E
04-05,0139,01,RUSH CITY,13,020,RUSH CITY SEC.,13,476,73,28,0,26,476,73,28,0,26,07E
04-05,0139,01,RUSH CITY,13,030,TRIO PROGRAM,13,5,1,0,0,0,5,1,0,0,0,07E
04-05,0146,01,BARNESVILLE,14,010,BARNESVILLE EL.,14,408,44,68,0,40,408,44,68,0,40,04
04-05,0146,01,BARNESVILLE,14,040,BARNESVILLE SEC.,14,359,38,35,0,47,359,38,35,0,47,04
04-05,0150,01,HAWLEY,14,010,HAWLEY EL.,14,414,59,26,0,48,414,59,26,0,48,04
04-05,0150,01,HAWLEY,14,011,SPRING PRAIRIE EL.,14,36,0,0,0,1,36,0,0,0,1,04
04-05,0150,01,HAWLEY,14,020,HAWLEY SEC.,14,444,46,25,0,56,444,46,25,0,56,04
04-05,0152,01,MOORHEAD,14,006,PROBSTFIELD CENTER FOR ED.,14,0,0,0,0,0,99,22,0,0,99,04
04-05,0152,01,MOORHEAD,14,187,R. ASP EL.,14,701,201,44,86,101,701,201,44,86,101,04
04-05,0152,01,MOORHEAD,14,188,ELLEN HOPKINS EL.,14,750,155,40,53,96,750,155,40,53,96,04
04-05,0152,01,MOORHEAD,14,189,S.G.REINERTSEN EL.,14,746,123,39,37,102,746,123,39,37,102,04
04-05,0152,01,MOORHEAD,14,380,HORIZON MIDDLE SCHOOL,14,1245,277,77,102,214,1245,277,77,102,214,04
04-05,0152,01,MOORHEAD,14,382,MOORHEAD HIGH SCHOOL,14,1733,248,70,95,257,1733,248,70,95,257,04
04-05,0152,01,MOORHEAD,14,960,W. CENTRAL JUVENILE CENTER,14,19,6,0,0,7,19,6,0,0,7,04
04-05,0152,01,MOORHEAD,14,970,CLAY COUNTY SHELTER CARE,14,10,2,0,0,2,10,2,0,0,2,04
04-05,0152,01,MOORHEAD,14,980,RRALC,14,76,49,5,17,24,76,49,5,17,24,04
04-05,0152,01,MOORHEAD,14,990,CLAY COUNTY OUTREACH CENTER,14,13,8,0,0,11,13,8,0,0,11,04
04-05,0160,70,MINNESOTA STATE ACADEMIES,66,001,ACADEMY FOR THE BLIND,66,41,31,1,0,41,41,31,1,0,41,10
04-05,0160,70,MINNESOTA STATE ACADEMIES,66,002,ACADEMY FOR THE DEAF,66,139,102,6,0,139,148,107,6,0,148,10
04-05,0162,01,BAGLEY,15,010,BAGLEY EL.,15,547,254,64,7,75,557,257,64,7,85,02
04-05,0162,01,BAGLEY,15,020,BAGLEY SEC.,15,506,192,56,0,77,506,192,56,0,77,02
04-05,0166,01,COOK COUNTY,16,040,COOK COUNTY MID.,16,166,34,20,2,18,166,34,20,2,18,03
04-05,0166,01,COOK COUNTY,16,050,COOK COUNTY SR.,16,225,34,17,0,34,225,34,17,0,34,03
04-05,0166,01,COOK COUNTY,16,060,SAWTOOTH MOUNTAIN EL.,16,220,28,33,3,19,225,30,33,3,24,03
04-05,0166,01,COOK COUNTY,16,070,BIRCH GROVE EL.,16,23,5,0,0,3,23,5,0,0,3,03
04-05,0166,01,COOK COUNTY,16,080,GRAND PORTAGE EL.,16,21,8,3,0,0,21,8,3,0,0,03
04-05,0166,01,COOK COUNTY,16,090,COOK COUNTY ALTERNATIVE,16,1,0,0,0,0,1,0,0,0,0,03
04-05,0173,01,MOUNTAIN LAKE,17,010,MOUNTAIN LAKE EL.,17,279,111,30,31,48,294,119,31,31,63,08
04-05,0173,01,MOUNTAIN LAKE,17,020,MOUNTAIN LAKE SEC.,17,218,60,14,34,33,218,60,14,34,33,08
04-05,0177,01,WINDOM,17,030,WINFAIR EL.,17,312,59,31,25,50,331,59,31,25,69,08
04-05,0177,01,WINDOM,17,050,WINDOM SR.,17,345,62,21,6,63,345,62,21,6,63,08
04-05,0177,01,WINDOM,17,060,WINDOM MDL.,17,299,72,22,17,73,299,72,22,17,73,08
04-05,0181,01,BRAINERD,18,002,WASHINGTON MID.,18,799,180,103,0,98,799,180,103,0,98,05
04-05,0181,01,BRAINERD,18,003,EARLY CHILDHOOD SPECIAL ED,18,0,0,0,0,0,59,13,8,0,59,05
04-05,0181,01,BRAINERD,18,004,BAXTER EL.,18,585,73,54,0,59,585,73,54,0,59,05
04-05,0181,01,BRAINERD,18,006,FRANKLIN JR.,18,855,183,101,0,101,855,183,101,0,101,05
04-05,0181,01,BRAINERD,18,007,MISSISSIPPI HORIZONS MID.,18,560,122,61,0,96,560,122,61,0,96,05
04-05,0181,01,BRAINERD,18,008,GARFIELD EL.,18,390,123,65,0,68,391,123,65,0,69,05
04-05,0181,01,BRAINERD,18,009,HARRISON EL.,18,294,132,51,0,47,294,132,51,0,47,05
04-05,0181,01,BRAINERD,18,010,LINCOLN EL.,18,280,116,53,0,42,280,116,53,0,42,05
04-05,0181,01,BRAINERD,18,011,LOWELL EL.,18,369,108,58,0,34,369,108,58,0,34,05
04-05,0181,01,BRAINERD,18,012,RIVERSIDE EL.,18,592,125,72,0,85,611,136,73,0,104,05
04-05,0181,01,BRAINERD,18,013,WHITTIER EL.,18,163,56,17,0,18,179,63,21,0,34,05
04-05,0181,01,BRAINERD,18,014,BRAINERD SR.,18,1618,268,118,0,177,1618,268,118,0,177,05
04-05,0181,01,BRAINERD,18,015,NISSWA EL.,18,239,37,15,0,42,255,40,15,0,58,05
04-05,0181,01,BRAINERD,18,016,CENTRAL MN REGIONAL DETENTION CNTR,18,13,2,0,0,9,13,2,0,0,9,05
04-05,0181,01,BRAINERD,18,017,MN LEARNING CENTER,18,93,67,6,0,82,93,67,6,0,82,05
04-05,0181,01,BRAINERD,18,018,ISD 181 LEARNING CENTER,18,225,43,8,0,48,225,43,8,0,48,05
04-05,0182,01,CROSBY-IRONTON,18,001,CROSBY-IRONTON SEC.,18,635,164,53,0,93,635,164,53,0,93,05
04-05,0182,01,CROSBY-IRONTON,18,006,CUYUNA RANGE EL.,18,658,210,83,2,99,681,220,83,2,122,05
04-05,0182,01,CROSBY-IRONTON,18,300,RANGE AREA ALTERNATIVE,18,57,16,4,0,5,57,16,4,0,5,05
04-05,0186,01,PEQUOT LAKES,18,010,EAGLE VIEW ELEMENTARY,18,596,125,68,0,49,607,126,68,0,60,05
04-05,0186,01,PEQUOT LAKES,18,015,PEQUOT LAKES MID.,18,380,99,49,0,61,380,99,49,0,61,05
04-05,0186,01,PEQUOT LAKES,18,020,PEQUOT LAKES SR.,18,459,79,46,0,57,459,79,46,0,57,05
04-05,0191,01,BURNSVILLE,19,014,BURNSVILLE SR.,19,2416,283,96,138,274,2416,283,96,138,274,11
04-05,0191,01,BURNSVILLE,19,015,METCALF JR.,19,782,98,36,57,93,782,98,36,57,93,11
04-05,0191,01,BURNSVILLE,19,066,EAGLE RIDGE JR.,70,895,100,50,56,97,895,100,50,56,97,11
04-05,0191,01,BURNSVILLE,19,085,NICOLLET JR.,19,843,163,59,66,91,843,163,59,66,91,11
04-05,0191,01,BURNSVILLE,19,414,BES TRANSITION PROGRAM,19,13,2,0,0,12,13,2,0,0,12,11
04-05,0191,01,BURNSVILLE,19,481,CEDAR SCHOOL,19,0,0,0,0,0,174,11,3,0,174,11
04-05,0191,01,BURNSVILLE,19,482,GIDEON POND EL.,19,471,100,33,65,45,471,100,33,65,45,11
04-05,0191,01,BURNSVILLE,19,483,EDWARD NEILL EL.,19,535,135,55,80,66,535,135,55,80,66,11
04-05,0191,01,BURNSVILLE,19,484,M.W. SAVAGE EL.,70,611,108,39,52,60,611,108,39,52,60,11
04-05,0191,01,BURNSVILLE,19,485,SIOUX TRAIL EL.,19,446,67,25,45,48,446,67,25,45,48,11
04-05,0191,01,BURNSVILLE,19,486,VISTA VIEW EL.,19,567,150,35,114,53,567,150,35,114,53,11
04-05,0191,01,BURNSVILLE,19,487,WILLIAM BYRNE EL.,19,490,82,25,61,35,490,82,25,61,35,11
04-05,0191,01,BURNSVILLE,19,488,RAHN EL.,19,485,93,30,63,71,485,93,30,63,71,11
04-05,0191,01,BURNSVILLE,19,489,SKY OAKS EL.,19,595,132,56,59,83,595,132,56,59,83,11
04-05,0191,01,BURNSVILLE,19,490,HIDDEN VALLEY EL.,19,688,115,43,134,66,688,115,43,134,66,11
