DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,TotalMale,TotalFemale,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
10-11,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,3,EC        ,0,0,0,0,0,0,0,0,22,7,22,7,0,29,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,3,KG        ,0,0,0,1,0,1,1,0,53,39,54,41,3,95,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,3,01        ,0,0,0,2,1,0,0,0,56,48,57,50,3,107,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,3,02        ,1,0,0,0,0,0,1,0,50,53,52,53,2,105,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,3,03        ,1,0,0,1,1,0,0,0,33,36,35,37,3,72,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,3,04        ,0,0,0,0,1,1,1,2,44,44,46,47,5,93,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,3,05        ,0,0,1,0,0,0,0,2,39,45,40,47,3,87,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,3,06        ,0,2,0,0,0,1,1,3,51,43,52,49,7,101,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,3,07        ,0,0,0,0,0,0,1,0,60,57,61,57,1,118,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,3,08        ,0,0,0,0,1,0,0,1,42,42,43,43,2,86,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,3,09        ,1,2,0,0,0,1,1,1,43,57,45,61,6,106,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,3,10        ,2,0,0,1,1,0,1,0,46,50,50,51,5,101,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,3,11        ,1,2,1,0,3,1,0,0,49,57,54,60,8,114,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,3,12        ,1,1,0,1,0,1,2,1,46,50,49,54,7,103,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,3,All Grades,7,7,2,6,8,6,9,10,634,628,660,657,55,1317,District,EC-12,  , ,  
10-11,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,EC        ,15,10,19,11,162,87,201,99,210,107,607,314,604,921,District,EC-12,  , ,  
10-11,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,KG        ,65,66,107,119,324,315,532,507,621,612,1649,1619,2035,3268,District,EC-12,  , ,  
10-11,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,01        ,70,83,98,117,336,308,568,483,531,511,1603,1502,2063,3105,District,EC-12,  , ,  
10-11,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,02        ,68,84,102,95,288,294,462,429,510,498,1430,1400,1822,2830,District,EC-12,  , ,  
10-11,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,03        ,59,78,72,102,302,279,477,461,428,437,1338,1357,1830,2695,District,EC-12,  , ,  
10-11,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,04        ,85,72,86,99,274,257,498,483,423,400,1366,1311,1854,2677,District,EC-12,  , ,  
10-11,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,05        ,58,80,97,99,245,233,480,422,407,381,1287,1215,1714,2502,District,EC-12,  , ,  
10-11,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,06        ,57,61,81,100,227,224,450,408,364,333,1179,1126,1608,2305,District,EC-12,  , ,  
10-11,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,07        ,55,64,88,102,197,174,397,423,347,323,1084,1086,1500,2170,District,EC-12,  , ,  
10-11,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,08        ,60,46,102,87,194,169,412,427,317,311,1085,1040,1497,2125,District,EC-12,  , ,  
10-11,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,09        ,45,55,106,105,167,157,445,426,371,335,1134,1078,1506,2212,District,EC-12,  , ,  
10-11,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,10        ,41,44,105,113,182,144,478,464,334,348,1140,1113,1571,2253,District,EC-12,  , ,  
10-11,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,11        ,36,45,125,144,196,148,450,416,365,337,1172,1090,1560,2262,District,EC-12,  , ,  
10-11,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,12        ,62,85,152,155,192,181,658,695,445,386,1509,1502,2180,3011,District,EC-12,  , ,  
10-11,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,All Grades,776,873,1340,1448,3286,2970,6508,6143,5673,5319,17583,16753,23344,34336,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,3,EC        ,0,0,0,0,0,1,0,0,9,3,9,4,1,13,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,3,KG        ,0,0,0,0,1,0,1,0,14,11,16,11,2,27,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,3,01        ,0,0,0,0,0,0,0,1,9,14,9,15,1,24,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,3,02        ,0,0,0,0,0,0,0,0,7,7,7,7,0,14,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,3,03        ,0,0,0,0,1,0,0,0,8,8,9,8,1,17,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,3,04        ,0,2,0,0,0,0,0,0,8,8,8,10,2,18,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,3,05        ,0,0,0,0,0,0,0,0,12,7,12,7,0,19,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,3,06        ,1,0,0,0,0,0,0,0,13,9,14,9,1,23,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,3,07        ,0,0,0,0,0,0,0,0,7,11,7,11,0,18,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,3,08        ,0,0,0,0,0,0,0,0,15,18,15,18,0,33,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,3,09        ,1,0,0,0,0,0,0,1,11,6,12,7,2,19,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,3,10        ,0,0,0,0,0,0,0,0,12,9,12,9,0,21,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,3,11        ,0,0,0,0,0,0,0,0,11,8,11,8,0,19,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,3,12        ,1,0,0,0,0,1,0,0,17,18,18,19,2,37,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,3,All Grades,3,2,0,0,2,2,1,2,153,137,159,143,12,302,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,3,EC        ,1,0,0,0,0,0,0,0,6,2,7,2,1,9,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,3,KG        ,4,1,0,1,0,0,0,0,7,11,11,13,6,24,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,3,01        ,2,3,0,0,0,0,0,0,9,15,11,18,5,29,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,3,02        ,4,0,0,0,0,1,0,0,15,11,19,12,5,31,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,3,03        ,5,2,0,0,0,1,0,0,13,12,18,15,8,33,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,3,04        ,2,1,0,0,0,1,0,0,6,9,8,11,4,19,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,3,05        ,4,3,0,0,0,0,0,0,13,6,17,9,7,26,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,3,06        ,3,2,0,0,1,0,0,0,14,11,18,13,6,31,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,3,07        ,2,0,0,0,0,0,0,0,10,9,12,9,2,21,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,3,08        ,2,3,0,0,0,0,0,0,12,13,14,16,5,30,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,3,09        ,0,0,0,0,0,0,0,0,9,10,9,10,0,19,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,3,10        ,4,0,0,0,0,0,1,0,17,12,22,12,5,34,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,3,11        ,2,2,0,0,0,0,0,0,17,13,19,15,4,34,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,3,12        ,1,1,0,0,0,0,0,0,17,19,18,20,2,38,District,EC-12,  , ,  
10-11,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,3,All Grades,36,18,0,1,1,3,1,0,165,153,203,175,60,378,District,EC-12,  , ,  
10-11,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,EC        ,0,0,1,0,10,2,3,3,40,12,54,17,19,71,District,EC-12,  , ,  
10-11,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,KG        ,3,1,3,3,29,30,15,9,88,83,138,126,93,264,District,EC-12,  , ,  
10-11,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,01        ,1,2,5,1,41,33,16,15,75,78,138,129,114,267,District,EC-12,  , ,  
10-11,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,02        ,3,1,6,6,30,24,16,19,76,77,131,127,105,258,District,EC-12,  , ,  
10-11,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,03        ,0,2,2,3,33,25,15,8,85,79,135,117,88,252,District,EC-12,  , ,  
10-11,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,04        ,0,2,3,3,43,20,9,11,81,68,136,104,91,240,District,EC-12,  , ,  
10-11,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,05        ,2,1,1,1,26,22,13,9,90,73,132,106,75,238,District,EC-12,  , ,  
10-11,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,06        ,3,1,3,1,34,28,9,15,67,65,116,110,94,226,District,EC-12,  , ,  
10-11,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,07        ,2,2,2,6,22,12,11,9,92,74,129,103,66,232,District,EC-12,  , ,  
10-11,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,08        ,0,1,3,2,27,18,10,7,80,78,120,106,68,226,District,EC-12,  , ,  
10-11,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,09        ,0,2,5,3,17,24,14,6,73,93,109,128,71,237,District,EC-12,  , ,  
10-11,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,10        ,1,1,2,1,15,15,3,10,74,80,95,107,48,202,District,EC-12,  , ,  
10-11,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,11        ,3,1,2,4,21,17,4,9,109,101,139,132,61,271,District,EC-12,  , ,  
10-11,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,12        ,2,0,3,3,18,18,9,5,105,78,137,104,58,241,District,EC-12,  , ,  
10-11,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,All Grades,20,17,41,37,366,288,147,135,1135,1039,1709,1516,1051,3225,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,EC        ,2,2,26,13,34,6,68,33,396,192,526,246,184,772,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,KG        ,11,16,83,96,73,60,117,139,934,1035,1218,1346,595,2564,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,01        ,16,14,110,107,65,68,151,143,1070,980,1412,1312,674,2724,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,02        ,15,22,84,102,55,72,154,128,1049,1018,1357,1342,632,2699,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,03        ,17,20,95,93,57,54,117,144,1071,997,1357,1308,597,2665,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,04        ,21,21,104,95,65,54,141,120,1144,1057,1475,1347,621,2822,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,05        ,28,16,81,95,65,52,148,148,1027,1090,1349,1401,633,2750,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,06        ,19,19,82,72,51,50,137,139,1217,1085,1506,1365,569,2871,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,07        ,26,26,90,78,54,54,152,166,1170,1111,1492,1435,646,2927,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,08        ,28,21,101,87,49,59,150,143,1198,1136,1526,1446,638,2972,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,09        ,25,22,106,99,65,57,148,152,1331,1202,1675,1532,674,3207,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,10        ,21,28,75,105,67,53,166,112,1347,1203,1676,1501,627,3177,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,11        ,20,13,123,77,50,43,153,155,1312,1284,1658,1572,634,3230,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,12        ,24,26,129,106,58,58,179,157,1561,1428,1951,1775,737,3726,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,All Grades,273,266,1289,1225,808,740,1981,1879,15827,14818,20178,18928,8461,39106,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,EC        ,1,0,2,1,4,4,3,1,41,33,51,39,16,90,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,KG        ,3,1,14,11,9,11,9,6,167,155,202,184,64,386,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,01        ,5,3,16,17,8,11,8,3,199,204,236,238,71,474,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,02        ,2,3,6,15,8,8,6,4,199,204,221,234,52,455,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,03        ,4,2,12,12,4,10,14,11,210,176,244,211,69,455,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,04        ,3,3,12,13,8,19,4,6,216,184,243,225,68,468,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,05        ,3,2,15,18,8,8,5,8,206,182,237,218,67,455,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,06        ,2,2,10,14,8,8,9,8,233,237,262,269,61,531,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,07        ,2,3,9,8,5,9,6,7,242,223,264,250,49,514,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,08        ,2,3,14,15,2,4,10,8,224,260,252,290,58,542,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,09        ,5,0,13,11,11,12,11,8,227,228,267,259,71,526,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,10        ,3,2,15,15,6,7,6,4,255,241,285,269,58,554,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,11        ,4,2,14,9,5,4,3,5,271,260,297,280,46,577,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,12        ,6,9,18,13,3,4,6,7,261,267,294,300,66,594,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,All Grades,45,35,170,172,89,119,100,86,2951,2854,3355,3266,816,6621,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,EC        ,0,0,0,1,11,6,13,4,22,8,46,19,35,65,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,KG        ,3,4,9,8,39,25,33,47,40,44,124,128,168,252,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,01        ,5,1,8,4,52,37,39,38,44,35,148,115,184,263,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,02        ,2,4,9,8,31,29,41,31,28,28,111,100,155,211,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,03        ,4,3,4,6,28,28,26,37,41,32,103,106,136,209,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,04        ,2,1,6,10,35,30,32,39,40,35,115,115,155,230,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,05        ,1,2,3,6,30,24,28,47,30,23,92,102,141,194,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,06        ,3,3,4,8,34,22,35,32,41,34,117,99,141,216,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,07        ,2,2,7,9,21,22,25,34,30,44,85,111,122,196,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,08        ,2,6,2,8,25,29,38,34,23,26,90,103,144,193,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,09        ,6,2,6,5,27,24,44,37,30,37,113,105,151,218,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,10        ,7,3,3,2,26,22,48,46,45,34,129,107,157,236,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,11        ,2,6,6,5,27,33,30,41,44,42,109,127,150,236,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,12        ,5,5,9,3,32,19,50,41,55,53,151,121,164,272,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,All Grades,44,42,76,83,418,350,482,508,513,475,1533,1458,2003,2991,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,EC        ,2,1,1,0,7,2,4,3,13,9,27,15,20,42,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,KG        ,0,2,11,10,13,6,20,37,79,69,123,124,99,247,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,01        ,1,2,10,7,18,16,21,31,67,67,117,123,106,240,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,02        ,3,2,4,5,12,10,23,22,61,61,103,100,81,203,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,03        ,3,0,9,6,15,10,19,29,65,60,111,105,91,216,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,04        ,5,2,8,9,10,12,18,20,60,52,101,95,84,196,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,05        ,1,2,7,3,9,8,23,17,51,51,91,81,70,172,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,06        ,0,0,15,7,13,7,28,22,76,51,132,87,92,219,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,07        ,1,2,6,4,5,8,22,20,62,73,96,107,68,203,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,08        ,1,4,6,8,7,9,36,27,58,53,108,101,98,209,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,09        ,0,5,11,14,9,9,37,31,66,67,123,126,116,249,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,10        ,4,4,8,8,10,10,36,32,69,43,127,97,112,224,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,11        ,4,4,11,14,9,6,34,25,69,75,127,124,107,251,District,EC-12,  , ,  
