districtNumber,districtType,districtName,year,averageScore,percentPassed
1435,34,NONPUBLIC SCHOOL,2011,NA,NA
1480,34,NONPUBLIC SCHOOL,2011,NA,NA
0014,31,NONPUBLIC SCHOOL,2010,65.1,100
0084,31,NONPUBLIC SCHOOL,2010,62.6,90.9
0283,31,NONPUBLIC SCHOOL,2010,NaN,NaN
0861,31,NONPUBLIC SCHOOL,2010,59.8,90.2
1094,34,NONPUBLIC SCHOOL,2010,43.7,26.7
1115,34,NONPUBLIC SCHOOL,2010,47.3,55
1435,34,NONPUBLIC SCHOOL,2010,NaN,NaN
1480,34,NONPUBLIC SCHOOL,2010,NaN,NaN
0014,31,NONPUBLIC SCHOOL,2009,60.1,94.1
0084,31,NONPUBLIC SCHOOL,2009,59.8,91.9
0283,31,NONPUBLIC SCHOOL,2009,NaN,NaN
0861,31,NONPUBLIC SCHOOL,2009,59.5,93
1094,34,NONPUBLIC SCHOOL,2009,46,25
1115,34,NONPUBLIC SCHOOL,2009,46.8,33.3
1435,34,NONPUBLIC SCHOOL,2009,NaN,NaN
1480,34,NONPUBLIC SCHOOL,2009,NaN,NaN
0014,31,NONPUBLIC SCHOOL,2008,62,100
0084,31,NONPUBLIC SCHOOL,2008,60.3,88.4
0283,31,NONPUBLIC SCHOOL,2008,NaN,NaN
0861,31,NONPUBLIC SCHOOL,2008,63,100
1094,34,NONPUBLIC SCHOOL,2008,46.3,33.3
1115,34,NONPUBLIC SCHOOL,2008,40.7,14.3
1435,34,NONPUBLIC SCHOOL,2008,NaN,NaN
1480,34,NONPUBLIC SCHOOL,2008,NaN,NaN
