districtNumber,districtType,districtName,year,averageScore,percentPassed
0966,51,Wright Technical Center,2011,38.3,12.9
0991,83,Regn 6 And 8-Sw/Wc Srv Cooperative,2011,36.8,21.1
0993,52,Mn River Valley Special Ed. Coop.,2011,35.5,18.2
1000,70,Perpich Center For Arts Education,2011,54.8,67.2
2071,01,Lake Crystal-Wellcome Memorial,2011,52.8,58.8
2125,01,Triton School District,2011,52.9,59.1
2134,01,United South Central School Dist.,2011,56.4,72.3
2135,01,Maple River School District,2011,51.1,51.4
2137,01,Kingsland Public School District,2011,50.7,55.8
2142,01,St. Louis County School District,2011,45.4,33.1
2143,01,Waterville-Elysian-Morristown,2011,55.6,76.2
2144,01,Chisago Lakes School District,2011,57.9,73.3
2149,01,Minnewaska School District,2011,50.9,55.4
2154,01,Eveleth-Gilbert School District,2011,49.7,43.9
2155,01,Wadena-Deer Creek School District,2011,47.4,42.3
2159,01,Buffalo Lk-Hector-Stewart Public Sc,2011,57.1,76.6
2164,01,Dilworth-Glyndon-Felton,2011,54.7,67.4
2165,01,Hinckley-Finlayson School District,2011,49.7,47
2167,01,Lakeview School District,2011,54.3,66.7
2168,01,Nrheg School District,2011,53.4,68.2
2169,01,Murray County Central School Dist.,2011,54.9,69.8
2170,01,Staples-Motley School District,2011,46.9,42.7
2171,01,Kittson Central School District,2011,60.8,82.6
2172,01,Kenyon-Wanamingo School District,2011,52.8,60
2174,01,Pine River-Backus School District,2011,48,40.3
2176,01,Warren-Alvarado-Oslo School Dist.,2011,50.8,45.5
2180,01,M.a.c.c.r.a.y. School District,2011,51.4,58.9
2184,01,Luverne Public School District,2011,55.8,68.2
2190,01,Yellow Medicine East,2011,50.9,59.2
2198,01,Fillmore Central,2011,44.5,26.8
2215,01,Norman County East School District,2011,54.2,70
2310,01,Sibley East School District,2011,56.4,75
2311,01,Clearbrook-Gonvick School District,2011,47,34.6
2342,01,West Central Area,2011,51.8,56.9
2358,01,Tri-County School District,2011,55.3,75
2364,01,Belgrade-Brooten-Elrosa School Dist,2011,52.7,56.4
2365,01,G.f.w.,2011,51.2,54.4
2396,01,A.c.g.c.,2011,53.2,66.7
2397,01,Le Sueur-Henderson School District,2011,49,50.5
2448,01,Martin County West School District,2011,45.3,29.6
2527,01,Norman County West School District,2011,56.8,78.9
2534,01,Bird Island-Olivia-Lake Lillian,2011,50.3,56.5
2536,01,Granada Huntley-East Chain,2011,49.2,50
2580,01,East Central School District,2011,48.8,50.9
2609,01,Win-E-Mac School District,2011,54.5,63.2
2683,01,Greenbush-Middle River School Dist.,2011,57.1,78.6
2687,01,Howard Lake-Waverly-Winsted,2011,52.4,60.9
2689,01,Pipestone Area School District,2011,52,69.7
2711,01,Mesabi East School District,2011,48.5,50
2752,01,Fairmont Area School District,2011,55.7,72.5
2753,01,Long Prairie-Grey Eagle School Dist,2011,53,66.3
2754,01,Cedar Mountain School District,2011,45.8,29.2
2759,01,Eagle Valley Public School District,2011,41.6,19.4
2805,01,Zumbrota-Mazeppa School District,2011,56.6,71.1
2835,01,Janesville-Waldorf-Pemberton,2011,50.1,46.9
2853,01,Lac Qui Parle Valley School Dist.,2011,51.1,56.7
2854,01,Ada-Borup Public School District,2011,55.3,70.2
2856,01,Stephen-Argyle Central Schools,2011,53,55.2
2859,01,Glencoe-Silver Lake School District,2011,48,37.6
2860,01,Blue Earth Area Public School,2011,52.8,59.1
2884,01,Red Rock Central School District,2011,59.6,78.6
2886,01,Glenville-Emmons School District,2011,45.3,33.3
2888,01,Clinton-Graceville-Beardsley,2011,47.4,44.8
2889,01,Lake Park Audubon School District,2011,54.3,65.2
2890,01,Renville County West School Dist.,2011,48,45.2
2895,01,Jackson County Central School Dist.,2011,52.8,56.9
2897,01,Redwood Area School District,2011,44.7,37.2
2898,01,Westbrook-Walnut Grove Schools,2011,53.4,62.5
2899,01,Plainview-Elgin-Millville,2011,50.7,55
2902,01,Rtr Public Schools,2011,53.1,60
2903,01,Ortonville Public Schools,2011,53.4,57.8
2904,01,Tracy Area Public School District,2011,50.1,48.3
2905,01,Tri-City United School District,2011,NA,NA
4000,07,City Academy,2011,NA,NA
4003,07,"New Heights School, Inc.",2011,41,19
4005,07,Metro Deaf School,2011,NA,NA
4007,07,Minnesota New Country School,2011,42.7,22.2
4008,07,Pact Charter School,2011,50.2,63.3
4015,07,Community Of Peace Academy,2011,48.5,36
4017,07,Minnesota Transitions Charter Sch,2011,41.2,26.9
4025,07,Cyber Village Academy,2011,NA,NA
4026,07,E.c.h.o. Charter School,2011,52.2,57.9
4027,07,Higher Ground Academy,2011,56.2,100
4031,07,Jennings Community Learning Center,2011,27.9,0
4036,07,Face To Face Academy,2011,52.5,81.3
4039,07,High School For Recording Arts,2011,30.2,6.3
4043,07,Math And Science Academy,2011,60.2,96.2
4049,07,Northwest Passage High School,2011,40.3,23.5
4053,07,North Lakes Academy,2011,48,45.5
4056,07,Rochester Off-Campus Charter High,2011,43.1,23.5
4057,07,El Colegio Charter School,2011,30.4,0
4064,07,Riverway Learning Community Chtr,2011,NA,NA
4066,07,Riverbend Academy,2011,42.3,33.3
4074,07,Afsa High School,2011,48.7,53.2
4075,07,Avalon School,2011,53.8,63.6
4080,07,Pillager Area Charter School,2011,NA,NA
4081,07,Discovery Public School Faribault,2011,43.5,18.2
4082,07,Bluesky Charter School,2011,38.1,15.2
4085,07,Harbor City International Charter,2011,49.9,55.3
4087,07,Sage Academy Charter School,2011,37.1,20
4091,07,Arcadia Charter School,2011,51.5,60
4092,07,Watershed High School,2011,41.8,16.7
4093,07,New Century Charter School,2011,42.8,20.8
4095,07,Trio Wolf Creek Distance Learning,2011,41.8,29
4098,07,Nova Classical Academy,2011,NA,NA
4102,07,Minnesota Internship Center,2011,26.7,0
4103,07,Hmong College Prep Academy,2011,40,19.5
4104,07,Paladin Academy,2011,33.9,0
4105,07,Great River School,2011,53.9,67.4
4106,07,Treknorth High School,2011,49.7,45.5
4107,07,Voyageurs Expeditionary,2011,37.6,0
4109,07,Sobriety High,2011,46.1,41.7
4110,07,Main Street School Performing Arts,2011,52.2,62.7
4111,07,Augsburg Fairview Academy,2011,36.3,20
4112,07,St Paul Conservatory Performing Art,2011,52.6,59.2
4119,07,Academic Arts High School,2011,34.3,6.7
4120,07,St. Croix Preparatory Academy,2011,57.6,73.9
4121,07,Ubah Medical Academy Charter School,2011,45.5,42
4122,07,Eagle Ridge Academy Charter School,2011,58,84.4
4126,07,Prairie Seeds Academy,2011,39.5,19.2
4131,07,Metro Schools Charter,2011,45.8,50
4132,07,Twin Cities Academy High School,2011,54.8,65.4
4146,07,Northern Lights Community School,2011,38,0
4150,07,Minnesota Online High School,2011,40.2,14.3
4151,07,Edvisions Off Campus School,2011,39.5,17.6
4160,07,Spectrum High School,2011,51.4,58.5
4163,07,Learning For Leadership Charter,2011,NA,NA
4166,07,East Range Academy Of Tech-Science,2011,39.8,27.3
4173,07,Metro Tech Academy,2011,38.7,11.1
4177,07,Minisinaakwaang Leadership Academy,2011,NA,NA
4178,07,Lincoln International School,2011,34,21.7
4183,07,Lionsgate Academy,2011,43.4,27.3
4190,07,Rivers Edge Academy,2011,39.5,16.7
4200,07,Step Academy Charter School,2011,NA,NA
4204,07,Rochester Stem Academy,2011,NA,NA
6004,61,Freshwater Ed. Dist.,2011,36.3,12.5
6012,61,Zumbro Education District,2011,37,15.8
6013,61,Hiawatha Valley Ed. District,2011,38.4,13
6014,61,Runestone Area Ed. District,2011,39.3,25
6018,61,Mn River Valley Education District,2011,35.5,12
6026,61,West Central Education District,2011,38.8,12.5
6027,61,Mn Valley Education District,2011,NA,NA
6049,61,River Bend Education District,2011,37.1,15
6051,61,Goodhue County Education  Dist.,2011,NA,NA
6065,62,Metropolitan Learning Alliance,2011,38.3,20
6069,62,West Metro Education Program,2011,42.1,36
6074,50,Central Minnesota Jt. Powers Dist.,2011,NA,NA
6076,50,Northland Learning Center,2011,NA,NA
6079,52,Rum River Special Education Coop,2011,NA,NA
6383,61,Benton-Stearns Ed. District,2011,NA,NA
6979,61,Mid State Education District,2011,NA,NA
0001,01,Aitkin Public School District,2010,52.8,65.6
0001,03,Minneapolis Public School Dist.,2010,44.5,39.9
0002,01,Hill City Public School District,2010,51,50
0004,01,Mcgregor Public School District,2010,45.6,40
0006,03,South St. Paul Public School Dist.,2010,49.5,55.3
0011,01,Anoka-Hennepin Public School Dist.,2010,50.6,55.3
0012,01,Centennial Public School District,2010,58.4,81.7
0013,01,Columbia Heights Public School Dist,2010,45.8,38.2
0014,01,Fridley Public School District,2010,48.3,51
0015,01,St. Francis Public School District,2010,51.5,60.4
0016,01,Spring Lake Park Public Schools,2010,48.8,51.2
0022,01,Detroit Lakes Public School Dist.,2010,52.4,60.3
0023,01,Frazee-Vergas Public School Dist.,2010,49.2,55.4
0031,01,Bemidji Public School District,2010,49.6,54.9
0032,01,Blackduck Public School District,2010,52.8,66
0036,01,Kelliher Public School District,2010,52,62.5
0038,01,Red Lake Public School District,2010,30.8,2.3
0047,01,Sauk Rapids-Rice Public Schools,2010,49.9,53.8
0051,01,Foley Public School District,2010,47.8,55
0075,01,St. Clair Public School District,2010,52.6,60
0077,01,Mankato Public School District,2010,51.4,61.7
0081,01,Comfrey Public School District,2010,NA,NA
0084,01,Sleepy Eye Public School District,2010,48.3,46.5
0085,01,Springfield Public School District,2010,54.2,71
0088,01,New Ulm Public School District,2010,51.6,65.3
0091,01,Barnum Public School District,2010,43.3,29.3
0093,01,Carlton Public School District,2010,46.3,37.3
0094,01,Cloquet Public School District,2010,49,52.3
0095,01,Cromwell-Wright Public Schools,2010,50.4,50
0097,01,Moose Lake Public School District,2010,52.2,56.9
0099,01,Esko Public School District,2010,55,73.9
0100,01,Wrenshall Public School District,2010,47,42.9
0108,01,Central Public School District,2010,53.6,74.2
0110,01,Waconia Public School District,2010,54.1,67.2
0111,01,Watertown-Mayer Public School Dist.,2010,55.1,74.2
0112,01,Eastern Carver County Public School,2010,55.9,74.2
0113,01,Walker-Hackensack-Akeley Schl. Dist,2010,44.5,30.4
0115,01,Cass Lake-Bena Public Schools,2010,39.8,22
0116,01,Pillager Public School District,2010,50,56.7
0118,01,Northland Community Schools,2010,49.4,58.7
0129,01,Montevideo Public School District,2010,49.9,51
0138,01,North Branch Public Schools,2010,52.1,58.9
0139,01,Rush City Public School District,2010,49.8,59.4
0146,01,Barnesville Public School Dist.,2010,52.9,64.5
0150,01,Hawley Public School District,2010,55.3,75
0152,01,Moorhead Public School District,2010,51.6,58.4
0160,70,Minnesota State Academies,2010,NA,NA
0162,01,Bagley Public School District,2010,46.7,43.4
0166,01,Cook County Public Schools,2010,50.1,54.2
0173,01,Mountain Lake Public Schools,2010,51,61.9
0177,01,Windom Public School District,2010,53.4,66.7
0181,01,Brainerd Public School District,2010,53.1,67
0182,01,Crosby-Ironton Public School Dist.,2010,45.1,33.3
0186,01,Pequot Lakes Public Schools,2010,52.5,72.2
0191,01,Burnsville Public School District,2010,50.9,58.3
0192,01,Farmington Public School District,2010,48.3,48.7
0194,01,Lakeville Public School District,2010,55.7,74.7
0195,01,Randolph Public School District,2010,49.7,51
0196,01,Rosemount-Apple Valley-Eagan,2010,54.4,69.5
0197,01,West St. Paul-Mendota Hts.-Eagan,2010,50,56.9
0199,01,Inver Grove Heights Schools,2010,51.8,60.4
0200,01,Hastings Public School District,2010,51.6,61
0203,01,Hayfield Public School District,2010,46.7,41.3
0204,01,Kasson-Mantorville School District,2010,55.7,76.5
0206,01,Alexandria Public School District,2010,54.6,73.5
0207,01,Brandon Public School District,2010,58.4,75
0213,01,Osakis Public School District,2010,55.1,75.9
0227,01,Chatfield Public Schools,2010,49.1,49.3
0229,01,Lanesboro Public School District,2010,50.3,59.4
0238,01,Mabel-Canton Public School Dist.,2010,50.6,53.3
0239,01,Rushford-Peterson Public Schools,2010,50.6,60.6
0241,01,Albert Lea Public School District,2010,48.9,48.2
0242,01,Alden-Conger Public School District,2010,47.5,43.5
0252,01,Cannon Falls Public School District,2010,52.4,63
0253,01,Goodhue Public School District,2010,53.8,62.7
0255,01,Pine Island Public School Dist.,2010,54.2,65.5
0256,01,Red Wing Public School District,2010,50.7,59.9
0261,01,Ashby Public School District,2010,52.2,62.5
0264,01,Herman-Norcross School District,2010,NA,NA
0270,01,Hopkins Public School District,2010,53.7,67.8
0271,01,Bloomington Public School District,2010,51.5,62.9
0272,01,Eden Prairie Public School District,2010,56.7,77.2
0273,01,Edina Public School District,2010,59.1,84.1
0276,01,Minnetonka Public School District,2010,58.5,82.4
0277,01,Westonka Public School District,2010,56.3,76.9
0278,01,Orono Public School District,2010,56.3,79.3
0279,01,Osseo Public School District,2010,51.3,59
0280,01,Richfield Public School District,2010,47.3,46.9
0281,01,Robbinsdale Public School District,2010,49.8,53.9
0282,01,St. Anthony-New Brighton Schools,2010,56.6,73.7
0283,01,St. Louis Park Public School Dist.,2010,54.3,66.8
0284,01,Wayzata Public School District,2010,59.3,83.1
0286,01,Brooklyn Center School District,2010,45.5,36.2
0287,06,Intermediate School District 287,2010,36.6,12.4
0294,01,Houston Public School District,2010,47.3,41.9
0297,01,Spring Grove School District,2010,48.9,48.3
0299,01,Caledonia Public School District,2010,54.5,75.5
0300,01,La Crescent-Hokah School District,2010,50.7,54.9
0306,01,Laporte Public School District,2010,47,30
0308,01,Nevis Public School District,2010,56.3,66.7
0309,01,Park Rapids Public School District,2010,46.7,43.3
0314,01,Braham Public School District,2010,48.7,59.4
0316,01,Greenway Public School District,2010,46.4,37.7
0317,01,Deer River Public School District,2010,51.4,54.1
0318,01,Grand Rapids Public School District,2010,47.6,43.5
0319,01,Nashwauk-Keewatin School District,2010,46.3,42.5
0330,01,Heron Lake-Okabena School District,2010,49.4,48
0332,01,Mora Public School District,2010,49.5,57.7
0333,01,Ogilvie Public School District,2010,44,28.9
0345,01,New London-Spicer School District,2010,49.4,52.6
0347,01,Willmar Public School District,2010,48.8,50.1
0356,01,Lancaster Public School District,2010,NA,NA
0361,01,International Falls School District,2010,49,49.2
0362,01,Littlefork-Big Falls School Dist.,2010,48.5,41.4
0363,01,South Koochiching School District,2010,52.6,75
0378,01,Dawson-Boyd Public School District,2010,55.6,80.5
0381,01,Lake Superior Public School Dist.,2010,51.1,58.6
0390,01,Lake Of The Woods School District,2010,53.8,69
0391,01,Cleveland Public School District,2010,46,47.2
0402,01,Hendricks Public School District,2010,NA,NA
0403,01,Ivanhoe Public School District,2010,50.5,51.9
0413,01,Marshall Public School District,2010,52.3,62
0414,01,Minneota Public School District,2010,50.1,58.5
0423,01,Hutchinson Public School District,2010,50.8,55.7
0424,01,Lester Prairie Public School Dist.,2010,50.5,63.6
0432,01,Mahnomen Public School District,2010,51.9,52.5
0435,01,Waubun-Ogema-White Earth Public Sch,2010,43.8,32.6
0441,01,Marshall County Central Schools,2010,49.8,51.9
0447,01,Grygla Public School District,2010,49.7,59.1
0458,01,Truman Public School District,2010,48.8,55.2
0463,01,Eden Valley-Watkins School District,2010,56.3,70.7
0465,01,Litchfield Public School District,2010,52.5,65
0466,01,Dassel-Cokato Public School Dist.,2010,53.8,69.9
0473,01,Isle Public School District,2010,41.9,25
0477,01,Princeton Public School District,2010,49,49.4
0480,01,Onamia Public School District,2010,47.8,51.1
0482,01,Little Falls Public School District,2010,46.9,46.2
0484,01,Pierz Public School District,2010,55.3,73.8
0485,01,Royalton Public School District,2010,48.4,50.8
0486,01,Swanville Public School District,2010,42.8,37.5
0487,01,Upsala Public School District,2010,52.5,59.5
0492,01,Austin Public School District,2010,49.1,50
0495,01,Grand Meadow Public School District,2010,47.1,45.5
0497,01,Lyle Public School District,2010,47.3,35.7
0499,01,Leroy-Ostrander Public Schools,2010,57.9,95.5
0500,01,Southland Public School District,2010,50.1,55.6
0505,01,Fulda Public School District,2010,49.9,58.3
0507,01,Nicollet Public School District,2010,51.8,50
0508,01,St. Peter Public School District,2010,50.6,55
0511,01,Adrian Public School District,2010,59.3,80.5
0514,01,Ellsworth Public School District,2010,50.8,62.5
0516,01,Round Lake Public School District,2010,50.8,55
0518,01,Worthington Public School District,2010,47,42.5
0531,01,Byron Public School District,2010,57,83.6
0533,01,Dover-Eyota Public School District,2010,53.3,65.2
0534,01,Stewartville Public School District,2010,55,68.5
0535,01,Rochester Public School District,2010,53.9,67.8
0542,01,Battle Lake Public School District,2010,53.8,63.4
0544,01,Fergus Falls Public School District,2010,48.9,51.2
0545,01,Henning Public School District,2010,52.6,57.1
0547,01,Parkers Prairie Public School Dist.,2010,46.5,42
0548,01,Pelican Rapids Public School Dist.,2010,49.7,54.3
0549,01,Perham-Dent Public School District,2010,51.5,55.5
0550,01,Underwood Public School District,2010,53.6,65.9
0553,01,New York Mills Public School Dist.,2010,53.7,67.4
0561,01,Goodridge Public School District,2010,46,50
0564,01,Thief River Falls School District,2010,49,50.3
0577,01,Willow River Public School District,2010,43.3,40.6
0578,01,Pine City Public School District,2010,50.6,60.4
0581,01,Edgerton Public School District,2010,53.8,64.3
0592,01,Climax-Shelly Public Schools,2010,43.8,40
0593,01,Crookston Public School District,2010,51.8,58.8
0595,01,East Grand Forks Public School Dist,2010,50.3,56.6
0599,01,Fertile-Beltrami School District,2010,58.4,72.7
0600,01,Fisher Public School District,2010,50,50
0601,01,Fosston Public School District,2010,49.8,49.1
0621,01,Mounds View Public School District,2010,57.2,77.5
0622,01,North St Paul-Maplewood School Dist,2010,52,62
0623,01,Roseville Public School District,2010,53.6,66.9
0624,01,White Bear Lake School District,2010,51.7,63.6
0625,01,St. Paul Public School District,2010,44.6,38.6
0627,01,Oklee Public School District,2010,45.8,43.5
0630,01,Red Lake Falls Public School Dist.,2010,47.9,42.4
0640,01,Wabasso Public School District,2010,52.1,60
0656,01,Faribault Public School District,2010,52.2,63.8
0659,01,Northfield Public School District,2010,54.5,70.4
0671,01,Hills-Beaver Creek School District,2010,49.1,56.7
0676,01,Badger Public School District,2010,53.7,72.7
0682,01,Roseau Public School District,2010,51.8,61.8
0690,01,Warroad Public School District,2010,44.6,30.9
0695,01,Chisholm Public School District,2010,46.9,38.3
0696,01,Ely Public School District,2010,49.6,59.6
0698,01,Floodwood Public School District,2010,48.4,50
0700,01,Hermantown Public School District,2010,53.2,67.1
0701,01,Hibbing Public School District,2010,50.5,58.2
0704,01,Proctor Public School District,2010,49.1,50
0706,01,Virginia Public School District,2010,49.5,58.8
0709,01,Duluth Public School District,2010,50.3,52.1
0712,01,Mountain Iron-Buhl School District,2010,43.3,24.1
0716,01,Belle Plaine Public School District,2010,48,41.7
0717,01,Jordan Public School District,2010,49,46.4
0719,01,Prior Lake-Savage Area Schools,2010,53.1,67.1
0720,01,Shakopee Public School District,2010,52.1,64
0721,01,New Prague Area Schools,2010,53,67.6
0726,01,Becker Public School District,2010,52.5,65.1
0727,01,Big Lake Public School District,2010,51.6,58.2
0728,01,Elk River Public School District,2010,50.9,58.9
0738,01,Holdingford Public School District,2010,52.1,67.5
0739,01,Kimball Public School District,2010,47.2,48.3
0740,01,Melrose Public School District,2010,53.5,70.9
0741,01,Paynesville Public School District,2010,52.8,65.3
0742,01,St. Cloud Public School District,2010,49.7,54
0743,01,Sauk Centre Public School District,2010,54,70.1
0745,01,Albany Public School District,2010,54.1,71.7
0748,01,Sartell-St. Stephen School District,2010,55.9,77.3
0750,01,Rocori Public School District,2010,53.1,65.5
0756,01,Blooming Prairie Public School Dist,2010,51.5,60.4
0761,01,Owatonna Public School District,2010,54.2,63.4
0763,01,Medford Public School District,2010,53.9,67.5
0768,01,Hancock Public School District,2010,52.4,71.4
0769,01,Morris Public School District,2010,51.6,59.5
0771,01,Chokio-Alberta Public School Dist.,2010,60.1,91.7
0775,01,Kerkhoven-Murdock-Sunburg,2010,48.8,46.2
0777,01,Benson Public School District,2010,50.4,60.6
0786,01,Bertha-Hewitt Public School Dist.,2010,51.5,58.1
0787,01,Browerville Public School District,2010,51.1,51
0803,01,Wheaton Area Public School District,2010,52.2,72.7
0811,01,Wabasha-Kellogg Public School Dist.,2010,51.3,50
0813,01,Lake City Public School District,2010,52.1,64.6
0818,01,Verndale Public School District,2010,48.1,54.8
0820,01,Sebeka Public School District,2010,54.6,63.2
0821,01,Menahga Public School District,2010,49,52.1
0829,01,Waseca Public School District,2010,53.4,70.5
0831,01,Forest Lake Public School District,2010,52.6,62.2
0832,01,Mahtomedi Public School District,2010,57.1,82.6
0833,01,South Washington County School Dist,2010,54.7,71.1
0834,01,Stillwater Area Public School Dist.,2010,55.3,72.4
0836,01,Butterfield Public School District,2010,46.8,41.2
0837,01,Madelia Public School District,2010,50,45.5
0840,01,St. James Public School District,2010,45.8,33
0846,01,Breckenridge Public School District,2010,47.4,46.5
0850,01,Rothsay Public School District,2010,46.4,37.5
0852,01,Campbell-Tintah Public School Dist.,2010,NA,NA
0857,01,Lewiston-Altura Public School Dist.,2010,52.9,67.2
0858,01,St. Charles Public School District,2010,49.5,56.8
0861,01,Winona Area Public School District,2010,49.9,54.2
0876,01,Annandale Public School District,2010,51.9,63.8
0877,01,Buffalo-Hanover-Montrose Public Sch,2010,52.6,60.6
0879,01,Delano Public School District,2010,58,75
0881,01,Maple Lake Public School District,2010,50.3,48.8
0882,01,Monticello Public School District,2010,51.7,58.5
0883,01,Rockford Public School District,2010,49.9,52.7
0885,01,St. Michael-Albertville School Dist,2010,54.5,68.7
0891,01,Canby Public School District,2010,49.9,53.1
0911,01,Cambridge-Isanti Public School Dist,2010,48.6,45.7
0912,01,Milaca Public School District,2010,49.7,52.3
0914,01,Ulen-Hitterdal Public School Dist,2010,45.5,30.4
0915,52,Southern Plains Education Coop.,2010,35.3,10
0916,06,Northeast Metro 916,2010,34.8,5.4
0917,06,Intermediate School District 917,2010,35.7,6.8
0926,83,Region 4-Lakes Country Service Coop,2010,41.9,33.3
0930,53,Carver-Scott Educational Coop.,2010,37.2,13.2
0938,52,Meeker And Wright Special Education,2010,NA,NA
0957,51,Oak Land Vocational Cooperatve,2010,38.3,8.8
0966,51,Wright Technical Center,2010,37.7,8.6
0991,83,Regn 6 And 8-Sw/Wc Srv Cooperative,2010,33.7,3.7
0993,52,Mn River Valley Special Ed. Coop.,2010,41.3,33.3
1000,70,Perpich Center For Arts Education,2010,54.2,66.4
2071,01,Lake Crystal-Wellcome Memorial,2010,47.5,43.5
2125,01,Triton School District,2010,52.5,62.4
2134,01,United South Central School Dist.,2010,49.2,49.3
2135,01,Maple River School District,2010,49.6,48.9
2137,01,Kingsland Public School District,2010,48.7,55.2
2142,01,St. Louis County School District,2010,45.7,37
2143,01,Waterville-Elysian-Morristown,2010,48,56.2
2144,01,Chisago Lakes School District,2010,51.5,59.2
2149,01,Minnewaska School District,2010,53,66.3
2154,01,Eveleth-Gilbert School District,2010,52.1,58.4
2155,01,Wadena-Deer Creek School District,2010,46,34.4
2159,01,Buffalo Lk-Hector-Stewart Public Sc,2010,49.2,63.3
2164,01,Dilworth-Glyndon-Felton,2010,54.2,71.3
2165,01,Hinckley-Finlayson School District,2010,47.7,47.9
2167,01,Lakeview School District,2010,55.4,79.2
2168,01,Nrheg School District,2010,51.4,56.7
2169,01,Murray County Central School Dist.,2010,53.5,69.8
2170,01,Staples-Motley School District,2010,47.7,44.7
2171,01,Kittson Central School District,2010,53.7,72.2
2172,01,Kenyon-Wanamingo School District,2010,51.9,58.7
2174,01,Pine River-Backus School District,2010,45.1,38.2
2176,01,Warren-Alvarado-Oslo School Dist.,2010,53.3,64.7
2180,01,M.a.c.c.r.a.y. School District,2010,52.6,72
2184,01,Luverne Public School District,2010,49.8,55.4
2190,01,Yellow Medicine East,2010,49.1,49.3
2198,01,Fillmore Central,2010,45,41.3
2215,01,Norman County East School District,2010,52.2,68
2310,01,Sibley East School District,2010,56.2,79.1
2311,01,Clearbrook-Gonvick School District,2010,48.7,42.9
2342,01,West Central Area,2010,53.9,70.7
2358,01,Tri-County School District,2010,56.3,66.7
2364,01,Belgrade-Brooten-Elrosa School Dist,2010,53.1,68
2365,01,G.f.w.,2010,48.4,54.2
2396,01,A.c.g.c.,2010,51,54.7
2397,01,Le Sueur-Henderson School District,2010,52.4,55.6
2448,01,Martin County West School District,2010,50.6,53.2
2527,01,Norman County West School District,2010,51,57.1
2534,01,Bird Island-Olivia-Lake Lillian,2010,48.4,43.3
2536,01,Granada Huntley-East Chain,2010,50.2,62.5
2580,01,East Central School District,2010,48.6,46.6
2609,01,Win-E-Mac School District,2010,51.9,70.6
2683,01,Greenbush-Middle River School Dist.,2010,52.1,68.6
2687,01,Howard Lake-Waverly-Winsted,2010,53,70
2689,01,Pipestone Area School District,2010,53.2,67.4
2711,01,Mesabi East School District,2010,46.4,43.2
2752,01,Fairmont Area School District,2010,51.8,57.6
2753,01,Long Prairie-Grey Eagle School Dist,2010,48.6,50
2754,01,Cedar Mountain School District,2010,50.2,54.8
2759,01,Eagle Valley Public School District,2010,43,29.2
2805,01,Zumbrota-Mazeppa School District,2010,54.1,66.4
2835,01,Janesville-Waldorf-Pemberton,2010,46.3,43.9
2853,01,Lac Qui Parle Valley School Dist.,2010,53.5,69.6
2854,01,Ada-Borup Public School District,2010,51.4,64.1
2856,01,Stephen-Argyle Central Schools,2010,53,81
2859,01,Glencoe-Silver Lake School District,2010,47.7,46
2860,01,Blue Earth Area Public School,2010,55.7,73.3
2884,01,Red Rock Central School District,2010,54.5,78.4
2886,01,Glenville-Emmons School District,2010,51.1,64.3
2888,01,Clinton-Graceville-Beardsley,2010,45.1,34.4
2889,01,Lake Park Audubon School District,2010,51,70.3
2890,01,Renville County West School Dist.,2010,49.5,54.3
2895,01,Jackson County Central School Dist.,2010,54.4,74.7
2897,01,Redwood Area School District,2010,50.2,51.7
2898,01,Westbrook-Walnut Grove Schools,2010,45,39.5
2899,01,Plainview-Elgin-Millville,2010,52.6,63.9
2902,01,Rtr Public Schools,2010,50.2,57.8
2903,01,Ortonville Public Schools,2010,51.4,67.3
2904,01,Tracy Area Public School District,2010,54.6,68.1
2905,01,Tri-City United School District,2010,NA,NA
4000,07,City Academy,2010,31.6,10.5
4003,07,"New Heights School, Inc.",2010,40.2,20
4005,07,Metro Deaf School,2010,NA,NA
4007,07,Minnesota New Country School,2010,50.9,41.7
4008,07,Pact Charter School,2010,50.9,50.9
4015,07,Community Of Peace Academy,2010,47.3,35
4017,07,Minnesota Transitions Charter Sch,2010,40.5,23.5
4025,07,Cyber Village Academy,2010,NA,NA
4026,07,E.c.h.o. Charter School,2010,48.1,50
4027,07,Higher Ground Academy,2010,46.6,50
4031,07,Jennings Community Learning Center,2010,NA,NA
4036,07,Face To Face Academy,2010,40.8,50
4039,07,High School For Recording Arts,2010,36.1,20
4043,07,Math And Science Academy,2010,63.5,94.1
4049,07,Northwest Passage High School,2010,39.7,17.9
4053,07,North Lakes Academy,2010,45.2,23.1
4056,07,Rochester Off-Campus Charter High,2010,40.9,16.7
4057,07,El Colegio Charter School,2010,40.5,20
4064,07,Riverway Learning Community Chtr,2010,NA,NA
4066,07,Riverbend Academy,2010,45.4,50
4074,07,Afsa High School,2010,46.9,46.8
4075,07,Avalon School,2010,53,67.9
4080,07,Pillager Area Charter School,2010,30.4,0
4081,07,Discovery Public School Faribault,2010,40.1,20
4082,07,Bluesky Charter School,2010,39.6,16.3
4085,07,Harbor City International Charter,2010,47.9,51.1
4087,07,Sage Academy Charter School,2010,36.6,9.5
4091,07,Arcadia Charter School,2010,49.1,45
4092,07,Watershed High School,2010,45.1,27.3
4093,07,New Century Charter School,2010,47.5,58.8
4095,07,Trio Wolf Creek Distance Learning,2010,40.2,15.2
4098,07,Nova Classical Academy,2010,NA,NA
4102,07,Minnesota Internship Center,2010,29.3,3.3
4103,07,Hmong College Prep Academy,2010,42.6,28.6
4104,07,Paladin Academy,2010,34.9,14.3
