districtName,actCode,year,score
Mabel-Canton Ind Sch Dist 238,247234,2008,21.3
Maccray Ind School Dist 2180,247114,2008,20.6
Madelia Ind School Dist 837,247888,2008,19.7
Mahnomen Ind School Dist 432,247444,2008,20.8
Mahtomedi Ind School Dist 832,247880,2008,24.7
Mankato Area Public Schs,247060,2008,22.4
Maple Lake Ind School Dist 881,247914,2008,22.8
Maple River School Dist 2135,247058,2008,22.5
Marshall Co Central Isd 441,247454,2008,22.3
Marshall Ind School Dist 413,247422,2008,22.4
Martin Co West Sch Dist 2448,247472,2008,22.9
Mcgregor Ind School Dist 4,247006,2008,23.5
Medford Ind School Dist 763,247814,2008,20.3
Melrose Area Ind Sd 740,247798,2008,21.5
Menahga Ind School Dist 821,247860,2008,22.6
Mesabi East Ind Sch Dist 2711,247724,2008,23
Milaca Ind School District 912,247496,2008,22.7
Minneapolis Public Sch Dist,247310,2008,20.5
Minneota Public Schools,247424,2008,22.5
Minnetonka Isd 276,247292,2008,24.6
Minnewaska Area Sch Dist 2149,247642,2008,22.1
Montevideo Ind School Dist 129,247120,2008,21.8
Monticello Ind School Dist 882,247904,2008,22.8
Moorhead Ind School Dist 152,247140,2008,22.9
Moose Lake Ind School Dist 97,247084,2008,22.8
Mora Ind School Dist 332,247354,2008,23.1
Morris Ind School Dist 2769,247820,2008,23.3
Mounds View Ind Sch Dist 621,247648,2008,24.7
Mountain Iron-Buhl Isd 712,247746,2008,20.2
Mountain Lake Ind Sch Dist 173,247154,2008,22.3
Murray Co Central Isd 2169,247530,2008,21.7
N St Paul Mplwd Oakdale Sd 622,247650,2008,21.6
Nashwauk-Keewatin Ind Sd 319,247344,2008,20.6
Nevis Ind School District 308,247326,2008,22.8
New London-Spicer Ind Sd 0345,247360,2008,21.5
New Prague Ind Sch Dist 721,247764,2008,22.4
New Ulm Pub Sch District 88,247066,2008,23
New York Mills Ind Sd 553,247580,2008,21.4
Nicollet Ind School Dist 507,247532,2008,19.4
Norman Co East Isd 2215,247560,2008,20.8
Norman Co West Isd 2527,247556,2008,20.5
North Branch Ind Sch Dist 138,247126,2008,21.5
Northfield Ind School Dist 659,247706,2008,23.9
Northland Cmty Sd 118,247110,2008,22.3
Nrheg Ind Sch Dist 2168,247874,2008,21.2
Ogilvie Ind School Dist 333,247356,2008,21.5
Onamia Ind School Dist 480,247498,2008,21.7
Orono Ind School District 278,247296,2008,25.3
Ortonville Ind Sch Dist 2903,247050,2008,22.8
Osakis Ind School District 213,247208,2008,23.3
Osseo Ind School District 279,247298,2008,22.5
Owatonna School Dist 761,247816,2008,23
Park Rapids Ind Sch Dist 309,247330,2008,21.9
Parkers Prairie Ind Sd 547,247582,2008,19.2
Paynesville Ind Sch Dist 741,247800,2008,21.5
Pelican Rapids Ind Sd 548,247584,2008,22.9
Pequot Lakes Ind Sch Dist 186,247166,2008,21.5
Perham-Dent Ind Sch Dist 549,247586,2008,22.4
Pierz School District 484,247508,2008,22.1
Pillager Ind School Dist 116,247108,2008,20.2
Pine City Sch District 578,247602,2008,22.8
Pine Island School Dist 255,247262,2008,22.3
Pine River-Backus Ind Sd 2174,247104,2008,21.8
Pipestone Area Sch Dist 2689,247614,2008,21.5
Plainview Elgin Millville Sd,247856,2008,22.5
Princeton Public Sch Dist 477,247500,2008,21.8
Prior Lake-Savage Area Sd 719,247766,2008,23.5
Proctor Ind School Dist 704,247748,2008,21.5
Randolph School District 195,247178,2008,21.2
Red Lake Co Central Isd 2906,247658,2008,20.4
Red Lake Falls Sch Dist 630,247662,2008,21
Red Lake Independent Sd 38,247036,2008,NA
Red Rock Central Ind Sd 2884,247668,2008,22.3
Red Wing School District 256,247264,2008,22.8
Redwood Falls Sch Dist 2897,247674,2008,22.7
Renville Co West Sch Dist 2890,247698,2008,22.4
Richfield School District 280,247300,2008,20.8
Robbinsdale Ind Sch Dist 281,247302,2008,22.7
Rochester School District 535,247566,2008,24.3
Rockford School District 883,247918,2008,21.8
Rocori Ind Sch Dist 750,247808,2008,21.7
Roseau School District 682,247720,2008,20.6
Rosemount-Apple Vly-Eagan 196,247180,2008,23.8
Roseville Area Sch Dist 623,247652,2008,23.3
Rothsay School District 850,247896,2008,NA
Royalton School District 485,247512,2008,20.5
Rush City Ind School Dist 139,247128,2008,21.3
Rushford-Peterson Isd 239,247240,2008,21.1
Russell Tyler Ruthton Sd 2902,247412,2008,21.5
Sartell-St Stephen Isd 748,247804,2008,23.2
Sauk Centre School Dist 743,247806,2008,22.9
Sauk Rapids-Rice Sch Dist 47,247042,2008,21.6
Sebeka Ind School District 820,247866,2008,21.9
Shakopee School District 720,247768,2008,21.5
Sibley East Ind Sch Dist 2310,247782,2008,22.7
Sleepy Eye School District 84,247068,2008,19.2
South Koochiching Sd 363,247382,2008,21.8
South St Paul Special Sd 6,247182,2008,21.4
South Washington Co Sd 833,247882,2008,22.9
Southland School District 500,247524,2008,21.2
Spring Grove School Dist 297,247322,2008,21.8
Spring Lake Park Sd 16,247018,2008,22.1
Springfield School District 85,247070,2008,21
St Anthony-New Brighton Sd 282,247304,2008,23.9
St Charles Ind School Dist 858,247900,2008,20.9
St Clair School District 75,247062,2008,21.2
St Cloud Ind Sch Dist 742,247802,2008,22.5
St James School District 840,247890,2008,21.4
St Louis Co Isd 2142,247756,2008,21.3
St Louis Park School Dist 283,247306,2008,24.4
St Michael-Albertville Sd 885,247916,2008,21.8
St Paul Independent Sd 625,247656,2008,19.8
St Peter Ind School Dist 508,247534,2008,22.4
Staples-Motley Isd 2170,247842,2008,20.9
Stephen-Argyle Central Sd 2856,247460,2008,21.9
Stewartville School Dist 534,247568,2008,21.8
Stillwater School Dist 834,247884,2008,23.6
Swanville School District 486,247504,2008,NA
Thief River Falls Sd 564,247592,2008,22.3
Tracy Ind School District 2904,247428,2008,22.6
Tri-County Ind Sch Dist 2358,247372,2008,21.3
Triton Ind School Dist 2125,247192,2008,20.9
Truman School District 458,247474,2008,22.4
Ulen-Hitterdal Sch Dist 914,247142,2008,21.7
Underwood School District 550,247588,2008,19.6
United South Central Isd 2134,247222,2008,22.9
Upsala Area School Dist 487,247506,2008,23
Verndale Ind School Dist 818,247862,2008,21.6
Virginia Public Sch Dist 706,247752,2008,24
W St Paul-Mendota-Eagan Sd 197,247184,2008,23.6
Wabasha-Kellogg Isd 811,247858,2008,20.9
Wabasso School District 640,247678,2008,21.7
Waconia School District 110,247096,2008,22.4
Wadena-Deer Creek Sd 2155,247864,2008,21.2
Walker-Hackensack-Akeley 113,247112,2008,21.8
Warren-Alvarado-Oslo Sd 2176,247464,2008,21
Warroad School District 690,247722,2008,21.2
Waseca Public School Dist,247876,2008,22.2
Watertown-Mayer Sch Dist 111,247098,2008,21.9
Watrvle-Elysian-Mrstwn Sd 2143,247404,2008,20.3
Waubun-Ogema-White Earth Psd,247446,2008,19.3
Wayzata School District 284,247308,2008,24.8
West Central Area Sd 2342,247206,2008,22.1
Westbrook-Walnut Grove Sd 2898,247158,2008,20.5
Westonka Ind School Dist 277,247294,2008,23.4
Wheaton School District 803,247848,2008,21.3
White Bear Lake Area Isd 624,247654,2008,22.4
Willmar School District 347,247364,2008,22.4
Willow River School Dist 577,247606,2008,19.6
Win-E-Mac School Dist 2609,247632,2008,20.8
Windom School District 177,247160,2008,21.3
Winona Area Public School Dist,247902,2008,21.9
Worthington School Dist 518,247542,2008,22.1
Wrenshall School District 100,247088,2008,19.8
Wright School District 966,247920,2008,NA
Yellow Medicine East Sd 2190,247928,2008,21.2
Zumbrota-Mazeppa Isd 2805,247854,2008,22.6
