DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,Total_Male,Total_Female,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
09-10,82,Washington,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000,,11,11,03,1,0,10,17,8,7,9,12,273,225,301,261,64,562,District,EC-12,,,
09-10,82,Washington,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000,,11,11,04,3,1,8,14,12,3,9,8,264,261,296,287,58,583,District,EC-12,,,
09-10,82,Washington,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000,,11,11,05,1,1,11,11,4,9,7,8,277,284,300,313,52,613,District,EC-12,,,
09-10,82,Washington,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000,,11,11,06,2,0,7,8,7,5,8,8,261,263,285,284,45,569,District,EC-12,,,
09-10,82,Washington,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000,,11,11,07,2,0,19,16,6,6,9,7,336,288,372,317,65,689,District,EC-12,,,
09-10,82,Washington,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000,,11,11,08,1,1,7,14,7,8,5,4,342,312,362,339,47,701,District,EC-12,,,
09-10,82,Washington,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000,,11,11,09,1,0,7,13,5,4,3,9,314,301,330,327,42,657,District,EC-12,,,
09-10,82,Washington,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000,,11,11,10,3,1,13,16,5,9,7,7,324,338,352,371,61,723,District,EC-12,,,
09-10,82,Washington,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000,,11,11,11,2,2,12,9,4,5,8,6,363,344,389,366,48,755,District,EC-12,,,
09-10,82,Washington,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000,,11,11,12,2,5,19,10,9,4,9,7,372,368,411,394,65,805,District,EC-12,,,
09-10,82,Washington,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000,,11,11,All Grades,22,21,158,180,95,87,111,106,3967,3748,4353,4142,780,8495,District,EC-12,,,
09-10,83,Watonwan,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,000,,09,09,EC,0,0,0,0,0,0,0,0,2,0,2,0,0,2,District,EC-12,,,
09-10,83,Watonwan,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,000,,09,09,KG,0,0,1,0,0,1,0,0,4,8,5,9,2,14,District,EC-12,,,
09-10,83,Watonwan,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,000,,09,09,01,0,0,0,0,2,7,0,0,2,3,4,10,9,14,District,EC-12,,,
09-10,83,Watonwan,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,000,,09,09,02,0,0,0,0,2,4,0,0,7,5,9,9,6,18,District,EC-12,,,
09-10,83,Watonwan,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,000,,09,09,03,0,0,0,1,7,1,0,0,8,3,15,5,9,20,District,EC-12,,,
09-10,83,Watonwan,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,000,,09,09,04,0,0,0,0,3,3,0,0,5,4,8,7,6,15,District,EC-12,,,
09-10,83,Watonwan,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,000,,09,09,05,0,0,0,2,5,3,0,0,3,4,8,9,10,17,District,EC-12,,,
09-10,83,Watonwan,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,000,,09,09,06,0,0,0,0,2,7,0,0,7,10,9,17,9,26,District,EC-12,,,
09-10,83,Watonwan,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,000,,09,09,07,0,0,1,0,1,5,0,0,10,4,12,9,7,21,District,EC-12,,,
09-10,83,Watonwan,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,000,,09,09,08,0,0,0,0,3,4,0,0,5,6,8,10,7,18,District,EC-12,,,
09-10,83,Watonwan,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,000,,09,09,09,0,0,0,0,3,3,0,0,8,0,11,3,6,14,District,EC-12,,,
09-10,83,Watonwan,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,000,,09,09,10,0,0,0,0,1,2,0,0,6,8,7,10,3,17,District,EC-12,,,
09-10,83,Watonwan,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,000,,09,09,11,0,0,0,0,3,1,0,0,7,9,10,10,4,20,District,EC-12,,,
09-10,83,Watonwan,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,000,,09,09,12,0,0,2,1,1,2,0,0,9,6,12,9,6,21,District,EC-12,,,
09-10,83,Watonwan,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,000,,09,09,All Grades,0,0,4,4,33,43,0,0,83,70,120,117,84,237,District,EC-12,,,
09-10,83,Watonwan,0837,01,MADELIA PUBLIC SCHOOL DISTRICT,000,,09,09,EC,0,0,0,0,5,0,0,0,2,3,7,3,5,10,District,EC-12,,,
09-10,83,Watonwan,0837,01,MADELIA PUBLIC SCHOOL DISTRICT,000,,09,09,KG,0,0,0,0,7,8,2,0,12,10,21,18,17,39,District,EC-12,,,
09-10,83,Watonwan,0837,01,MADELIA PUBLIC SCHOOL DISTRICT,000,,09,09,01,0,0,0,0,5,9,1,0,17,9,23,18,15,41,District,EC-12,,,
09-10,83,Watonwan,0837,01,MADELIA PUBLIC SCHOOL DISTRICT,000,,09,09,02,0,0,0,0,5,9,0,1,13,8,18,18,15,36,District,EC-12,,,
09-10,83,Watonwan,0837,01,MADELIA PUBLIC SCHOOL DISTRICT,000,,09,09,03,0,0,0,1,10,11,0,0,11,11,21,23,22,44,District,EC-12,,,
09-10,83,Watonwan,0837,01,MADELIA PUBLIC SCHOOL DISTRICT,000,,09,09,04,0,0,0,0,10,9,0,1,12,23,22,33,20,55,District,EC-12,,,
09-10,83,Watonwan,0837,01,MADELIA PUBLIC SCHOOL DISTRICT,000,,09,09,05,0,0,1,0,3,5,2,0,10,10,16,15,11,31,District,EC-12,,,
09-10,83,Watonwan,0837,01,MADELIA PUBLIC SCHOOL DISTRICT,000,,09,09,06,0,0,0,0,3,6,1,0,19,11,23,17,10,40,District,EC-12,,,
09-10,83,Watonwan,0837,01,MADELIA PUBLIC SCHOOL DISTRICT,000,,09,09,07,0,0,0,0,4,9,0,0,19,19,23,28,13,51,District,EC-12,,,
09-10,83,Watonwan,0837,01,MADELIA PUBLIC SCHOOL DISTRICT,000,,09,09,08,0,0,0,0,8,9,0,1,16,7,24,17,18,41,District,EC-12,,,
09-10,83,Watonwan,0837,01,MADELIA PUBLIC SCHOOL DISTRICT,000,,09,09,09,0,0,0,0,8,13,0,0,16,15,24,28,21,52,District,EC-12,,,
09-10,83,Watonwan,0837,01,MADELIA PUBLIC SCHOOL DISTRICT,000,,09,09,10,0,1,0,1,10,12,1,1,12,14,23,29,26,52,District,EC-12,,,
09-10,83,Watonwan,0837,01,MADELIA PUBLIC SCHOOL DISTRICT,000,,09,09,11,0,0,0,1,4,5,0,0,13,19,17,25,10,42,District,EC-12,,,
09-10,83,Watonwan,0837,01,MADELIA PUBLIC SCHOOL DISTRICT,000,,09,09,12,0,0,0,1,6,2,0,0,14,11,20,14,9,34,District,EC-12,,,
09-10,83,Watonwan,0837,01,MADELIA PUBLIC SCHOOL DISTRICT,000,,09,09,All Grades,0,1,1,4,88,107,7,4,186,170,282,286,212,568,District,EC-12,,,
09-10,83,Watonwan,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,000,,09,09,EC,0,0,0,0,5,3,0,0,9,3,14,6,8,20,District,EC-12,,,
09-10,83,Watonwan,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,000,,09,09,KG,1,0,0,0,17,15,0,0,22,16,40,31,33,71,District,EC-12,,,
09-10,83,Watonwan,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,000,,09,09,01,0,1,0,1,16,18,0,0,20,19,36,39,36,75,District,EC-12,,,
09-10,83,Watonwan,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,000,,09,09,02,1,0,0,1,17,8,0,1,31,15,49,25,28,74,District,EC-12,,,
09-10,83,Watonwan,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,000,,09,09,03,0,1,0,1,24,19,0,0,21,25,45,46,45,91,District,EC-12,,,
09-10,83,Watonwan,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,000,,09,09,04,0,0,0,0,22,12,1,0,22,19,45,31,35,76,District,EC-12,,,
09-10,83,Watonwan,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,000,,09,09,05,1,0,1,0,18,19,0,0,22,25,42,44,39,86,District,EC-12,,,
09-10,83,Watonwan,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,000,,09,09,06,0,0,2,0,15,17,1,0,12,26,30,43,35,73,District,EC-12,,,
09-10,83,Watonwan,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,000,,09,09,07,0,0,0,1,24,24,1,0,24,26,49,51,50,100,District,EC-12,,,
09-10,83,Watonwan,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,000,,09,09,08,0,1,0,2,19,17,1,0,22,15,42,35,40,77,District,EC-12,,,
09-10,83,Watonwan,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,000,,09,09,09,0,0,0,0,20,17,1,1,28,26,49,44,39,93,District,EC-12,,,
09-10,83,Watonwan,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,000,,09,09,10,0,0,0,0,18,11,1,0,21,35,40,46,30,86,District,EC-12,,,
09-10,83,Watonwan,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,000,,09,09,11,1,0,0,0,22,13,1,1,36,31,60,45,38,105,District,EC-12,,,
09-10,83,Watonwan,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,000,,09,09,12,0,0,0,1,11,14,0,1,27,35,38,51,27,89,District,EC-12,,,
09-10,83,Watonwan,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,000,,09,09,All Grades,4,3,3,7,248,207,7,4,317,316,579,537,483,1116,District,EC-12,,,
09-10,84,Wilkin,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000,,04,04,EC,0,1,0,0,0,0,0,0,2,2,2,3,1,5,District,EC-12,,,
09-10,84,Wilkin,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000,,04,04,KG,0,2,0,0,1,3,0,0,23,17,24,22,6,46,District,EC-12,,,
09-10,84,Wilkin,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000,,04,04,01,1,1,0,1,3,0,0,0,22,14,26,16,6,42,District,EC-12,,,
09-10,84,Wilkin,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000,,04,04,02,1,0,0,0,2,3,0,2,28,21,31,26,8,57,District,EC-12,,,
09-10,84,Wilkin,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000,,04,04,03,0,1,0,0,3,3,2,0,39,15,44,19,9,63,District,EC-12,,,
09-10,84,Wilkin,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000,,04,04,04,0,1,0,0,2,1,0,1,31,18,33,21,5,54,District,EC-12,,,
09-10,84,Wilkin,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000,,04,04,05,0,0,0,0,0,5,0,0,15,27,15,32,5,47,District,EC-12,,,
09-10,84,Wilkin,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000,,04,04,06,0,0,0,0,2,3,0,0,35,31,37,34,5,71,District,EC-12,,,
09-10,84,Wilkin,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000,,04,04,07,1,1,0,0,2,2,0,0,27,24,30,27,6,57,District,EC-12,,,
09-10,84,Wilkin,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000,,04,04,08,0,0,0,0,2,0,0,0,24,24,26,24,2,50,District,EC-12,,,
09-10,84,Wilkin,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000,,04,04,09,1,0,0,0,4,3,0,1,32,28,37,32,9,69,District,EC-12,,,
09-10,84,Wilkin,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000,,04,04,10,0,0,0,1,3,0,0,2,38,49,41,52,6,93,District,EC-12,,,
09-10,84,Wilkin,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000,,04,04,11,0,1,0,0,2,3,1,0,30,35,33,39,7,72,District,EC-12,,,
09-10,84,Wilkin,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000,,04,04,12,1,0,0,0,0,1,0,0,30,33,31,34,2,65,District,EC-12,,,
09-10,84,Wilkin,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000,,04,04,All Grades,5,8,0,2,26,27,3,6,376,338,410,381,77,791,District,EC-12,,,
09-10,84,Wilkin,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,000,,04,04,KG,0,0,0,0,1,0,0,0,6,8,7,8,1,15,District,KG-12,,,
09-10,84,Wilkin,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,000,,04,04,01,0,0,0,0,0,0,0,1,7,8,7,9,1,16,District,KG-12,,,
09-10,84,Wilkin,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,000,,04,04,02,0,0,0,0,0,0,0,1,6,6,6,7,1,13,District,KG-12,,,
09-10,84,Wilkin,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,000,,04,04,03,0,0,0,0,0,0,0,0,7,5,7,5,0,12,District,KG-12,,,
09-10,84,Wilkin,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,000,,04,04,04,1,0,0,0,0,0,0,0,6,5,7,5,1,12,District,KG-12,,,
09-10,84,Wilkin,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,000,,04,04,05,0,0,0,0,0,1,0,0,10,4,10,5,1,15,District,KG-12,,,
09-10,84,Wilkin,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,000,,04,04,06,0,0,0,0,0,0,0,0,11,9,11,9,0,20,District,KG-12,,,
09-10,84,Wilkin,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,000,,04,04,07,0,0,0,0,0,0,0,0,9,3,9,3,0,12,District,KG-12,,,
09-10,84,Wilkin,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,000,,04,04,08,0,0,0,0,0,0,0,0,12,11,12,11,0,23,District,KG-12,,,
09-10,84,Wilkin,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,000,,04,04,09,0,0,0,0,0,0,0,0,7,5,7,5,0,12,District,KG-12,,,
09-10,84,Wilkin,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,000,,04,04,10,0,0,0,0,0,0,0,0,9,5,9,5,0,14,District,KG-12,,,
09-10,84,Wilkin,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,000,,04,04,11,0,0,0,0,0,1,0,0,12,5,12,6,1,18,District,KG-12,,,
09-10,84,Wilkin,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,000,,04,04,12,0,0,0,0,0,0,0,0,11,7,11,7,0,18,District,KG-12,,,
09-10,84,Wilkin,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,000,,04,04,All Grades,1,0,0,0,1,2,0,2,113,81,115,85,6,200,District,KG-12,,,
09-10,84,Wilkin,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000,,04,04,KG,0,0,0,0,1,1,0,0,1,6,2,7,2,9,District,KG-12,,,
09-10,84,Wilkin,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000,,04,04,01,1,0,0,0,0,0,0,0,2,4,3,4,1,7,District,KG-12,,,
09-10,84,Wilkin,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000,,04,04,02,0,0,0,0,0,1,0,0,5,1,5,2,1,7,District,KG-12,,,
09-10,84,Wilkin,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000,,04,04,03,0,0,0,0,0,0,0,0,3,5,3,5,0,8,District,KG-12,,,
09-10,84,Wilkin,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000,,04,04,04,0,0,0,0,0,0,0,0,7,3,7,3,0,10,District,KG-12,,,
09-10,84,Wilkin,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000,,04,04,05,0,0,0,0,0,0,0,0,6,5,6,5,0,11,District,KG-12,,,
09-10,84,Wilkin,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000,,04,04,06,0,0,0,0,0,1,0,0,7,8,7,9,1,16,District,KG-12,,,
09-10,84,Wilkin,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000,,04,04,07,0,0,0,0,1,0,0,0,3,3,4,3,1,7,District,KG-12,,,
09-10,84,Wilkin,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000,,04,04,08,0,0,0,0,0,0,0,0,4,8,4,8,0,12,District,KG-12,,,
09-10,84,Wilkin,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000,,04,04,09,0,0,0,0,0,0,0,0,5,5,5,5,0,10,District,KG-12,,,
09-10,84,Wilkin,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000,,04,04,10,0,0,0,0,0,0,0,0,5,6,5,6,0,11,District,KG-12,,,
09-10,84,Wilkin,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000,,04,04,11,0,0,0,0,0,0,0,0,2,8,2,8,0,10,District,KG-12,,,
09-10,84,Wilkin,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000,,04,04,12,0,0,0,0,0,0,0,0,7,5,7,5,0,12,District,KG-12,,,
09-10,84,Wilkin,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000,,04,04,All Grades,1,0,0,0,2,3,0,0,57,67,60,70,6,130,District,KG-12,,,
09-10,85,Winona,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000,,10,10,EC,0,0,0,0,0,0,0,0,9,6,9,6,0,15,District,EC-12,,,
09-10,85,Winona,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000,,10,10,KG,0,0,0,0,1,0,0,0,33,33,34,33,1,67,District,EC-12,,,
09-10,85,Winona,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000,,10,10,01,0,1,0,0,0,0,0,0,22,26,22,27,1,49,District,EC-12,,,
09-10,85,Winona,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000,,10,10,02,0,1,1,0,0,0,1,0,23,27,25,28,3,53,District,EC-12,,,
09-10,85,Winona,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000,,10,10,03,2,0,0,0,0,0,0,0,27,28,29,28,2,57,District,EC-12,,,
09-10,85,Winona,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000,,10,10,04,0,0,0,0,0,0,0,0,26,19,26,19,0,45,District,EC-12,,,
09-10,85,Winona,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000,,10,10,05,0,0,0,2,0,0,0,0,25,21,25,23,2,48,District,EC-12,,,
09-10,85,Winona,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000,,10,10,06,0,0,0,0,2,0,1,0,35,23,38,23,3,61,District,EC-12,,,
09-10,85,Winona,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000,,10,10,07,1,0,0,0,0,0,1,0,21,23,23,23,2,46,District,EC-12,,,
09-10,85,Winona,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000,,10,10,08,0,0,1,0,1,0,0,0,28,37,30,37,2,67,District,EC-12,,,
09-10,85,Winona,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000,,10,10,09,0,0,0,0,0,0,1,1,33,27,34,28,2,62,District,EC-12,,,
09-10,85,Winona,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000,,10,10,10,0,0,0,0,0,0,0,0,27,40,27,40,0,67,District,EC-12,,,
09-10,85,Winona,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000,,10,10,11,1,0,0,0,0,0,1,0,31,29,33,29,2,62,District,EC-12,,,
09-10,85,Winona,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000,,10,10,12,0,0,0,0,1,0,0,0,31,24,32,24,1,56,District,EC-12,,,
09-10,85,Winona,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000,,10,10,All Grades,4,2,2,2,5,0,5,1,371,363,387,368,21,755,District,EC-12,,,
09-10,85,Winona,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,000,,10,10,EC,0,0,0,0,3,2,0,0,6,5,9,7,5,16,District,EC-12,,,
09-10,85,Winona,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,000,,10,10,KG,0,0,1,1,3,1,0,0,37,28,41,30,6,71,District,EC-12,,,
09-10,85,Winona,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,000,,10,10,01,1,0,1,0,5,1,0,0,40,30,47,31,8,78,District,EC-12,,,
09-10,85,Winona,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,000,,10,10,02,0,0,0,0,4,5,1,0,27,31,32,36,10,68,District,EC-12,,,
09-10,85,Winona,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,000,,10,10,03,0,0,0,0,5,6,0,2,39,32,44,40,13,84,District,EC-12,,,
09-10,85,Winona,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,000,,10,10,04,0,1,1,2,3,3,0,1,34,26,38,33,11,71,District,EC-12,,,
09-10,85,Winona,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,000,,10,10,05,0,0,3,0,9,5,2,1,40,32,54,38,20,92,District,EC-12,,,
09-10,85,Winona,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,000,,10,10,06,1,0,5,0,5,3,0,1,47,42,58,46,15,104,District,EC-12,,,
09-10,85,Winona,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,000,,10,10,07,0,0,0,1,5,4,1,0,30,19,36,24,11,60,District,EC-12,,,
09-10,85,Winona,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,000,,10,10,08,0,0,1,2,5,5,1,2,29,31,36,40,16,76,District,EC-12,,,
09-10,85,Winona,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,000,,10,10,09,1,0,2,1,4,3,0,2,32,27,39,33,13,72,District,EC-12,,,
09-10,85,Winona,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,000,,10,10,10,0,0,2,0,4,2,0,0,33,37,39,39,8,78,District,EC-12,,,
09-10,85,Winona,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,000,,10,10,11,0,0,0,0,3,0,0,0,37,33,40,33,3,73,District,EC-12,,,
09-10,85,Winona,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,000,,10,10,12,0,0,0,1,1,2,0,0,25,32,26,35,4,61,District,EC-12,,,
09-10,85,Winona,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,000,,10,10,All Grades,3,1,16,8,59,42,5,9,456,405,539,465,143,1004,District,EC-12,,,
09-10,85,Winona,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,000,,10,10,EC,0,0,2,1,2,3,1,2,32,19,37,25,11,62,District,EC-12,,,
09-10,85,Winona,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,000,,10,10,KG,1,0,8,11,2,3,6,12,110,88,127,114,43,241,District,EC-12,,,
09-10,85,Winona,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,000,,10,10,01,1,3,5,1,2,3,9,12,92,69,109,88,36,197,District,EC-12,,,
09-10,85,Winona,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,000,,10,10,02,1,0,1,7,5,1,11,15,80,81,98,104,41,202,District,EC-12,,,
09-10,85,Winona,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,000,,10,10,03,0,2,5,1,4,4,10,5,108,85,127,97,31,224,District,EC-12,,,
09-10,85,Winona,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,000,,10,10,04,2,1,2,7,1,5,8,5,105,69,118,87,31,205,District,EC-12,,,
09-10,85,Winona,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,000,,10,10,05,1,0,3,7,3,5,4,8,101,104,112,124,31,236,District,EC-12,,,
09-10,85,Winona,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,000,,10,10,06,2,1,3,8,9,0,4,4,98,95,116,108,31,224,District,EC-12,,,
09-10,85,Winona,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,000,,10,10,07,0,0,8,7,4,2,6,9,121,111,139,129,36,268,District,EC-12,,,
09-10,85,Winona,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,000,,10,10,08,0,0,7,2,5,3,4,4,122,82,138,91,25,229,District,EC-12,,,
09-10,85,Winona,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,000,,10,10,09,1,3,8,6,5,4,8,4,139,141,161,158,39,319,District,EC-12,,,
09-10,85,Winona,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,000,,10,10,10,0,1,10,5,1,5,7,3,141,131,159,145,32,304,District,EC-12,,,
09-10,85,Winona,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,000,,10,10,11,0,1,5,9,5,3,7,1,139,144,156,158,31,314,District,EC-12,,,
09-10,85,Winona,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,000,,10,10,12,0,0,11,10,4,3,11,7,181,142,207,162,46,369,District,EC-12,,,
09-10,85,Winona,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,000,,10,10,All Grades,9,12,78,82,52,44,96,91,1569,1361,1804,1590,464,3394,District,EC-12,,,
09-10,86,Wright,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,000,,07,07W,EC,0,0,0,0,0,0,0,0,10,1,10,1,0,11,District,EC-12,,,
09-10,86,Wright,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,000,,07,07W,KG,0,0,0,1,1,1,0,1,63,65,64,68,4,132,District,EC-12,,,
09-10,86,Wright,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,000,,07,07W,01,0,0,0,0,2,0,0,0,54,54,56,54,2,110,District,EC-12,,,
09-10,86,Wright,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,000,,07,07W,02,0,0,0,2,3,1,0,1,44,58,47,62,7,109,District,EC-12,,,
09-10,86,Wright,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,000,,07,07W,03,0,0,1,0,3,1,0,2,58,58,62,61,7,123,District,EC-12,,,
09-10,86,Wright,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,000,,07,07W,04,0,0,1,0,2,2,0,2,65,59,68,63,7,131,District,EC-12,,,
09-10,86,Wright,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,000,,07,07W,05,0,0,1,0,0,1,3,1,76,61,80,63,6,143,District,EC-12,,,
09-10,86,Wright,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,000,,07,07W,06,0,0,0,1,2,1,0,0,57,71,59,73,4,132,District,EC-12,,,
