DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,HMLK12,EC12Enr,FreeEC12,RedEC12,LEPIdentifiedEC12,LEPServedEC12,SPEEC12,HMLEC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
16-17,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,06,57,31,6,,,15,4,57,31,6,,,15,4,, ,EC-12,
16-17,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,07,52,19,8,,,7,4,52,19,8,,,7,4,, ,EC-12,
16-17,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,08,45,23,4,,,8,4,45,23,4,,,8,4,, ,EC-12,
16-17,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,09,47,19,9,,,8,2,47,19,9,,,8,2,, ,EC-12,
16-17,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,10,58,21,9,,,9,4,58,21,9,,,9,4,, ,EC-12,
16-17,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,11,42,14,7,,,10,,42,14,7,,,10,,, ,EC-12,
16-17,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,12,39,15,5,,,5,1,39,15,5,,,5,1,, ,EC-12,
16-17,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,All Grades,601,260,89,1,1,111,25,631,271,93,1,1,120,26,, ,EC-12,
16-17,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,EC,,,,,,,,7,4,1,,,7,,, ,EC-12,
16-17,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,PK,,,,,,,,9,4,1,,,,,, ,EC-12,
16-17,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,KG,21,12,3,,,4,,21,12,3,,,4,,, ,EC-12,
16-17,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,01,22,13,4,,,5,,22,13,4,,,5,,, ,EC-12,
16-17,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,02,17,13,,,,3,,17,13,,,,3,,, ,EC-12,
16-17,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,03,25,15,6,,,3,,25,15,6,,,3,,, ,EC-12,
16-17,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,04,21,13,3,,,5,,21,13,3,,,5,,, ,EC-12,
16-17,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,05,27,17,5,,,7,,27,17,5,,,7,,, ,EC-12,
16-17,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,06,23,14,4,,,9,,23,14,4,,,9,,, ,EC-12,
16-17,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,07,22,12,5,,,3,,22,12,5,,,3,,, ,EC-12,
16-17,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,08,13,8,2,,,3,,13,8,2,,,3,,, ,EC-12,
16-17,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,09,23,11,3,,,1,,23,11,3,,,1,,, ,EC-12,
16-17,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,10,13,10,3,,,5,,13,10,3,,,5,,, ,EC-12,
16-17,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,11,15,6,4,,,3,,15,6,4,,,3,,, ,EC-12,
16-17,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,12,13,7,2,,,2,,13,7,2,,,2,,, ,EC-12,
16-17,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,All Grades,255,151,44,,,53,,271,159,46,,,60,,, ,EC-12,
16-17,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,EC,,,,,,,,42,33,,,,42,1,, ,EC-12,
16-17,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,KG,163,145,1,,,33,21,163,145,1,,,33,21,, ,EC-12,
16-17,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,01,137,114,6,,,30,26,137,114,6,,,30,26,, ,EC-12,
16-17,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,02,167,148,7,1,,33,24,167,148,7,1,,33,24,, ,EC-12,
16-17,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,03,141,127,5,1,,26,27,141,127,5,1,,26,27,, ,EC-12,
16-17,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,04,131,113,3,,,29,19,131,113,3,,,29,19,, ,EC-12,
16-17,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,05,118,101,3,1,,12,13,118,101,3,1,,12,13,, ,EC-12,
16-17,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,06,109,98,3,,,24,9,109,98,3,,,24,9,, ,EC-12,
16-17,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,07,80,63,5,,,14,14,80,63,5,,,14,14,, ,EC-12,
16-17,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,08,113,100,2,,,12,12,113,100,2,,,12,12,, ,EC-12,
16-17,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,09,64,52,1,,,10,3,64,52,1,,,10,3,, ,EC-12,
16-17,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,10,78,55,5,,,13,9,78,55,5,,,13,9,, ,EC-12,
16-17,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,11,78,52,3,,,11,2,78,52,3,,,11,2,, ,EC-12,
16-17,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,12,93,69,2,,,13,1,93,69,2,,,13,1,, ,EC-12,
16-17,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,All Grades,1472,1237,46,3,,260,180,1514,1270,46,3,,302,181,, ,EC-12,
16-17,05,Benton                                       ,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    ,000, ,07,07W,EC,,,,,,,,73,20,7,,,73,,, ,EC-12,
16-17,05,Benton                                       ,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    ,000, ,07,07W,KG,353,85,28,1,1,65,4,353,85,28,1,1,65,4,, ,EC-12,
16-17,05,Benton                                       ,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    ,000, ,07,07W,01,360,104,37,9,9,68,7,360,104,37,9,9,68,7,, ,EC-12,
16-17,05,Benton                                       ,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    ,000, ,07,07W,02,347,111,22,5,5,53,5,347,111,22,5,5,53,5,, ,EC-12,
