districtNumber,districtType,districtName,year,totalStudents,totalTeachers,studentTeacherRatio
4186,07,GLOBAL ACADEMY,2018,846,62,13.64516129032258
4187,07,NATURAL SCIENCE ACADEMY,2018,156,12,13
4188,07,COLOGNE ACADEMY,2018,1226,101.26,12.107446178155243
4189,07,BRIGHT WATER ELEMENTARY,2018,358,23.86,15.004191114836546
4190,07,RIVERS EDGE ACADEMY,2018,136,11.7,11.623931623931625
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2018,674,50,13.48
4192,07,BEST ACADEMY,2018,1152,54,21.333333333333332
4193,07,COLLEGE PREPARATORY ELEMENTARY,2018,678,57.98,11.693687478440843
4194,07,CANNON RIVER STEM SCHOOL,2018,702,55.38,12.676056338028168
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2018,40,9.98,4.008016032064128
4198,07,DISCOVERY WOODS,2018,192,19.92,9.638554216867469
4199,07,PARNASSUS PREPARATORY CHARTER SCH,2018,2202,134.92,16.32078268603617
4200,07,STEP ACADEMY CHARTER SCHOOL,2018,800,58.8,13.60544217687075
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2018,274,15.24,17.979002624671917
4204,07,ROCHESTER STEM ACADEMY,2018,226,14,16.142857142857142
4205,07,HENNEPIN ELEMENTARY SCHOOL,2018,792,57.62,13.745227351614023
4207,07,VERMILION COUNTRY SCHOOL,2018,88,12.78,6.885758998435055
4208,07,NASHA SHKOLA CHARTER SCHOOL,2018,236,25.74,9.16860916860917
4209,07,MASTERY SCHOOL,2018,412,26.04,15.821812596006145
4210,07,UPPER MISSISSIPPI ACADEMY,2018,548,44.04,12.443233424159855
4212,07,WEST SIDE SUMMIT CHARTER SCHOOL,2018,324,24.42,13.267813267813267
4213,07,PRODEO ACADEMY,2018,990,64,15.46875
4215,07,SEJONG ACADEMY OF MINNESOTA,2018,324,31.54,10.27266962587191
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2018,270,24.08,11.21262458471761
4218,07,VENTURE ACADEMY,2018,602,43.58,13.813675998164296
4219,07,NORTHEAST COLLEGE PREP,2018,570,54,10.555555555555555
4220,07,AGAMIM CLASSICAL ACADEMY,2018,522,32,16.3125
4221,07,DISCOVERY CHARTER SCHOOL,2018,360,35,10.285714285714286
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEM,2018,416,36,11.555555555555555
4224,07,STAR OF THE NORTH ACADEMY CHARTER S,2018,272,28.26,9.62491153573956
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2018,660,38,17.36842105263158
4226,07,BDOTE LEARNING CENTER,2018,160,17.96,8.908685968819599
4227,07,ART AND SCIENCE ACADEMY,2018,716,61.16,11.70699803793329
4228,07,WOODBURY LEADERSHIP ACADEMY,2018,514,36,14.277777777777779
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE,2018,184,20.18,9.117938553022794
4230,07,MINNESOTA EXCELLENCE IN LEARNING AC,2018,444,36,12.333333333333334
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2018,944,81.98,11.515003659429128
4232,07,SUCCESS ACADEMY,2018,160,20,8
4233,07,LEVEL UP ACADEMY,2018,208,21.62,9.620721554116558
4237,07,CAREER PATHWAYS,2018,152,12.44,12.218649517684888
4238,07,ROCHESTER BEACON ACADEMY,2018,222,58.3,3.807890222984563
4239,07,TESFA INTERNATIONAL SCHOOL,2018,322,10,32.2
4240,07,NEW CENTURY SCHOOL,2018,386,22,17.545454545454547
4243,07,NORTH METRO FLEX ACADEMY,2018,398,38.02,10.468174644923723
4244,07,FIT ACADEMY,2018,346,29.98,11.541027351567712
4246,07,BIG PICTURE TWIN CITIES,2018,174,16,10.875
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2018,1374,98.2,13.991853360488799
4254,07,MARINE AREA COMMUNITY SCHOOL,2018,324,19.8,16.363636363636363
6004,61,FRESHWATER ED. DIST.,2018,424,45.34,9.351565946184383
6012,61,ZUMBRO EDUCATION DISTRICT,2018,328,43.6,7.522935779816514
6013,61,HIAWATHA VALLEY ED. DISTRICT,2018,194,28.38,6.8357998590556734
6014,61,RUNESTONE AREA ED. DISTRICT,2018,170,13.14,12.93759512937595
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2018,350,19.56,17.893660531697343
6026,61,WEST CENTRAL EDUCATION DISTRICT,2018,126,10,12.6
6027,61,MN VALLEY EDUCATION DISTRICT,2018,174,25.28,6.882911392405063
6049,61,RIVER BEND EDUCATION DISTRICT,2018,346,49.16,7.038242473555737
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2018,268,52.92,5.064247921390779
6074,50,CENTRAL MINNESOTA JT. POWERS DIST.,2018,38,NA,NA
6076,50,NORTHLAND LEARNING CENTER,2018,324,32.9,9.848024316109424
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2018,166,38.1,4.3569553805774275
6083,52,SOUTHERN MN EDUCATION CONSORTIUM,2018,202,2,101
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECI,2018,390,48.14,8.101371001246365
6094,52,CANNON VALLEY SPECIAL EDUCATION COO,2018,160,47.46,3.37126000842815
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUC,2018,104,19.38,5.366357069143447
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2018,32,NA,NA
6383,61,BENTON-STEARNS ED. DISTRICT,2018,226,40.86,5.531081742535487
6979,61,MID STATE EDUCATION DISTRICT,2018,128,17.6,7.2727272727272725
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2017,2332,169.42,13.76460866485657
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2017,73076,5434.14,13.447574041154626
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2017,542,50.78,10.673493501378495
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2017,944,73.68,12.81216069489685
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2017,7178,442.04,16.23834947063614
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2017,77478,4385.82,17.66556767035583
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2017,13270,712.58,18.622470459457183
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2017,6618,426.6,15.51336146272855
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2017,6306,390.92,16.131177734574848
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2017,9486,570.26,16.63451758846842
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2017,11550,665.88,17.345467651829157
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2017,6140,432.1,14.209673686646608
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2017,1784,134.32,13.281715306730197
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2017,112,22,5.090909090909091
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2017,10518,676.42,15.549510659057983
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2017,1262,100.46,12.562213816444357
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2017,542,50.82,10.665092483274302
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2017,3028,273.92,11.054322429906541
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2017,9026,505.72,17.84782092857708
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2017,3904,230.7,16.922410056350238
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2017,1338,92.02,14.540317322321235
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2017,17320,1085.98,15.948728337538444
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2017,308,32.28,9.541511771995044
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2017,1162,87.74,13.243674492819695
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2017,1140,85.08,13.399153737658674
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2017,4174,286.7,14.558772235786536
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2017,1580,113.44,13.928067700987306
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2017,950,76.56,12.408568443051202
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2017,5136,329.98,15.564579671495242
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2017,710,46.58,15.242593387720053
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2017,1330,87.16,15.259293253786142
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2017,2434,143.74,16.933351885348547
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2017,702,52.98,13.250283125707815
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2017,2060,137.9,14.938361131254531
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2017,7942,504.14,15.75356051890348
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2017,3226,192.52,16.7567006025348
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2017,19380,1179.3,16.43347748664462
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2017,1466,118.72,12.348382749326145
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2017,2428,232.2,10.45650301464255
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2017,2104,128.74,16.343016933354047
0118,01,NORTHLAND COMMUNITY SCHOOLS,2017,698,64.64,10.798267326732674
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2017,2808,177.54,15.816154106116931
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2017,6062,335.7,18.057789693178435
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2017,1782,106.48,16.735537190082646
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2017,1676,110.7,15.140018066847334
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2017,1966,122.96,15.988939492517893
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2017,13322,796.62,16.723155331274636
0160,70,MINNESOTA STATE ACADEMIES,2017,312,70,4.457142857142857
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2017,2108,140.52,15.001423284941644
0166,01,COOK COUNTY PUBLIC SCHOOLS,2017,1012,73,13.863013698630137
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2017,970,75.14,12.909236092627095
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2017,2104,156.72,13.425216947422154
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2017,13490,824.66,16.35825673610943
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2017,2082,138.64,15.017311021350261
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2017,3368,199.48,16.883898135151394
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2017,18494,1210.92,15.272685231063983
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2017,14398,818.92,17.58169296146144
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2017,21986,1181.76,18.60445437313837
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2017,1334,82.28,16.212931453573166
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2017,56514,3386.7,16.68704048188502
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2017,10030,660.42,15.187305048302596
0199,01,INVER GROVE HEIGHTS SCHOOLS,2017,7264,400.94,18.117424053474334
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2017,8910,508.24,17.53108767511412
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2017,1368,94.46,14.482320558966759
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2017,4240,231.42,18.3216662345519
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2017,8154,538.74,15.135315736719011
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2017,1672,108.74,15.37612654037153
0227,01,CHATFIELD PUBLIC SCHOOLS,2017,1828,120.44,15.177681833277981
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2017,694,52.82,13.138962514199166
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2017,546,40.78,13.388916135360471
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2017,1332,103.4,12.88201160541586
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2017,7004,491.54,14.249094682019773
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2017,982,72.76,13.496426608026388
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2017,2300,147.94,15.546843314857375
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2017,1276,88.18,14.47040145157632
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2017,2546,169.9,14.985285462036492
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2017,5290,330.96,15.983804689388446
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2017,524,41.96,12.488083889418494
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2017,226,24.66,9.164639091646391
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2017,13640,913.82,14.926353111115974
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2017,21290,1408.08,15.119879552298165
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2017,17916,1116.36,16.048586477480384
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2017,17174,1036.4,16.57082207641837
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2017,21134,1241.54,17.0224076550091
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2017,4678,269.3,17.370961752692164
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2017,5660,300.76,18.818991887219045
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2017,41694,2585,16.129206963249516
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2017,8770,587.3,14.932743061467734
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2017,25106,1563.96,16.052840226092737
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2017,3706,188.64,19.645886344359628
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2017,9458,617,15.3290113452188
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2017,22584,1357.34,16.638425155082736
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2017,4830,314.58,15.353805073431243
