districtNumber,districtType,districtName,year,totalStudents
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2014,1700
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,2014,902
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2014,515
2769,01,MORRIS AREA PUBLIC SCHOOLS,2014,1047
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2014,1123
2835,01,JANESVILLE-WALDORF-PEMBERTON,2014,604
2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,2014,774
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2014,487
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2014,327
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2014,1627
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2014,1226
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2014,374
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2014,253
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2014,341
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2014,693
2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,2014,534
2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,2014,1226
2897,01,REDWOOD AREA SCHOOL DISTRICT,2014,1101
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2014,413
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2014,1508
2902,01,RTR PUBLIC SCHOOLS,2014,579
2903,01,ORTONVILLE PUBLIC SCHOOLS,2014,511
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2014,763
2905,01,TRI-CITY UNITED SCHOOL DISTRICT,2014,1871
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCH,2014,373
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2014,161
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2014,447
4000,07,CITY ACADEMY,2014,109
4001,07,BLUFFVIEW MONTESSORI,2014,207
4003,07,"NEW HEIGHTS SCHOOL, INC.",2014,101
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2014,161
4005,07,METRO DEAF SCHOOL,2014,72
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2014,194
4008,07,PACT CHARTER SCHOOL,2014,656
4011,07,ATHLOS LEADERSHIP ACADEMY,2014,136
4015,07,COMMUNITY OF PEACE ACADEMY,2014,762
4016,07,WORLD LEARNER CHARTER SCHOOL,2014,210
4017,07,MINNESOTA TRANSITIONS CHARTER SCH,2014,3103
4018,07,ACHIEVE LANGUAGE ACADEMY,2014,424
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2014,1309
4025,07,CYBER VILLAGE ACADEMY,2014,146
4026,07,E.C.H.O. CHARTER SCHOOL,2014,117
4027,07,HIGHER GROUND ACADEMY,2014,744
4029,07,ST. PAUL CITY SCHOOL,2014,393
4031,07,JENNINGS COMMUNITY SCHOOL,2014,74
4032,07,HARVEST PREPARATORY SCHOOL,2014,369
4035,07,LIFE PREP,2014,417
4036,07,FACE TO FACE ACADEMY,2014,72
4038,07,SOJOURNER TRUTH ACADEMY,2014,422
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2014,235
4043,07,MATH AND SCIENCE ACADEMY,2014,442
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2014,133
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2014,105
4053,07,NORTH LAKES ACADEMY,2014,365
4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,2014,51
4055,07,NERSTRAND CHARTER SCHOOL,2014,155
4056,07,ROSA PARKS CHARTER HIGH SCHOOL,2014,99
4057,07,EL COLEGIO CHARTER SCHOOL,2014,79
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,2014,189
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2014,123
4064,07,RIVERWAY LEARNING COMMUNITY CHTR,2014,98
4066,07,KATO PUBLIC CHARTER SCHOOL,2014,65
4067,07,AURORA CHARTER SCHOOL,2014,332
4068,07,EXCELL ACADEMY CHARTER,2014,363
4070,07,HOPE COMMUNITY ACADEMY,2014,500
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,2014,389
4074,07,AFSA HIGH SCHOOL,2014,297
4075,07,AVALON SCHOOL,2014,189
4077,07,TWIN CITIES INTERNATIONAL ELEM SCH,2014,593
4078,07,MINNESOTA INTERNATIONAL MIDDLE CHTR,2014,403
4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,2014,127
4080,07,PILLAGER AREA CHARTER SCHOOL,2014,51
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2014,52
4082,07,BLUESKY CHARTER SCHOOL,2014,442
4083,07,RIDGEWAY COMMUNITY SCHOOL,2014,95
4084,07,NORTH SHORE COMMUNITY SCHOOL,2014,333
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2014,209
4087,07,SAGE ACADEMY CHARTER SCHOOL,2014,81
4088,07,URBAN ACADEMY CHARTER SCHOOL,2014,267
4089,07,NEW CITY SCHOOL,2014,184
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2014,182
4091,07,ARCADIA CHARTER SCHOOL,2014,121
4092,07,WATERSHED HIGH SCHOOL,2014,63
4093,07,NEW CENTURY ACADEMY,2014,145
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2014,132
4097,07,"PARTNERSHIP ACADEMY, INC.",2014,282
4098,07,NOVA CLASSICAL ACADEMY,2014,884
4100,07,GREAT EXPECTATIONS,2014,86
4102,07,MINNESOTA INTERNSHIP CENTER,2014,247
4103,07,HMONG COLLEGE PREP ACADEMY,2014,1126
4104,07,PALADIN CAREER AND TECH HIGH SCHOOL,2014,266
4105,07,GREAT RIVER SCHOOL,2014,416
4106,07,TREKNORTH HIGH SCHOOL,2014,238
4107,07,VOYAGEURS EXPEDITIONARY,2014,87
4110,07,PIM ARTS HIGH SCHOOL,2014,283
4111,07,AUGSBURG FAIRVIEW ACADEMY,2014,169
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2014,610
4113,07,SPERO ACADEMY,2014,77
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEM,2014,692
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2014,476
4119,07,ACADEMIC ARTS HIGH SCHOOL,2014,76
4120,07,ST. CROIX PREPARATORY ACADEMY,2014,1118
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2014,359
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2014,823
4124,07,BEACON ACADEMY,2014,412
4126,07,PRAIRIE SEEDS ACADEMY,2014,791
4127,07,TEAM ACADEMY,2014,136
4131,07,METRO SCHOOLS CHARTER,2014,356
4132,07,TWIN CITIES ACADEMY,2014,206
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2014,273
4137,07,SWAN RIVER MONTESSORI CHARTER SCH,2014,146
4138,07,MILROY AREA CHARTER SCHOOL,2014,44
4139,07,LOVEWORKS ACADEMY FOR ARTS,2014,281
4140,07,YINGHUA ACADEMY,2014,564
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2014,527
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCH,2014,435
4144,07,GREEN ISLE COMMUNITY SCHOOL,2014,49
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2014,22
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2014,92
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2014,122
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2014,97
4152,07,TWIN CITIES GERMAN IMMERSION CHTR,2014,376
4153,07,DUGSI ACADEMY,2014,356
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2014,105
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2014,473
4160,07,SPECTRUM HIGH SCHOOL,2014,528
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2014,155
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2014,109
4163,07,LEARNING FOR LEADERSHIP CHARTER,2014,206
4164,07,LAURA JEFFREY ACADEMY CHARTER,2014,162
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2014,93
4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,2014,286
4168,07,GLACIAL HILLS ELEMENTARY,2014,124
4169,07,STONEBRIDGE WORLD SCHOOL,2014,203
4170,07,HIAWATHA ACADEMIES,2014,655
4171,07,NOBLE ACADEMY,2014,476
4172,07,CLARKFIELD CHARTER SCHOOL,2014,56
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2014,39
4178,07,LINCOLN INTERNATIONAL SCHOOL,2014,142
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2014,975
4183,07,LIONSGATE ACADEMY,2014,161
4184,07,ASPEN ACADEMY,2014,506
4185,07,DAVINCI ACADEMY,2014,422
4186,07,GLOBAL ACADEMY,2014,427
4187,07,NATURAL SCIENCE ACADEMY,2014,60
4188,07,COLOGNE ACADEMY,2014,461
4189,07,BRIGHT WATER ELEMENTARY,2014,163
4190,07,RIVERS EDGE ACADEMY,2014,79
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2014,199
4192,07,BEST ACADEMY,2014,497
4193,07,COLLEGE PREPARATORY ELEMENTARY,2014,295
4194,07,CANNON RIVER STEM SCHOOL,2014,281
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2014,41
4198,07,DISCOVERY WOODS,2014,114
4199,07,PARNASSUS PREPARATORY CHARTER SCH,2014,760
4200,07,STEP ACADEMY CHARTER SCHOOL,2014,170
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2014,106
4204,07,ROCHESTER STEM ACADEMY,2014,76
4205,07,HENNEPIN ELEMENTARY SCHOOL,2014,218
4207,07,VERMILION COUNTRY SCHOOL,2014,64
4208,07,NASHA SHKOLA CHARTER SCHOOL,2014,161
4209,07,MASTERY SCHOOL,2014,199
4210,07,UPPER MISSISSIPPI ACADEMY,2014,170
4212,07,WEST SIDE SUMMIT CHARTER SCHOOL,2014,106
4213,07,PRODEO ACADEMY,2014,65
4215,07,SEJONG ACADEMY OF MINNESOTA,2014,NA
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2014,NA
4218,07,VENTURE ACADEMY,2014,118
4219,07,NORTHEAST COLLEGE PREP,2014,NA
4220,07,AGAMIM CLASSICAL ACADEMY,2014,NA
4221,07,DISCOVERY CHARTER SCHOOL,2014,NA
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEM,2014,NA
4224,07,STAR OF THE NORTH ACADEMY CHARTER S,2014,NA
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2014,NA
4226,07,BDOTE LEARNING CENTER,2014,NA
4227,07,ART AND SCIENCE ACADEMY,2014,NA
4228,07,WOODBURY LEADERSHIP ACADEMY,2014,NA
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE,2014,NA
4230,07,MINNESOTA EXCELLENCE IN LEARNING AC,2014,NA
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2014,NA
4232,07,SUCCESS ACADEMY,2014,NA
4233,07,LEVEL UP ACADEMY,2014,NA
4237,07,CAREER PATHWAYS,2014,NA
4238,07,ROCHESTER BEACON ACADEMY,2014,NA
4239,07,TESFA INTERNATIONAL SCHOOL,2014,NA
4240,07,NEW CENTURY SCHOOL,2014,NA
4243,07,NORTH METRO FLEX ACADEMY,2014,NA
4244,07,FIT ACADEMY,2014,NA
4246,07,BIG PICTURE TWIN CITIES,2014,NA
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2014,NA
4254,07,MARINE AREA COMMUNITY SCHOOL,2014,NA
6004,61,FRESHWATER ED. DIST.,2014,157
6012,61,ZUMBRO EDUCATION DISTRICT,2014,150
6013,61,HIAWATHA VALLEY ED. DISTRICT,2014,122
6014,61,RUNESTONE AREA ED. DISTRICT,2014,106
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2014,96
6026,61,WEST CENTRAL EDUCATION DISTRICT,2014,67
6027,61,MN VALLEY EDUCATION DISTRICT,2014,93
6049,61,RIVER BEND EDUCATION DISTRICT,2014,142
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2014,154
6074,50,CENTRAL MINNESOTA JT. POWERS DIST.,2014,25
6076,50,NORTHLAND LEARNING CENTER,2014,92
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2014,75
6083,52,SOUTHERN MN EDUCATION CONSORTIUM,2014,NA
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECI,2014,NA
6094,52,CANNON VALLEY SPECIAL EDUCATION COO,2014,NA
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUC,2014,NA
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2014,NA
6383,61,BENTON-STEARNS ED. DISTRICT,2014,100
6979,61,MID STATE EDUCATION DISTRICT,2014,47
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2013,1284
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2013,35262
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2013,289
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2013,399
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2013,3371
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2013,38403
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2013,6548
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2013,3043
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2013,2919
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2013,5067
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2013,5453
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2013,2942
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2013,907
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2013,53
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2013,5196
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2013,614
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2013,265
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2013,1365
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2013,3987
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2013,1769
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2013,630
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2013,7765
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2013,167
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2013,609
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2013,620
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2013,1917
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2013,802
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2013,486
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2013,2452
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2013,333
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2013,646
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2013,1242
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2013,323
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2013,1021
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2013,3604
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2013,1610
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2013,9323
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2013,794
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2013,1131
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2013,872
0118,01,NORTHLAND COMMUNITY SCHOOLS,2013,351
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2013,1327
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2013,3201
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2013,896
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2013,863
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2013,938
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2013,5717
0160,70,MINNESOTA STATE ACADEMIES,2013,208
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2013,1016
0166,01,COOK COUNTY PUBLIC SCHOOLS,2013,468
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2013,488
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2013,976
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2013,6550
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2013,1178
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2013,1639
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2013,9710
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2013,6779
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2013,10919
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2013,578
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2013,27174
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2013,4786
0199,01,INVER GROVE HEIGHTS SCHOOLS,2013,3798
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2013,4659
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2013,762
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2013,2091
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2013,3943
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2013,861
0227,01,CHATFIELD PUBLIC SCHOOLS,2013,908
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2013,335
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2013,260
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2013,664
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2013,3335
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2013,507
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2013,1174
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2013,661
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2013,1170
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2013,2834
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2013,247
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2013,96
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2013,7034
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2013,10439
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2013,9269
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2013,8435
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2013,9567
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2013,2265
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2013,2789
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2013,20623
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2013,4403
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2013,12181
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2013,1762
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2013,4605
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2013,10622
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2013,2177
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2013,1253
0288,06,SOUTHWEST METRO INTERMEDIATE 288,2013,NA
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2013,2571
0297,01,SPRING GROVE SCHOOL DISTRICT,2013,344
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2013,699
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2013,1254
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2013,263
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2013,542
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2013,1538
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2013,852
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2013,1052
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2013,903
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2013,4035
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2013,555
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2013,354
0332,01,MORA PUBLIC SCHOOL DISTRICT,2013,1783
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2013,555
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2013,1423
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2013,4197
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2013,157
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2013,1216
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2013,311
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2013,349
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2013,500
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2013,1400
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2013,484
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2013,440
0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,2013,43
0398,52,MIDWEST SPECIAL EDUCATION COOP.,2013,15
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2013,100
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2013,200
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2013,105
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2013,2270
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2013,438
0415,01,LYND PUBLIC SCHOOL DISTRICT,2013,121
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2013,2947
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2013,410
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2013,655
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2013,554
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2013,405
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2013,165
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2013,257
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2013,937
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2013,1694
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2013,2266
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2013,499
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2013,3269
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2013,686
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2013,2504
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2013,1117
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2013,880
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2013,341
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2013,381
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2013,4582
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2013,402
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2013,240
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2013,294
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2013,507
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2013,302
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2013,330
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2013,1946
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2013,612
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2013,168
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2013,2730
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2013,1856
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2013,1153
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2013,1943
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2013,16441
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2013,447
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2013,2495
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2013,376
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2013,535
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST.,2013,913
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2013,1357
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2013,601
0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST.,2013,692
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2013,175
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2013,1979
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2013,448
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2013,1679
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2013,343
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2013,174
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2013,1299
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2013,1751
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2013,457
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2013,259
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2013,678
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2013,10480
0622,01,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS,2013,10715
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2013,6998
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2013,8147
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2013,37913
0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,2013,372
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2013,27
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2013,381
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2013,3953
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2013,3901
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2013,346
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2013,257
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2013,1238
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2013,999
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2013,754
0696,01,ELY PUBLIC SCHOOL DISTRICT,2013,556
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2013,272
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2013,2070
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2013,2431
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2013,1739
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2013,1695
0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,2013,79
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2013,9020
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2013,574
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2013,1630
