DistrictNumber,districtType,districtName,year,percentMinority
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2005,0.0310679611650485
0801,01,BROWNS VALLEY PUBLIC SCHOOL DIST.,2005,0.398692810457516
2159,01,BUFFALO LK-HECTOR-STEWART PUBLIC SC,2005,0.14017094017094
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2005,0.054236669101534
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2005,0.25661278471712
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2005,0.284210526315789
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2005,0.0280076384468491
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2005,0.0282167042889391
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2005,0.0569948186528497
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2005,0.106060606060606
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2005,0.0180921052631579
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2005,0.0382395382395382
4194,07,CANNON RIVER STEM SCHOOL,2005,NA
6094,52,Cannon Valley Special Education Coo,2005,NA
4237,07,Career Pathways,2005,NA
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2005,0.137715179968701
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2005,0.83287419651056
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2005,0.0663507109004739
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2005,0.990909090909091
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2005,0.0695293615811176
6074,50,CENTRAL MINNESOTA JT. POWERS DIST.,2005,0
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2005,0.0729270729270729
0227,01,CHATFIELD PUBLIC SCHOOLS,2005,0.0218340611353712
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2005,0.0504201680672269
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2005,0.038860103626943
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,2005,0.00518134715025907
4000,07,CITY ACADEMY,2005,0.842105263157895
4172,07,CLARKFIELD CHARTER SCHOOL,2005,NA
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2005,0.167330677290837
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2005,0.0223880597014925
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2005,0.210526315789474
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2005,0.0253164556962025
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2005,0.172606268784886
4193,07,COLLEGE PREPARATORY ELEMENTARY,2005,NA
4188,07,COLOGNE ACADEMY,2005,NA
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2005,0.450751252086811
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2005,0.101910828025478
4015,07,COMMUNITY OF PEACE ACADEMY,2005,0.918149466192171
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2005,NA
0166,01,COOK COUNTY PUBLIC SCHOOLS,2005,0.204236006051437
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2005,NA
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2005,0.0283018867924528
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2005,0.208163265306122
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2005,0.0422432629278951
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2005,0.0222222222222222
4025,07,CYBER VILLAGE ACADEMY,2005,0.101694915254237
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2005,0.0303030303030303
4185,07,DAVINCI ACADEMY,2005,NA
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2005,0.031634446397188
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2005,0.335294117647059
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2005,0.033855482566953
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2005,0.142804154302671
2164,01,DILWORTH-GLYNDON-FELTON,2005,0.123520710059172
4221,07,DISCOVERY CHARTER SCHOOL,2005,NA
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2005,0.25
4198,07,Discovery Woods,2005,NA
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2005,0.0204444444444444
4153,07,DUGSI ACADEMY,2005,NA
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2005,0.136417883044157
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2005,0.178756476683938
4026,07,E.C.H.O. CHARTER SCHOOL,2005,0.0807453416149068
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2005,0.0666666666666667
2580,01,EAST CENTRAL SCHOOL DISTRICT,2005,0.132978723404255
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2005,0.134049773755656
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2005,NA
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2005,0.117733089579525
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2005,0.159126827340972
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2005,0.0191616766467066
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2005,0.0437710437710438
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2005,0.115546503733876
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2005,NA
4057,07,EL COLEGIO CHARTER SCHOOL,2005,0.902173913043478
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2005,0.0563985374771481
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2005,0.0492610837438424
0696,01,ELY PUBLIC SCHOOL DISTRICT,2005,0.0796324655436447
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2005,0.02615518744551
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2005,0.0473760932944606
4068,07,EXCELL ACADEMY CHARTER,2005,0.962962962962963
4036,07,FACE TO FACE ACADEMY,2005,0.637931034482759
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2005,0.0850713501646542
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2005,0.219024390243902
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2005,0.0790879942999644
0935,52,FERGUS FALLS AREA SP. ED. COOP.,2005,0.194805194805195
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2005,0.0515084621044886
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2005,0.0641025641025641
2198,01,FILLMORE CENTRAL,2005,0.0244648318042813
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2005,0.132258064516129
4244,07,FIT Academy,2005,NA
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2005,0.050125313283208
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2005,0.0172927847346452
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2005,0.0537861768204044
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2005,0.0816640986132511
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2005,0.0863436123348018
6004,61,FRESHWATER ED. DIST.,2005,0.0967741935483871
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2005,0.289619651347068
4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,2005,0.978723404255319
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2005,0.06187624750499
2365,01,G.F.W.,2005,0.105202312138728
4168,07,GLACIAL HILLS ELEMENTARY,2005,NA
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2005,0.150899593731863
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2005,0.0647668393782383
4186,07,GLOBAL ACADEMY,2005,NA
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2005,0.0512820512820513
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2005,0.0399334442595674
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2005,0.0751445086705202
2536,01,GRANADA HUNTLEY-EAST CHAIN,2005,0.0358306188925081
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2005,0.0368271954674221
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2005,0.0783572688334593
4100,07,GREAT EXPECTATIONS,2005,0.222222222222222
4105,07,GREAT RIVER SCHOOL,2005,0.259259259259259
4144,07,GREEN ISLE COMMUNITY SCHOOL,2005,NA
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,2005,0.0147368421052632
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2005,0.105828220858896
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2005,0.024390243902439
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2005,0.0126050420168067
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2005,0.053921568627451
4032,07,HARVEST PREPARATORY SCHOOL,2005,1
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2005,0.0671785028790787
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2005,0.0190156599552573
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2005,0.0518763796909492
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2005,0.0154639175257732
4205,07,HENNEPIN ELEMENTARY SCHOOL,2005,NA
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2005,0.032967032967033
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2005,0.043859649122807
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2005,0.0346211741093828
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2005,0.148148148148148
4170,07,HIAWATHA ACADEMIES,2005,NA
6013,61,HIAWATHA VALLEY ED. DISTRICT,2005,0.0520833333333333
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2005,0.0386697602474865
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2005,0.886255924170616
4027,07,HIGHER GROUND ACADEMY,2005,0.997658079625293
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2005,0.0198863636363636
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2005,0.0134680134680135
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2005,0.138157894736842
4103,07,HMONG COLLEGE PREP ACADEMY,2005,1
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2005,0
4070,07,HOPE COMMUNITY ACADEMY,2005,0.984749455337691
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2005,0.21756968746229
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2005,0.0150862068965517
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2005,0.0296220633299285
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2005,0.0719921104536489
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2005,0.336182336182336
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2005,0.136518771331058
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2005,0.13401310997815
4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,2005,NA
0199,01,INVER GROVE HEIGHTS SCHOOLS,2005,0.167890870933893
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2005,0.105982905982906
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2005,0
2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,2005,0.0572139303482587
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE,2005,NA
2835,01,JANESVILLE-WALDORF-PEMBERTON,2005,0.0135363790186125
4031,07,JENNINGS COMMUNITY SCHOOL,2005,0.452380952380952
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2005,0.0453031312458361
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2005,0
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2005,0.0475217169136433
4066,07,KATO PUBLIC CHARTER SCHOOL,2005,0.0480769230769231
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2005,0.311111111111111
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2005,0.0482456140350877
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2005,0.0993265993265993
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2005,0.0297029702970297
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2005,0.0163551401869159
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2005,NA
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2005,0.0935064935064935
4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,2005,0.0428571428571429
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2005,0.0459619172685489
2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,2005,0.0753098188751192
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2005,0.0380952380952381
0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,2005,0.0666666666666667
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2005,0
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2005,0.0514285714285714
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2005,0.0228716645489199
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2005,0.0369276218611521
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2005,0.0300157977883096
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2005,0.0440366972477064
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEM,2005,0.126436781609195
2167,01,LAKEVIEW SCHOOL DISTRICT,2005,0.0578231292517007
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2005,0.0642491864249186
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2005,0.0330188679245283
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2005,0.0190217391304348
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2005,0.188118811881188
4164,07,LAURA JEFFREY ACADEMY CHARTER,2005,NA
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2005,0.143072289156627
4163,07,LEARNING FOR LEADERSHIP CHARTER,2005,NA
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2005,0.0108695652173913
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2005,0.0492170022371365
4233,07,LEVEL UP ACADEMY,2005,NA
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,2005,0.0287581699346405
4035,07,LIFE PREP,2005,0.708860759493671
4178,07,LINCOLN INTERNATIONAL SCHOOL,2005,NA
4183,07,LIONSGATE ACADEMY,2005,NA
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2005,0.0854745673833246
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2005,0.0346304891110318
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2005,0.0142857142857143
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,2005,0.189248895434462
4139,07,LOVEWORKS ACADEMY FOR ARTS,2005,NA
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2005,0.071969696969697
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2005,0.0155038759689922
0415,01,LYND PUBLIC SCHOOL DISTRICT,2005,0.405940594059406
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2005,0
2180,01,MACCRAY SCHOOL DISTRICT,2005,0.0476190476190476
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2005,0.321428571428571
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2005,0.649193548387097
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2005,0.063130491376505
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2005,0.129671897289586
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2005,0.0159744408945687
2135,01,MAPLE RIVER SCHOOL DISTRICT,2005,0.0368
4254,07,Marine Area Community School,2005,NA
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2005,0.0303030303030303
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2005,0.165315315315315
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2005,0.0268065268065268
4209,07,MASTERY SCHOOL,2005,NA
4043,07,MATH AND SCIENCE ACADEMY,2005,0.0693069306930693
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2005,0.15071283095723
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2005,0.0635359116022099
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2005,0.0948275862068965
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2005,0.133378469871361
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2005,0.0240963855421687
2711,01,MESABI EAST SCHOOL DISTRICT,2005,0.0205627705627706
4005,07,METRO DEAF SCHOOL,2005,0.197183098591549
4131,07,METRO SCHOOLS CHARTER,2005,NA
6979,61,MID STATE EDUCATION DISTRICT,2005,0.0526315789473684
0398,52,MIDWEST SPECIAL EDUCATION COOP.,2005,0
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2005,0.0380462724935733
4138,07,MILROY AREA CHARTER SCHOOL,2005,NA
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2005,0
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2005,NA
0001,03,Minneapolis Public School District,2005,0.725079631595842
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2005,0.041036717062635
1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,2005,0.537037037037037
4230,07,Minnesota Excellence in Learning Ac,2005,NA
4078,07,MINNESOTA INTERNATIONAL MIDDLE CHTR,2005,1
4102,07,MINNESOTA INTERNSHIP CENTER,2005,0.987623762376238
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2005,NA
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2005,0.0642201834862385
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2005,NA
0160,70,MINNESOTA STATE ACADEMIES,2005,0.105820105820106
4017,07,MINNESOTA TRANSITIONS CHARTER SCH,2005,0.763490241102181
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2005,0.0838032786885246
2149,01,MINNEWASKA SCHOOL DISTRICT,2005,0.0227106227106227
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2005,0.127272727272727
6027,61,MN VALLEY EDUCATION DISTRICT,2005,0.0566037735849057
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2005,0.0673854447439353
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2005,0.043369890329013
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2005,0.156899109792285
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2005,0.0436456996148909
0332,01,MORA PUBLIC SCHOOL DISTRICT,2005,0.0578811369509044
2769,01,MORRIS AREA PUBLIC SCHOOLS,2005,0.0560560560560561
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2005,0.177558685446009
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2005,0.0605590062111801
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2005,0.291015625
2169,01,MURRAY COUNTY CENTRAL SCHOOL DIST.,2005,0.0376134889753567
4208,07,NASHA SHKOLA CHARTER SCHOOL,2005,NA
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2005,0.0658682634730539
4187,07,NATURAL SCIENCE ACADEMY,2005,NA
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2005,NA
4055,07,NERSTRAND CHARTER SCHOOL,2005,0.025974025974026
0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,2005,0.987654320987654
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2005,0.0681399631675875
4093,07,NEW CENTURY ACADEMY,2005,0.0533333333333333
4240,07,New Century School,2005,NA
4089,07,NEW CITY SCHOOL,2005,0.580645161290323
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2005,NA
4003,07,"NEW HEIGHTS SCHOOL, INC.",2005,0.0393700787401575
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2005,0.0161676646706587
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCH,2005,NA
0721,01,NEW PRAGUE AREA SCHOOLS,2005,0.0299806576402321
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2005,0.0381411661551951
0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST.,2005,0.015645371577575
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2005,0.0156739811912226
4171,07,NOBLE ACADEMY,2005,NA
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2005,0.1484375
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2005,0.12962962962963
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2005,0.0493513100992114
4053,07,NORTH LAKES ACADEMY,2005,0.0101522842639594
4243,07,North Metro Flex Academy,2005,NA
4084,07,NORTH SHORE COMMUNITY SCHOOL,2005,0
0622,01,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS,2005,0.246192215195511
4219,07,NORTHEAST COLLEGE PREP,2005,NA
0916,06,NORTHEAST METRO 916,2005,0.257234726688103
6096,52,Northern Lights Academy Cooperative,2005,NA
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2005,NA
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2005,0.0940479257923216
0118,01,NORTHLAND COMMUNITY SCHOOLS,2005,0.204322200392927
6076,50,NORTHLAND LEARNING CENTER,2005,0.213675213675214
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2005,0.204545454545455
4098,07,NOVA CLASSICAL ACADEMY,2005,0.112612612612613
2168,01,NRHEG SCHOOL DISTRICT,2005,0.0101626016260163
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2005,0.0154559505409583
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2005,0.238787878787879
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2005,0.0497041420118343
2903,01,ORTONVILLE PUBLIC SCHOOLS,2005,NA
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2005,0.0190058479532164
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2005,NA
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2005,0.357076780758557
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2005,0.161264344674854
4008,07,PACT CHARTER SCHOOL,2005,0.0560578661844485
4104,07,PALADIN CAREER AND TECH HIGH SCHOOL,2005,0.10625
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2005,0.09192037470726
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2005,0.0247349823321555
4199,07,PARNASSUS PREPARATORY CHARTER SCH,2005,NA
4097,07,"PARTNERSHIP ACADEMY, INC.",2005,0.935294117647059
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2005,0.0213903743315508
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST.,2005,0.267141585040071
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2005,0.0110650069156293
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2005,0.0610211706102117
1000,70,PERPICH CENTER FOR ARTS EDUCATION,2005,0.0877862595419847
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2005,0.0137120470127326
4080,07,PILLAGER AREA CHARTER SCHOOL,2005,0.0697674418604651
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2005,0.0256064690026954
4110,07,PIM Arts High School,2005,0.179245283018868
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2005,0.0250447227191413
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2005,0.0419016921837228
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2005,1
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2005,0.0524379024839006
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2005,0.0564836913285601
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2005,NA
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2005,0.0636363636363636
4126,07,PRAIRIE SEEDS ACADEMY,2005,0.959677419354839
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2005,0.0340116279069767
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2005,0.0973600134521607
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2005,0.0203969128996692
4213,07,PRODEO ACADEMY,2005,NA
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2005,0.0316455696202532
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCH,2005,NA
0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,2005,0.0330788804071247
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2005,1
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2005,0.0368932038834951
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2005,0.116065350578625
2897,01,REDWOOD AREA SCHOOL DISTRICT,2005,0.219803370786517
0926,83,REGION 4-LAKES COUNTRY SERVICE COOP,2005,0.233333333333333
0991,83,Region 6 and 8-SW/WC Service Coop,2005,0.184210526315789
2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,2005,0.210674157303371
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2005,0.515044663845792
4083,07,RIDGEWAY COMMUNITY SCHOOL,2005,0
6049,61,RIVER BEND EDUCATION DISTRICT,2005,0.157534246575342
4190,07,RIVERS EDGE ACADEMY,2005,NA
4064,07,RIVERWAY LEARNING COMMUNITY CHTR,2005,0.15
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2005,0.361471050857614
4238,07,ROCHESTER BEACON ACADEMY,2005,NA
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2005,NA
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2005,0.244443072363547
4204,07,ROCHESTER STEM ACADEMY,2005,NA
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2005,0.0547550432276657
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2005,0.042894280762565
4056,07,Rosa Parks Charter High School,2005,0.195121951219512
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2005,0.0180806675938804
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2005,0.16353509359467
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2005,0.264752287787946
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2005,0.0745614035087719
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2005,NA
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2005,0.0352781546811398
2902,01,RTR PUBLIC SCHOOLS,2005,NA
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2005,NA
6014,61,RUNESTONE AREA ED. DISTRICT,2005,0.0461538461538462
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2005,0.0444214876033058
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2005,0.0186513629842181
4087,07,SAGE ACADEMY CHARTER SCHOOL,2005,0.265822784810127
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEM,2005,NA
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2005,0.0266067726330339
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2005,0.0176056338028169
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2005,0.0440613026819923
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,2005,0.18125
