Area,Family Size,Number of Adults,Number of Workers,Number of Children,Age of Adults,Yearly Cost,Hourly Wage,Child Care,Food,Health Care,Housing,Transport,Other,Taxes
Wilkin County                   ,3,2,2,1,19-50,47340,11.38,393,749,496,710,719,448,430
Wilkin County                   ,2,2,1.5,0,19-50,34680,11.12,0,602,346,534,671,349,388
Wilkin County                   ,5,2,1.5,3,19-50,60144,19.28,371,1184,512,1033,768,681,463
Wilkin County                   ,2,2,1,0,19-50,33912,16.3,0,602,346,534,671,349,324
Wilkin County                   ,2,2,2,0,51+,35196,8.46,0,578,409,534,671,342,399
Wilkin County                   ,3,1,1,2,19-50,55680,26.77,743,739,488,1033,661,544,432
Wilkin County                   ,5,1,1,4,19-50,62376,29.99,743,1183,503,1033,702,680,354
Wilkin County                   ,4,2,1,2,19-50,50484,24.27,0,978,504,1033,757,618,317
Wilkin County                   ,1,1,1,0,19-50,26136,12.57,0,328,138,525,621,262,304
Wilkin County                   ,4,2,1.5,2,19-50,57288,18.36,371,978,504,1033,757,618,513
Wilkin County                   ,3,2,1,1,19-50,40308,19.38,0,749,496,710,719,448,237
Wilkin County                   ,4,2,2,2,19-50,63048,15.16,743,978,504,1033,757,618,621
Wilkin County                   ,2,1,1,1,19-50,37800,18.17,393,484,338,710,625,367,233
Wilkin County                   ,2,2,1,0,51+,34392,16.53,0,578,409,534,671,342,332
Wilkin County                   ,3,2,1.5,1,19-50,44112,14.14,197,749,496,710,719,448,357
Wilkin County                   ,2,2,2,0,19-50,34680,8.34,0,602,346,534,671,349,388
Wilkin County                   ,6,2,2,4,19-50,70116,16.85,743,1442,519,1033,793,760,553
Wilkin County                   ,4,1,1,3,19-50,59460,28.59,743,973,496,1033,691,616,403
Wilkin County                   ,1,1,1,0,51+,26352,12.67,0,315,169,525,621,258,308
Wilkin County                   ,6,2,1.5,4,19-50,64308,20.61,371,1442,519,1033,793,760,441
Wilkin County                   ,5,2,1,3,19-50,53292,25.62,0,1184,512,1033,768,681,263
EDR  4 - West Central           ,2,2,1,0,51+,35892,17.26,0,581,409,603,680,364,354
EDR  4 - West Central           ,4,1,1,3,19-50,61164,29.41,821,978,496,1038,700,619,445
EDR  4 - West Central           ,6,2,2,4,19-50,71868,17.28,821,1450,519,1038,805,764,592
EDR  4 - West Central           ,6,2,1.5,4,19-50,65364,20.95,410,1450,519,1038,805,764,461
EDR  4 - West Central           ,5,1,1,4,19-50,64104,30.82,821,1189,503,1038,712,684,395
EDR  4 - West Central           ,2,2,2,0,19-50,36240,8.71,0,605,346,603,680,371,415
EDR  4 - West Central           ,4,2,1,2,19-50,50844,24.44,0,983,504,1038,768,621,323
EDR  4 - West Central           ,2,2,1.5,0,51+,36756,11.78,0,581,409,603,680,364,426
EDR  4 - West Central           ,3,2,2,1,19-50,50796,12.21,493,753,496,774,729,469,519
EDR  4 - West Central           ,2,1,1,1,19-50,41136,19.78,493,487,338,774,633,387,316
EDR  4 - West Central           ,5,2,1,3,19-50,53712,25.82,0,1190,512,1038,779,684,273
EDR  4 - West Central           ,1,1,1,0,19-50,27552,13.25,0,330,138,590,629,283,326
EDR  4 - West Central           ,4,2,1.5,2,19-50,58164,18.64,410,983,504,1038,768,621,523
EDR  4 - West Central           ,2,2,2,0,51+,36756,8.84,0,581,409,603,680,364,426
EDR  4 - West Central           ,1,1,1,0,51+,27780,13.36,0,317,169,590,629,279,331
EDR  4 - West Central           ,3,2,1.5,1,19-50,46512,14.91,247,753,496,774,729,469,408
Northwest Minnesota             ,5,1,1,4,19-50,64464,30.99,830,1187,503,1020,749,678,405
EDR  2 - Headwaters             ,4,2,2,2,19-50,63984,15.38,787,982,504,983,829,603,644
EDR  2 - Headwaters             ,2,2,1,0,19-50,35472,17.05,0,604,346,566,731,359,350
EDR  2 - Headwaters             ,3,2,1,1,19-50,42456,20.41,0,753,496,748,786,461,294
EDR  2 - Headwaters             ,5,2,2,3,19-50,66924,16.09,787,1189,512,983,842,667,597
EDR  2 - Headwaters             ,3,1,1,2,19-50,56496,27.16,787,743,488,983,720,530,457
EDR  2 - Headwaters             ,4,1,1,3,19-50,60300,28.99,787,977,496,983,754,602,426
EDR  2 - Headwaters             ,6,2,2,4,19-50,71208,17.12,787,1449,519,983,870,747,579
EDR  2 - Headwaters             ,6,2,1.5,4,19-50,65112,20.87,394,1449,519,983,870,747,464
EDR  2 - Headwaters             ,6,2,1,4,19-50,58032,27.9,0,1449,519,983,870,747,268
EDR  2 - Headwaters             ,4,2,1,2,19-50,50736,24.39,0,982,504,983,829,603,327
EDR  2 - Headwaters             ,2,2,1.5,0,51+,36840,11.81,0,581,409,566,731,352,431
EDR  2 - Headwaters             ,3,2,2,1,19-50,51156,12.3,488,753,496,748,786,461,531
EDR  2 - Headwaters             ,2,2,2,0,19-50,36312,8.73,0,604,346,566,731,359,420
EDR  2 - Headwaters             ,2,1,1,1,19-50,41292,19.85,488,486,338,748,679,379,323
EDR  2 - Headwaters             ,5,2,1,3,19-50,53628,25.78,0,1189,512,983,842,667,276
EDR  2 - Headwaters             ,1,1,1,0,19-50,27612,13.28,0,330,138,557,675,272,329
EDR  2 - Headwaters             ,4,2,1.5,2,19-50,57828,18.53,394,982,504,983,829,603,524
EDR  2 - Headwaters             ,2,2,2,0,51+,36840,8.86,0,581,409,566,731,352,431
EDR  2 - Headwaters             ,1,1,1,0,51+,27864,13.4,0,317,169,557,675,268,336
EDR  2 - Headwaters             ,3,2,1.5,1,19-50,46872,15.02,244,753,496,748,786,461,418
EDR  2 - Headwaters             ,2,2,1.5,0,19-50,36312,11.64,0,604,346,566,731,359,420
EDR  2 - Headwaters             ,5,2,1.5,3,19-50,60744,19.47,394,1189,512,983,842,667,475
EDR  2 - Headwaters             ,5,1,1,4,19-50,63264,30.42,787,1187,503,983,767,666,379
EDR  2 - Headwaters             ,2,2,1,0,51+,35976,17.3,0,581,409,566,731,352,359
EDR  3 - Arrowhead              ,4,2,1.5,2,19-50,60348,19.34,484,980,504,1083,779,633,566
EDR  3 - Arrowhead              ,2,2,2,0,51+,37812,9.09,0,580,409,652,690,378,442
EDR  3 - Arrowhead              ,1,1,1,0,51+,28896,13.89,0,316,169,642,637,295,349
EDR  3 - Arrowhead              ,3,2,1.5,1,19-50,48540,15.56,278,751,496,839,740,488,453
EDR  3 - Arrowhead              ,4,2,2,2,19-50,68184,16.39,968,980,504,1083,779,633,735
EDR  3 - Arrowhead              ,2,2,1,0,19-50,36408,17.5,0,603,346,652,690,385,358
EDR  3 - Arrowhead              ,3,2,1,1,19-50,43536,20.93,0,751,496,839,740,488,314
EDR  3 - Arrowhead              ,5,2,2,3,19-50,71112,17.09,968,1187,512,1083,791,697,688
EDR  3 - Arrowhead              ,3,1,1,2,19-50,60876,29.27,968,741,488,1083,680,560,553
EDR  3 - Arrowhead              ,4,1,1,3,19-50,64644,31.08,968,975,496,1083,710,632,523
EDR  3 - Arrowhead              ,5,1,1,4,19-50,67584,32.49,968,1185,503,1083,723,696,474
EDR  3 - Arrowhead              ,6,2,2,4,19-50,75348,18.11,968,1446,519,1083,817,776,670
EDR  3 - Arrowhead              ,6,2,1.5,4,19-50,67452,21.62,484,1446,519,1083,817,776,496
EDR  3 - Arrowhead              ,6,2,1,4,19-50,59028,28.38,0,1446,519,1083,817,776,278
EDR  3 - Arrowhead              ,2,2,1,0,51+,36900,17.74,0,580,409,652,690,378,366
EDR  3 - Arrowhead              ,2,2,1.5,0,19-50,37296,11.95,0,603,346,652,690,385,432
EDR  4 - West Central           ,4,2,2,2,19-50,64704,15.55,821,983,504,1038,768,621,657
EDR  4 - West Central           ,2,2,1,0,19-50,35412,17.02,0,605,346,603,680,371,346
EDR  4 - West Central           ,3,2,1,1,19-50,42012,20.2,0,753,496,774,729,469,280
EDR  4 - West Central           ,5,2,2,3,19-50,67608,16.25,821,1190,512,1038,779,684,610
EDR  4 - West Central           ,3,1,1,2,19-50,57372,27.58,821,743,488,1038,670,547,474
EDR  4 - West Central           ,6,2,1,4,19-50,58092,27.93,0,1450,519,1038,805,764,265
EDR  4 - West Central           ,2,2,1.5,0,19-50,36240,11.62,0,605,346,603,680,371,415
EDR  4 - West Central           ,5,2,1.5,3,19-50,61032,19.56,410,1190,512,1038,779,684,473
EDR  6W- Upper Minnesota Valley,5,1,1,4,19-50,61236,29.44,736,1216,503,986,653,676,333
EDR  6W- Upper Minnesota Valley,6,2,2,4,19-50,68952,16.57,736,1483,519,986,735,758,529
EDR  6W- Upper Minnesota Valley,6,2,1.5,4,19-50,63228,20.27,368,1483,519,986,735,758,420
EDR  6W- Upper Minnesota Valley,6,2,1,4,19-50,56604,27.21,0,1483,519,986,735,758,236
EDR  6W- Upper Minnesota Valley,4,2,1.5,2,19-50,55776,17.88,368,1005,504,986,702,612,471
EDR  6W- Upper Minnesota Valley,2,2,2,0,51+,35580,8.55,0,595,409,573,625,359,404
EDR  6W- Upper Minnesota Valley,1,1,1,0,51+,26568,12.77,0,324,169,560,580,272,309
EDR  6W- Upper Minnesota Valley,3,2,1.5,1,19-50,43896,14.07,212,770,496,710,668,455,347
EDR  6W- Upper Minnesota Valley,4,2,2,2,19-50,61608,14.81,736,1005,504,986,702,612,589
EDR  6W- Upper Minnesota Valley,2,2,1,0,19-50,34272,16.48,0,619,346,573,625,366,327
EDR  6W- Upper Minnesota Valley,3,2,1,1,19-50,39888,19.18,0,770,496,710,668,455,225
EDR  6W- Upper Minnesota Valley,3,1,1,2,19-50,54372,26.14,736,760,488,986,616,536,409
EDR  6W- Upper Minnesota Valley,5,2,2,3,19-50,64632,15.54,736,1217,512,986,713,677,545
EDR  6W- Upper Minnesota Valley,4,1,1,3,19-50,58200,27.98,736,1000,496,986,643,610,379
EDR  6W- Upper Minnesota Valley,2,2,1.5,0,19-50,35064,11.24,0,619,346,573,625,366,393
EDR  6W- Upper Minnesota Valley,5,2,1.5,3,19-50,58812,18.85,368,1217,512,986,713,677,428
EDR  6W- Upper Minnesota Valley,2,2,1,0,51+,34764,16.71,0,595,409,573,625,359,336
EDR  6W- Upper Minnesota Valley,2,2,2,0,19-50,35064,8.43,0,619,346,573,625,366,393
EDR  6W- Upper Minnesota Valley,4,2,1,2,19-50,49080,23.6,0,1005,504,986,702,612,281
EDR  6W- Upper Minnesota Valley,2,2,1.5,0,51+,35580,11.4,0,595,409,573,625,359,404
EDR  6W- Upper Minnesota Valley,3,2,2,1,19-50,47496,11.42,425,770,496,710,668,455,434
EDR  6W- Upper Minnesota Valley,2,1,1,1,19-50,37956,18.25,425,498,338,710,584,371,237
EDR  6W- Upper Minnesota Valley,5,2,1,3,19-50,52056,25.03,0,1217,512,986,713,677,233
EDR  6W- Upper Minnesota Valley,1,1,1,0,19-50,26352,12.67,0,337,138,560,580,276,305
EDR  3 - Arrowhead              ,5,2,1.5,3,19-50,63252,20.27,484,1187,512,1083,791,697,517
EDR  3 - Arrowhead              ,4,2,1,2,19-50,51960,24.98,0,980,504,1083,779,633,351
EDR  3 - Arrowhead              ,2,2,1.5,0,51+,37812,12.12,0,580,409,652,690,378,442
EDR  3 - Arrowhead              ,3,2,2,1,19-50,53352,12.82,555,751,496,839,740,488,577
EDR  3 - Arrowhead              ,2,2,2,0,19-50,37296,8.97,0,603,346,652,690,385,432
EDR  3 - Arrowhead              ,2,1,1,1,19-50,43728,21.02,555,486,338,839,642,407,377
EDR  3 - Arrowhead              ,5,2,1,3,19-50,54780,26.34,0,1187,512,1083,791,697,295
EDR  3 - Arrowhead              ,1,1,1,0,19-50,28656,13.78,0,329,138,642,637,298,344
EDR  8 - Southwest              ,1,1,1,0,51+,26484,12.73,0,321,169,546,596,266,309
EDR  8 - Southwest              ,3,2,1.5,1,19-50,44280,14.19,220,762,496,714,688,454,356
EDR  8 - Southwest              ,4,2,2,2,19-50,61392,14.76,765,995,504,946,724,596,586
EDR  8 - Southwest              ,2,2,1,0,19-50,34104,16.4,0,612,346,556,643,359,326
EDR  8 - Southwest              ,3,2,1,1,19-50,40164,19.31,0,762,496,714,688,454,233
EDR  8 - Southwest              ,5,2,2,3,19-50,64368,15.47,765,1205,512,946,735,660,541
EDR  8 - Southwest              ,3,1,1,2,19-50,54192,26.05,765,753,488,946,634,522,408
EDR  8 - Southwest              ,4,1,1,3,19-50,57972,27.87,765,990,496,946,662,595,377
EDR  8 - Southwest              ,2,2,1.5,0,19-50,34884,11.18,0,612,346,556,643,359,391
EDR  8 - Southwest              ,5,2,1.5,3,19-50,58248,18.67,383,1205,512,946,735,660,413
EDR  8 - Southwest              ,6,2,2,4,19-50,68652,16.5,765,1468,519,946,758,741,524
EDR  8 - Southwest              ,6,2,1.5,4,19-50,62628,20.07,383,1468,519,946,758,741,404
EDR  8 - Southwest              ,6,2,1,4,19-50,55872,26.86,0,1468,519,946,758,741,224
EDR  8 - Southwest              ,5,1,1,4,19-50,60960,29.31,765,1203,503,946,673,660,330
EDR  8 - Southwest              ,4,2,1,2,19-50,48348,23.24,0,995,504,946,724,596,264
EDR  8 - Southwest              ,2,2,1.5,0,51+,35412,11.35,0,589,409,556,643,352,402
EDR  8 - Southwest              ,3,2,2,1,19-50,48036,11.55,440,762,496,714,688,454,449
EDR  8 - Southwest              ,2,2,2,0,19-50,34884,8.39,0,612,346,556,643,359,391
EDR  8 - Southwest              ,2,1,1,1,19-50,38472,18.5,440,493,338,714,600,371,250
EDR  8 - Southwest              ,5,2,1,3,19-50,51300,24.66,0,1205,512,946,735,660,217
EDR  8 - Southwest              ,1,1,1,0,19-50,26268,12.63,0,334,138,546,596,270,305
EDR  8 - Southwest              ,4,2,1.5,2,19-50,55248,17.71,383,995,504,946,724,596,456
EDR  8 - Southwest              ,2,2,2,0,51+,35412,8.51,0,589,409,556,643,352,402
EDR  8 - Southwest              ,2,2,1,0,51+,34608,16.64,0,589,409,556,643,352,335
EDR 10 - Southeast              ,6,2,2,4,19-50,78240,18.81,1145,1450,519,1085,809,778,734
EDR 10 - Southeast              ,6,2,1.5,4,19-50,68892,22.08,573,1450,519,1085,809,778,527
EDR 10 - Southeast              ,6,2,1,4,19-50,59028,28.38,0,1450,519,1085,809,778,278
EDR 10 - Southeast              ,2,2,1.5,0,19-50,36660,11.75,0,605,346,622,683,377,422
EDR 10 - Southeast              ,2,2,2,0,19-50,36660,8.81,0,605,346,622,683,377,422
EDR 10 - Southeast              ,4,2,1,2,19-50,51936,24.97,0,983,504,1085,772,635,349
EDR 10 - Southeast              ,2,2,1.5,0,51+,37164,11.91,0,581,409,622,683,370,432
EDR 10 - Southeast              ,3,2,2,1,19-50,55200,13.27,692,753,496,822,733,484,620
EDR 10 - Southeast              ,2,1,1,1,19-50,45504,21.88,692,487,338,822,636,402,415
Norman County                   ,4,2,1,2,19-50,48948,23.53,0,993,504,891,828,578,285
Norman County                   ,6,2,1.5,4,19-50,69408,22.25,776,1464,519,891,869,723,542
Norman County                   ,5,2,1,3,19-50,51900,24.95,0,1202,512,891,841,643,236
Norman County                   ,2,2,1,0,19-50,35004,16.83,0,611,346,534,730,352,344
Olmsted County,2,2,1.5,0,19-50,36300,11.63,0,608,346,667,601,392,411
Olmsted County,5,2,1.5,3,19-50,68592,21.98,804,1196,512,1168,683,726,627
Olmsted County,6,2,1.5,4,19-50,72756,23.32,804,1457,519,1168,704,806,605
Olmsted County,3,2,1,1,19-50,42792,20.57,0,757,496,876,641,502,294
Olmsted County,4,2,1,2,19-50,52128,25.06,0,988,504,1168,673,662,349
Olmsted County,2,1,1,1,19-50,50700,24.38,1012,489,338,876,562,419,529
Olmsted County,4,2,1.5,2,19-50,65712,21.06,804,988,504,1168,673,662,677
Olmsted County,2,2,1,0,51+,35928,17.27,0,584,409,667,601,384,349
Olmsted County,5,2,1,3,19-50,54900,26.39,0,1196,512,1168,683,726,290
Olmsted County,3,2,2,1,19-50,60192,14.47,1012,757,496,876,641,502,732
Olmsted County,3,1,1,2,19-50,72288,34.75,1607,747,488,1168,593,588,833
Olmsted County,1,1,1,0,19-50,27744,13.34,0,331,138,656,559,303,325
Olmsted County,4,1,1,3,19-50,75972,36.52,1607,983,496,1168,617,660,800
Olmsted County,5,2,2,3,19-50,81828,19.67,1607,1196,512,1168,683,726,927
Olmsted County,2,2,2,0,51+,36792,8.84,0,584,409,667,601,384,421
Olmsted County,5,1,1,4,19-50,78924,37.94,1607,1195,503,1168,627,725,752
Olmsted County,3,2,1.5,1,19-50,51828,16.61,506,757,496,876,641,502,541
Olmsted County,2,2,2,0,19-50,36300,8.73,0,608,346,667,601,392,411
Olmsted County,6,2,2,4,19-50,86004,20.67,1607,1457,519,1168,704,806,906
Olmsted County,1,1,1,0,51+,27984,13.45,0,319,169,656,559,299,330
Olmsted County,2,2,1.5,0,51+,36792,11.79,0,584,409,667,601,384,421
Olmsted County,4,2,2,2,19-50,78936,18.98,1607,988,504,1168,673,662,976
Olmsted County,6,2,1,4,19-50,59100,28.41,0,1457,519,1168,704,806,271
Olmsted County,2,2,1,0,19-50,35460,17.05,0,608,346,667,601,392,341
Otter Tail County               ,6,2,1,4,19-50,57492,27.64,0,1450,519,954,869,738,261
Otter Tail County               ,3,2,1,1,19-50,42360,20.37,0,753,496,744,785,460,292
Otter Tail County               ,1,1,1,0,19-50,27516,13.23,0,330,138,552,674,271,328
Otter Tail County               ,5,2,1,3,19-50,53004,25.48,0,1190,512,954,841,658,262
Otter Tail County               ,5,2,2,3,19-50,66972,16.1,827,1190,512,954,841,658,599
Otter Tail County               ,5,1,1,4,19-50,63360,30.46,827,1189,503,954,766,658,383
Otter Tail County               ,4,2,1.5,2,19-50,57456,18.42,414,983,504,954,828,595,510
Otter Tail County               ,3,2,1.5,1,19-50,46608,14.94,233,753,496,744,785,460,413
Otter Tail County               ,5,2,1.5,3,19-50,60372,19.35,414,1190,512,954,841,658,462
Otter Tail County               ,3,2,2,1,19-50,50664,12.18,465,753,496,744,785,460,519
Otter Tail County               ,2,2,2,0,51+,36684,8.82,0,581,409,559,730,350,428
Otter Tail County               ,2,2,2,0,19-50,36180,8.7,0,605,346,559,730,357,418
Otter Tail County               ,6,2,2,4,19-50,71256,17.13,827,1450,519,954,869,738,581
Otter Tail County               ,4,2,2,2,19-50,64044,15.4,827,983,504,954,828,595,646
Otter Tail County               ,1,1,1,0,51+,27732,13.33,0,317,169,552,674,267,332
Pope County                     ,3,1,1,2,19-50,56100,26.97,760,749,488,1037,651,549,441
Pope County                     ,4,2,1,2,19-50,50628,24.34,0,991,504,1037,744,623,320
Pope County                     ,4,2,2,2,19-50,63468,15.26,760,991,504,1037,744,623,630
Pope County                     ,6,2,1,4,19-50,57888,27.83,0,1461,519,1037,779,767,261
Washington County               ,4,2,1,2,19-50,61776,29.7,0,989,484,1576,770,788,541
Washington County               ,3,1,1,2,19-50,97452,46.85,2440,748,468,1576,672,714,1503
Washington County               ,5,2,1.5,3,19-50,85608,27.44,1220,1197,491,1576,782,852,1016
Washington County               ,5,2,1,3,19-50,64464,30.99,0,1197,491,1576,782,852,474
Washington County               ,3,2,2,1,19-50,71424,17.17,1326,758,476,1110,731,573,978
