Area,Family Size,Number of Adults,Number of Workers,Number of Children,Age of Adults,Yearly Cost,Hourly Wage,Child Care,Food,Health Care,Housing,Transport,Other,Taxes
Todd County                     ,4,1,1,3,19-50,58896,28.32,745,967,496,891,837,570,402
Todd County                     ,4,2,1.5,2,19-50,56916,18.24,372,972,504,891,924,572,508
Todd County                     ,2,1,1,1,19-50,40056,19.26,398,481,338,710,751,366,294
Todd County                     ,2,2,1.5,0,51+,37368,11.98,0,575,409,534,811,341,444
Todd County                     ,3,1,1,2,19-50,55044,26.46,745,735,488,891,799,499,430
Todd County                     ,3,2,1,1,19-50,43044,20.69,0,745,496,710,875,447,314
Todd County                     ,2,2,1,0,19-50,35988,17.3,0,598,346,534,811,348,362
Todd County                     ,4,2,2,2,19-50,62724,15.08,745,972,504,891,924,572,619
Todd County                     ,5,2,1,3,19-50,53076,25.52,0,1177,512,891,939,635,269
Todd County                     ,4,2,1,2,19-50,50148,24.11,0,972,504,891,924,572,316
Todd County                     ,1,1,1,0,51+,28332,13.62,0,314,169,525,746,257,350
Todd County                     ,3,2,1.5,1,19-50,46836,15.01,199,745,496,710,875,447,431
Todd County                     ,2,2,1.5,0,19-50,36852,11.81,0,598,346,534,811,348,434
Todd County                     ,6,2,2,4,19-50,69948,16.81,745,1433,519,891,972,714,555
Todd County                     ,6,2,1.5,4,19-50,64128,20.55,372,1433,519,891,972,714,443
Todd County                     ,5,2,1.5,3,19-50,59796,19.17,372,1177,512,891,939,635,457
Todd County                     ,2,2,1,0,51+,36492,17.54,0,575,409,534,811,341,371
Watonwan County                 ,6,2,2,4,19-50,68472,16.46,728,1444,519,964,793,739,519
Watonwan County                 ,5,2,1.5,3,19-50,58488,18.75,364,1185,512,964,768,660,421
Watonwan County                 ,2,2,1,0,51+,36012,17.31,0,579,409,619,671,368,355
Watonwan County                 ,5,2,1,3,19-50,51792,24.9,0,1185,512,964,768,660,227
Watonwan County                 ,6,2,1.5,4,19-50,62832,20.14,364,1444,519,964,793,739,413
Watonwan County                 ,3,2,1,1,19-50,40320,19.38,0,750,496,710,719,448,237
Mahnomen County                 ,2,1,1,1,19-50,39960,19.21,466,487,338,710,669,368,292
Mahnomen County                 ,4,2,2,2,19-50,62076,14.92,800,983,504,891,815,575,605
Mahnomen County                 ,5,1,1,4,19-50,61440,29.54,800,1189,503,891,754,638,345
Mahnomen County                 ,5,2,1.5,3,19-50,58572,18.77,400,1190,512,891,828,639,421
Morrison County                 ,4,2,2,2,19-50,65676,15.79,771,973,504,956,995,592,682
Morrison County                 ,5,2,1,3,19-50,55728,26.79,0,1178,512,956,1012,655,331
Morrison County                 ,5,1,1,4,19-50,64728,31.12,771,1177,503,956,916,655,416
Morrison County                 ,2,2,2,0,51+,38316,9.21,0,575,409,534,871,341,463
Morrison County                 ,6,2,1.5,4,19-50,67008,21.48,385,1435,519,956,1047,734,508
Morrison County                 ,2,2,2,0,19-50,37812,9.09,0,599,346,534,871,348,453
Morrison County                 ,2,1,1,1,19-50,41868,20.13,447,482,338,710,805,366,341
Morrison County                 ,2,2,1,0,19-50,36912,17.75,0,599,346,534,871,348,378
Morrison County                 ,4,2,1.5,2,19-50,59820,19.17,385,973,504,956,995,592,580
Morrison County                 ,5,2,2,3,19-50,68628,16.5,771,1178,512,956,1012,655,635
Morrison County                 ,5,2,1.5,3,19-50,62688,20.09,385,1178,512,956,1012,655,526
Morrison County                 ,2,2,1,0,51+,37392,17.98,0,575,409,534,871,341,386
Morrison County                 ,4,1,1,3,19-50,61728,29.68,771,968,496,956,899,591,463
Morrison County                 ,1,1,1,0,19-50,28920,13.9,0,326,138,525,799,261,361
Morrison County                 ,3,2,1.5,1,19-50,48300,15.48,223,746,496,710,940,447,463
Morrison County                 ,3,2,2,1,19-50,52164,12.54,447,746,496,710,940,447,561
Morrison County                 ,1,1,1,0,51+,29172,14.03,0,314,169,525,799,258,366
Morrison County                 ,4,2,1,2,19-50,52848,25.41,0,973,504,956,995,592,384
Morrison County                 ,3,2,1,1,19-50,44160,21.23,0,746,496,710,940,447,341
Morrison County                 ,6,2,1,4,19-50,60036,28.86,0,1435,519,956,1047,734,312
Morrison County                 ,3,1,1,2,19-50,57852,27.81,771,736,488,956,857,519,494
Morrison County                 ,6,2,2,4,19-50,72972,17.54,771,1435,519,956,1047,734,619
Morrison County                 ,2,2,1.5,0,19-50,37812,12.12,0,599,346,534,871,348,453
Morrison County                 ,2,2,1.5,0,51+,38316,12.28,0,575,409,534,871,341,463
Wabasha County                  ,3,1,1,2,19-50,62448,30.02,1059,739,488,1050,725,549,594
Wabasha County                  ,5,2,2,3,19-50,72768,17.49,1059,1183,512,1050,847,686,727
Wabasha County                  ,2,2,1.5,0,51+,37164,11.91,0,578,409,582,736,356,436
Wabasha County                  ,2,2,1.5,0,19-50,36636,11.74,0,601,346,582,736,363,425
Wabasha County                  ,2,2,1,0,19-50,35784,17.2,0,601,346,582,736,363,354
Wabasha County                  ,5,2,1,3,19-50,54948,26.42,0,1183,512,1050,847,686,301
Wabasha County                  ,4,2,1.5,2,19-50,61152,19.6,530,977,504,1050,834,622,579
Wabasha County                  ,1,1,1,0,19-50,27888,13.41,0,328,138,567,679,275,337
Wabasha County                  ,4,2,1,2,19-50,52140,25.07,0,977,504,1050,834,622,358
Wabasha County                  ,1,1,1,0,51+,28104,13.51,0,315,169,567,679,271,341
Wabasha County                  ,6,2,2,4,19-50,77028,18.52,1059,1441,519,1050,876,765,709
Wabasha County                  ,4,2,2,2,19-50,69840,16.79,1059,977,504,1050,834,622,774
Wabasha County                  ,3,2,2,1,19-50,51792,12.45,548,749,496,728,791,453,551
Pipestone County                ,3,2,1,1,19-50,41424,19.92,0,764,496,710,761,453,268
Pipestone County                ,1,1,1,0,51+,28344,13.63,0,322,169,592,655,281,343
Pipestone County                ,4,2,1.5,2,19-50,57048,18.28,374,997,504,964,802,602,511
Pipestone County                ,4,1,1,3,19-50,59220,28.47,749,992,496,964,730,601,403
Pipestone County                ,2,2,2,0,19-50,37032,8.9,0,613,346,611,709,376,431
Pipestone County                ,2,1,1,1,19-50,39084,18.79,420,494,338,710,659,370,266
Pipestone County                ,5,1,1,4,19-50,62244,29.93,749,1205,503,964,743,666,357
Pipestone County                ,5,2,2,3,19-50,65832,15.82,749,1207,512,964,814,667,573
Pipestone County                ,6,2,1.5,4,19-50,64320,20.62,374,1470,519,964,841,748,444
Pipestone County                ,5,2,1.5,3,19-50,59904,19.2,374,1207,512,964,814,667,454
Pipestone County                ,5,2,1,3,19-50,53148,25.55,0,1207,512,964,814,667,265
Saint Louis County              ,5,2,1.5,3,19-50,63720,20.42,505,1188,512,1120,755,709,521
Saint Louis County              ,2,2,1,0,51+,36876,17.73,0,580,409,675,660,385,364
Saint Louis County              ,6,2,1.5,4,19-50,67884,21.76,505,1447,519,1120,779,788,499
Saint Louis County              ,3,1,1,2,19-50,61860,29.74,1010,742,488,1120,651,572,572
Saint Louis County              ,2,1,1,1,19-50,43752,21.03,551,486,338,864,615,415,377
Saint Louis County              ,6,2,2,4,19-50,76224,18.32,1010,1447,519,1120,779,788,689
Saint Louis County              ,2,2,2,0,19-50,37272,8.96,0,603,346,675,660,392,430
Saint Louis County              ,3,2,1.5,1,19-50,48480,15.54,276,752,496,864,707,496,449
Saint Louis County              ,2,2,2,0,51+,37788,9.08,0,580,409,675,660,385,440
Saint Louis County              ,2,2,1,0,19-50,36384,17.49,0,603,346,675,660,392,356
Saint Louis County              ,1,1,1,0,51+,28920,13.9,0,316,169,665,611,302,347
Saint Louis County              ,3,2,1,1,19-50,43524,20.93,0,752,496,864,707,496,312
Saint Louis County              ,5,2,1,3,19-50,54960,26.42,0,1188,512,1120,755,709,296
Saint Louis County              ,4,2,1,2,19-50,52164,25.08,0,981,504,1120,744,645,353
Saint Louis County              ,4,2,1.5,2,19-50,60816,19.49,505,981,504,1120,744,645,569
Saint Louis County              ,3,2,2,1,19-50,53280,12.81,551,752,496,864,707,496,574
Saint Louis County              ,2,2,1.5,0,19-50,37272,11.95,0,603,346,675,660,392,430
Saint Louis County              ,2,2,1.5,0,51+,37788,12.11,0,580,409,675,660,385,440
Saint Louis County              ,6,2,1,4,19-50,59148,28.44,0,1447,519,1120,779,788,276
Saint Louis County              ,4,2,2,2,19-50,69108,16.61,1010,981,504,1120,744,645,755
Saint Louis County              ,1,1,1,0,19-50,28680,13.79,0,329,138,665,611,305,342
Saint Louis County              ,5,2,2,3,19-50,72024,17.31,1010,1188,512,1120,755,709,708
Saint Louis County              ,4,1,1,3,19-50,65604,31.54,1010,976,496,1120,679,644,542
Saint Louis County              ,5,1,1,4,19-50,68544,32.95,1010,1186,503,1120,691,708,494
Sherburne County                ,4,2,2,2,19-50,90780,21.82,1585,969,484,1576,911,782,1258
Sherburne County                ,3,1,1,2,19-50,83988,40.38,1585,733,468,1576,788,709,1140
Sherburne County                ,5,2,2,3,19-50,93564,22.49,1585,1173,491,1576,926,844,1202
Sherburne County                ,4,2,1,2,19-50,63648,30.6,0,969,484,1576,911,782,582
Sherburne County                ,3,2,1.5,1,19-50,58920,18.88,452,742,476,1110,863,569,698
Sherburne County                ,2,2,1,0,19-50,41832,20.11,0,596,318,880,800,453,439
Wabasha County                  ,2,2,2,0,19-50,36636,8.81,0,601,346,582,736,363,425
Wabasha County                  ,5,2,1.5,3,19-50,64068,20.53,530,1183,512,1050,847,686,531
Wabasha County                  ,5,1,1,4,19-50,69156,33.25,1059,1181,503,1050,772,685,513
Wabasha County                  ,2,1,1,1,19-50,41928,20.16,548,484,338,728,683,372,341
Wabasha County                  ,4,1,1,3,19-50,66204,31.83,1059,972,496,1050,758,621,561
Wabasha County                  ,2,2,1,0,51+,36288,17.45,0,578,409,582,736,356,363
Wabasha County                  ,6,2,1.5,4,19-50,68304,21.89,530,1441,519,1050,876,765,511
Wabasha County                  ,3,2,1.5,1,19-50,46896,15.03,274,749,496,728,791,453,417
Wabasha County                  ,2,2,2,0,51+,37164,8.93,0,578,409,582,736,356,436
Wabasha County                  ,3,2,1,1,19-50,42000,20.19,0,749,496,728,791,453,283
Wabasha County                  ,6,2,1,4,19-50,59220,28.47,0,1441,519,1050,876,765,284
Central Minnesota               ,5,1,1,4,19-50,78036,37.52,1228,1176,494,1312,795,764,734
Central Minnesota               ,2,2,1,0,51+,39384,18.93,0,575,396,743,758,405,405
Central Minnesota               ,2,2,2,0,19-50,39864,9.58,0,598,333,743,758,412,478
Central Minnesota               ,4,2,1,2,19-50,57696,27.74,0,972,495,1312,860,702,467
Central Minnesota               ,2,2,1.5,0,51+,40380,12.94,0,575,396,743,758,405,488
Central Minnesota               ,3,2,2,1,19-50,59088,14.2,716,745,487,939,815,517,705
Central Minnesota               ,2,1,1,1,19-50,49044,23.58,716,481,325,939,703,436,487
Central Minnesota               ,5,2,1,3,19-50,60420,29.05,0,1177,502,1312,874,764,406
Central Minnesota               ,1,1,1,0,19-50,31212,15.01,0,326,137,727,698,323,390
Central Minnesota               ,4,2,1.5,2,19-50,68352,21.91,614,972,495,1312,860,702,741
Central Minnesota               ,2,2,2,0,51+,40380,9.71,0,575,396,743,758,405,488
Central Minnesota               ,1,1,1,0,51+,31476,15.13,0,314,169,727,698,320,395
Central Minnesota               ,3,2,1.5,1,19-50,53076,17.01,358,745,487,939,815,517,562
Central Minnesota               ,4,2,2,2,19-50,78528,18.88,1228,972,495,1312,860,702,975
Central Minnesota               ,2,2,1,0,19-50,38880,18.69,0,598,333,743,758,412,396
Central Minnesota               ,3,2,1,1,19-50,46620,22.41,0,745,487,939,815,517,382
Central Minnesota               ,5,2,2,3,19-50,81360,19.56,1228,1177,502,1312,874,764,923
Central Minnesota               ,3,1,1,2,19-50,71352,34.3,1228,735,479,1312,746,629,817
Central Minnesota               ,4,1,1,3,19-50,75156,36.13,1228,967,486,1312,781,700,789
Central Minnesota               ,2,2,1.5,0,19-50,39864,12.78,0,598,333,743,758,412,478
Central Minnesota               ,5,2,1.5,3,19-50,71160,22.81,614,1177,502,1312,874,764,687
Central Minnesota               ,6,2,2,4,19-50,85608,20.58,1228,1434,510,1312,904,843,903
Central Minnesota               ,6,2,1.5,4,19-50,75408,24.17,614,1434,510,1312,904,843,667
Central Minnesota               ,6,2,1,4,19-50,64572,31.04,0,1434,510,1312,904,843,378
EDR  1 - Northwest              ,2,2,2,0,19-50,36348,8.74,0,609,346,626,654,379,415
EDR  1 - Northwest              ,4,2,1,2,19-50,51924,24.96,0,991,504,1106,737,644,345
EDR  1 - Northwest              ,2,2,1.5,0,51+,36864,11.82,0,586,409,626,654,372,425
EDR  1 - Northwest              ,3,2,2,1,19-50,50544,12.15,453,759,496,815,701,483,505
EDR  1 - Northwest              ,2,1,1,1,19-50,40944,19.68,453,490,338,815,610,401,305
EDR  1 - Northwest              ,5,2,1,3,19-50,54756,26.32,0,1199,512,1106,749,708,289
Watonwan County                 ,4,2,1,2,19-50,48972,23.54,0,979,504,964,757,597,280
Watonwan County                 ,2,2,1.5,0,51+,36876,11.82,0,579,409,619,671,368,427
Watonwan County                 ,1,1,1,0,51+,27804,13.37,0,316,169,598,621,281,332
Watonwan County                 ,3,1,1,2,19-50,54084,26,728,740,488,964,661,523,403
Watonwan County                 ,2,2,1.5,0,19-50,36348,11.65,0,602,346,619,671,375,416
Watonwan County                 ,2,2,1,0,19-50,35508,17.07,0,602,346,619,671,375,346
Watonwan County                 ,2,2,2,0,51+,36876,8.86,0,579,409,619,671,368,427
Watonwan County                 ,5,2,2,3,19-50,64260,15.45,728,1185,512,964,768,660,538
Watonwan County                 ,3,2,1.5,1,19-50,44088,14.13,194,750,496,710,719,448,357
Watonwan County                 ,6,2,1,4,19-50,56340,27.09,0,1444,519,964,793,739,236
Watonwan County                 ,4,1,1,3,19-50,57840,27.81,728,974,496,964,691,595,372
Watonwan County                 ,5,1,1,4,19-50,60780,29.22,728,1184,503,964,702,660,324
Watonwan County                 ,2,2,2,0,19-50,36348,8.74,0,602,346,619,671,375,416
Watonwan County                 ,4,2,2,2,19-50,61380,14.75,728,979,504,964,757,597,586
Watonwan County                 ,1,1,1,0,19-50,27516,13.23,0,328,138,598,621,285,323
Watonwan County                 ,4,2,1.5,2,19-50,55608,17.82,364,979,504,964,757,597,469
Watonwan County                 ,2,1,1,1,19-50,37728,18.14,388,485,338,710,625,367,231
Watonwan County                 ,3,2,2,1,19-50,47268,11.36,388,750,496,710,719,448,428
Northwest Minnesota             ,5,2,2,3,19-50,68064,16.36,830,1189,512,1020,822,678,621
Northwest Minnesota             ,3,1,1,2,19-50,57708,27.74,830,742,488,1020,704,541,484
Northwest Minnesota             ,4,1,1,3,19-50,61512,29.57,830,977,496,1020,736,613,454
Northwest Minnesota             ,5,2,1,3,19-50,54024,25.97,0,1189,512,1020,822,678,281
Northwest Minnesota             ,1,1,1,0,19-50,27864,13.4,0,329,138,581,660,280,334
Northwest Minnesota             ,4,2,1.5,2,19-50,58560,18.77,415,982,504,1020,809,615,535
Northwest Minnesota             ,2,2,2,0,51+,37068,8.91,0,580,409,592,715,360,433
Northwest Minnesota             ,1,1,1,0,51+,28104,13.51,0,317,169,581,660,276,339
Northwest Minnesota             ,3,2,1.5,1,19-50,47136,15.11,246,752,496,772,768,468,426
Northwest Minnesota             ,4,2,2,2,19-50,65136,15.66,830,982,504,1020,809,615,668
Northwest Minnesota             ,2,2,1,0,19-50,35712,17.17,0,604,346,592,715,367,352
Northwest Minnesota             ,3,2,1,1,19-50,42624,20.49,0,752,496,772,768,468,296
Northwest Minnesota             ,2,2,1,0,51+,36192,17.4,0,580,409,592,715,360,360
Northwest Minnesota             ,6,2,2,4,19-50,72336,17.39,830,1448,519,1020,849,758,604
Northwest Minnesota             ,6,2,1.5,4,19-50,65772,21.08,415,1448,519,1020,849,758,472
Northwest Minnesota             ,6,2,1,4,19-50,58392,28.07,0,1448,519,1020,849,758,272
Northwest Minnesota             ,2,2,1.5,0,19-50,36564,11.72,0,604,346,592,715,367,423
Northwest Minnesota             ,4,2,1,2,19-50,51156,24.59,0,982,504,1020,809,615,333
Northwest Minnesota             ,2,2,1.5,0,51+,37068,11.88,0,580,409,592,715,360,433
Northwest Minnesota             ,3,2,2,1,19-50,51360,12.35,491,752,496,772,768,468,533
Northwest Minnesota             ,2,2,2,0,19-50,36564,8.79,0,604,346,592,715,367,423
Northwest Minnesota             ,2,1,1,1,19-50,41580,19.99,491,486,338,772,665,386,327
Northwest Minnesota             ,5,2,1.5,3,19-50,61464,19.7,415,1189,512,1020,822,678,486
McLeod County                   ,2,2,1,0,19-50,35820,17.22,0,597,346,566,763,357,356
McLeod County                   ,3,1,1,2,19-50,59340,28.53,849,733,488,1055,751,549,520
McLeod County                   ,3,2,1,1,19-50,42648,20.5,0,743,496,738,821,455,301
McLeod County                   ,4,2,1,2,19-50,52656,25.32,0,970,504,1055,866,622,371
McLeod County                   ,2,2,1.5,0,19-50,36672,11.75,0,597,346,566,763,357,427
McLeod County                   ,5,1,1,4,19-50,66024,31.74,849,1173,503,1055,801,684,437
McLeod County                   ,3,2,1.5,1,19-50,47124,15.1,252,743,496,738,821,455,422
McLeod County                   ,2,2,2,0,51+,37200,8.94,0,574,409,566,763,350,438
McLeod County                   ,4,1,1,3,19-50,63144,30.36,849,965,496,1055,786,620,491
McLeod County                   ,2,2,2,0,19-50,36672,8.82,0,597,346,566,763,357,427
McLeod County                   ,1,1,1,0,19-50,27936,13.43,0,325,138,553,703,270,339
McLeod County                   ,1,1,1,0,51+,28176,13.55,0,313,169,553,703,266,344
McLeod County                   ,3,2,2,1,19-50,51624,12.41,503,743,496,738,821,455,546
McLeod County                   ,2,2,1,0,51+,36324,17.46,0,574,409,566,763,350,365
McLeod County                   ,6,2,2,4,19-50,73980,17.78,849,1431,519,1055,910,763,638
McLeod County                   ,4,2,2,2,19-50,66840,16.07,849,970,504,1055,866,622,704
McLeod County                   ,6,2,1.5,4,19-50,67296,21.57,425,1431,519,1055,910,763,505
McLeod County                   ,5,2,2,3,19-50,69732,16.76,849,1174,512,1055,880,685,656
McLeod County                   ,4,2,1.5,2,19-50,60216,19.3,425,970,504,1055,866,622,576
McLeod County                   ,2,2,1.5,0,51+,37200,11.92,0,574,409,566,763,350,438
McLeod County                   ,5,2,1.5,3,19-50,63084,20.22,425,1174,512,1055,880,685,526
Norman County                   ,4,2,2,2,19-50,74868,18,1552,993,504,891,828,578,893
Norman County                   ,2,2,1.5,0,51+,36324,11.64,0,587,409,534,730,344,423
Norman County                   ,6,2,1,4,19-50,56556,27.19,0,1464,519,891,869,723,247
Norman County                   ,1,1,1,0,51+,27288,13.12,0,320,169,525,674,260,326
Norman County                   ,2,1,1,1,19-50,47532,22.85,899,492,338,710,678,369,475
Norman County                   ,4,1,1,3,19-50,71424,34.34,1552,988,496,891,753,577,695
Norman County                   ,5,2,1.5,3,19-50,65100,20.87,776,1202,512,891,841,643,560
Norman County                   ,6,2,2,4,19-50,82152,19.75,1552,1464,519,891,869,723,828
Norman County                   ,1,1,1,0,19-50,27060,13.01,0,333,138,525,674,263,322
Norman County                   ,3,2,1,1,19-50,41784,20.09,0,761,496,710,785,452,278
Norman County                   ,3,1,1,2,19-50,67584,32.49,1552,751,488,891,720,504,726
Norman County                   ,3,2,2,1,19-50,57360,13.79,899,761,496,710,785,452,677
Norman County                   ,5,1,1,4,19-50,74412,35.77,1552,1201,503,891,766,642,646
Norman County                   ,2,2,2,0,19-50,35832,8.61,0,611,346,534,730,352,413
Norman County                   ,4,2,1.5,2,19-50,62148,19.92,776,993,504,891,828,578,609
Norman County                   ,3,2,1.5,1,19-50,49824,15.97,450,761,496,710,785,452,498
Norman County                   ,2,2,1.5,0,19-50,35832,11.48,0,611,346,534,730,352,413
Norman County                   ,2,2,2,0,51+,36324,8.73,0,587,409,534,730,344,423
Norman County                   ,2,2,1,0,51+,35496,17.07,0,587,409,534,730,344,354
Norman County                   ,5,2,2,3,19-50,77820,18.71,1552,1202,512,891,841,643,844
EDR  1 - Northwest              ,1,1,1,0,19-50,27708,13.32,0,332,138,613,607,291,328
EDR  1 - Northwest              ,4,2,1.5,2,19-50,59148,18.96,402,991,504,1106,737,644,545
EDR  1 - Northwest              ,2,2,2,0,51+,36864,8.86,0,586,409,626,654,372,425
EDR  1 - Northwest              ,1,1,1,0,51+,27948,13.44,0,320,169,613,607,287,333
EDR  1 - Northwest              ,3,2,1.5,1,19-50,46800,15,227,759,496,815,701,483,419
EDR  1 - Northwest              ,4,2,2,2,19-50,65496,15.74,805,991,504,1106,737,644,671
EDR  1 - Northwest              ,2,2,1,0,19-50,35496,17.07,0,609,346,626,654,379,344
EDR  1 - Northwest              ,3,2,1,1,19-50,42480,20.42,0,759,496,815,701,483,286
EDR  1 - Northwest              ,2,2,1,0,51+,36000,17.31,0,586,409,626,654,372,353
EDR  1 - Northwest              ,6,2,2,4,19-50,72708,17.48,805,1460,519,1106,772,788,609
EDR  1 - Northwest              ,6,2,1.5,4,19-50,66408,21.28,402,1460,519,1106,772,788,487
EDR  1 - Northwest              ,6,2,1,4,19-50,59052,28.39,0,1460,519,1106,772,788,276
EDR  1 - Northwest              ,2,2,1.5,0,19-50,36348,11.65,0,609,346,626,654,379,415
EDR  1 - Northwest              ,5,2,1.5,3,19-50,62112,19.91,402,1199,512,1106,749,708,500
EDR  1 - Northwest              ,5,1,1,4,19-50,65016,31.26,805,1198,503,1106,685,707,414
EDR  1 - Northwest              ,5,2,2,3,19-50,68460,16.46,805,1199,512,1106,749,708,626
EDR  1 - Northwest              ,3,1,1,2,19-50,58272,28.02,805,749,488,1106,645,570,493
EDR  1 - Northwest              ,4,1,1,3,19-50,62052,29.83,805,986,496,1106,674,642,462
Southeast Minnesota             ,2,2,1.5,0,51+,37164,11.91,0,581,409,622,683,370,432
Southeast Minnesota             ,3,2,2,1,19-50,55200,13.27,692,753,496,822,733,484,620
Southeast Minnesota             ,2,2,2,0,19-50,36660,8.81,0,605,346,622,683,377,422
Southeast Minnesota             ,4,2,1,2,19-50,51936,24.97,0,983,504,1085,772,635,349
Southeast Minnesota             ,2,1,1,1,19-50,45504,21.88,692,487,338,822,636,402,415
Southeast Minnesota             ,5,2,1,3,19-50,54768,26.33,0,1190,512,1085,784,699,294
Southeast Minnesota             ,1,1,1,0,19-50,28020,13.47,0,329,138,612,632,289,335
Southeast Minnesota             ,4,2,1.5,2,19-50,61764,19.8,573,983,504,1085,772,635,595
Southeast Minnesota             ,2,2,2,0,51+,37164,8.93,0,581,409,622,683,370,432
Southeast Minnesota             ,3,2,1.5,1,19-50,49332,15.81,346,753,496,822,733,484,477
Southeast Minnesota             ,1,1,1,0,51+,28260,13.59,0,317,169,612,632,285,340
Southeast Minnesota             ,4,2,2,2,19-50,71088,17.09,1145,983,504,1085,772,635,800
Southeast Minnesota             ,2,2,1,0,19-50,35796,17.21,0,605,346,622,683,377,350
Southeast Minnesota             ,3,2,1,1,19-50,43116,20.73,0,753,496,822,733,484,305
Southeast Minnesota             ,5,2,2,3,19-50,74004,17.79,1145,1190,512,1085,784,699,752
Southeast Minnesota             ,3,1,1,2,19-50,63924,30.73,1145,743,488,1085,674,561,631
Southeast Minnesota             ,4,1,1,3,19-50,67680,32.54,1145,978,496,1085,703,633,600
Southeast Minnesota             ,6,2,2,4,19-50,78240,18.81,1145,1450,519,1085,809,778,734
Southeast Minnesota             ,6,2,1.5,4,19-50,68892,22.08,573,1450,519,1085,809,778,527
Southeast Minnesota             ,6,2,1,4,19-50,59028,28.38,0,1450,519,1085,809,778,278
Southeast Minnesota             ,2,2,1,0,51+,36288,17.45,0,581,409,622,683,370,359
Southeast Minnesota             ,2,2,1.5,0,19-50,36660,11.75,0,605,346,622,683,377,422
Southeast Minnesota             ,5,2,1.5,3,19-50,64668,20.73,573,1190,512,1085,784,699,546
Sherburne County                ,2,2,1.5,0,19-50,42924,13.76,0,596,318,880,800,453,530
Sherburne County                ,2,2,1,0,51+,42336,20.35,0,573,381,880,800,446,448
Sherburne County                ,3,2,1,1,19-50,50772,24.41,0,742,476,1110,863,569,471
Sherburne County                ,6,2,1,4,19-50,70344,33.82,0,1429,499,1576,958,923,477
Sherburne County                ,3,2,2,1,19-50,66312,15.94,905,742,476,1110,863,569,861
Sherburne County                ,4,2,1.5,2,19-50,77364,24.8,792,969,484,1576,911,782,933
Sherburne County                ,2,2,2,0,51+,43440,10.44,0,573,381,880,800,446,540
Sherburne County                ,2,1,1,1,19-50,55968,26.91,905,480,310,1110,741,488,630
Sherburne County                ,6,2,1.5,4,19-50,84444,27.07,792,1429,499,1576,958,923,860
Sherburne County                ,2,2,1.5,0,51+,43440,13.92,0,573,381,880,800,446,540
Sherburne County                ,2,2,2,0,19-50,42924,10.32,0,596,318,880,800,453,530
Sherburne County                ,1,1,1,0,51+,34644,16.66,0,313,168,860,736,360,450
Sherburne County                ,6,2,2,4,19-50,97836,23.52,1585,1429,499,1576,958,923,1183
Sherburne County                ,4,1,1,3,19-50,87840,42.23,1585,964,475,1576,826,780,1114
Sherburne County                ,1,1,1,0,19-50,34392,16.53,0,325,136,860,736,364,445
Sherburne County                ,5,1,1,4,19-50,90636,43.58,1585,1172,483,1576,841,844,1052
Sherburne County                ,5,2,1.5,3,19-50,80172,25.7,792,1173,491,1576,926,844,879
Sherburne County                ,5,2,1,3,19-50,66312,31.88,0,1173,491,1576,926,844,516
Wadena County                   ,2,2,1,0,51+,35880,17.25,0,581,409,561,730,351,358
Wadena County                   ,5,2,1,3,19-50,51912,24.96,0,1189,512,906,841,643,235
Wadena County                   ,5,2,1.5,3,19-50,59436,19.05,426,1189,512,906,841,643,436
Wadena County                   ,6,2,1.5,4,19-50,63756,20.43,426,1448,519,906,869,723,422
Wadena County                   ,2,2,1.5,0,51+,36732,11.77,0,581,409,561,730,351,429
Wadena County                   ,1,1,1,0,51+,27660,13.3,0,317,169,548,674,266,331
Wadena County                   ,4,2,2,2,19-50,63456,15.25,853,982,504,906,828,580,635
Wadena County                   ,1,1,1,0,19-50,27420,13.18,0,329,138,548,674,270,326
Wadena County                   ,4,1,1,3,19-50,59808,28.75,853,977,496,906,753,578,421
Wadena County                   ,2,1,1,1,19-50,39888,19.18,455,486,338,710,678,367,290
Wadena County                   ,2,2,1,0,19-50,35376,17.01,0,604,346,561,730,358,349
Wadena County                   ,3,2,1,1,19-50,41568,19.98,0,752,496,710,785,449,272
Wadena County                   ,4,2,1.5,2,19-50,56496,18.11,426,982,504,906,828,580,482
Wadena County                   ,6,2,2,4,19-50,70656,16.98,853,1448,519,906,869,723,570
Wadena County                   ,4,2,1,2,19-50,49032,23.57,0,982,504,906,828,580,286
Wadena County                   ,2,2,1.5,0,19-50,36216,11.61,0,604,346,561,730,358,419
Wadena County                   ,5,1,1,4,19-50,62784,30.18,853,1187,503,906,766,643,374
Wadena County                   ,3,2,2,1,19-50,49692,11.95,455,752,496,710,785,449,494
Wadena County                   ,2,2,2,0,19-50,36216,8.71,0,604,346,561,730,358,419
Wadena County                   ,5,2,2,3,19-50,66372,15.95,853,1189,512,906,841,643,587
Wadena County                   ,3,1,1,2,19-50,55968,26.91,853,742,488,906,720,506,449
Wadena County                   ,3,2,1.5,1,19-50,45732,14.66,228,752,496,710,785,449,391
Wadena County                   ,2,2,2,0,51+,36732,8.83,0,581,409,561,730,351,429
Southeast Minnesota             ,5,1,1,4,19-50,70632,33.96,1145,1189,503,1085,716,698,550
Wadena County                   ,6,2,1,4,19-50,56520,27.17,0,1448,519,906,869,723,245
Wilkin County                   ,5,2,2,3,19-50,65916,15.85,743,1184,512,1033,768,681,572
Wilkin County                   ,6,2,1,4,19-50,57648,27.72,0,1442,519,1033,793,760,257
Wilkin County                   ,2,2,1.5,0,51+,35196,11.28,0,578,409,534,671,342,399
